name,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ,sofascoreId,firstName,lastName
Neal Maupay,neal-maupay,N. Maupay,F,9,2064,M,268903,"{'nameTranslation': {'ar': 'نيل موباي', 'hi': 'नील मौपे', 'bn': 'নিল মাউপে'}, 'shortNameTranslation': {'ar': 'ن. موباي', 'hi': 'एन. मौपे', 'bn': 'এন. মাউপে'}}",False,block,assisted,left-foot,90,6103,703,,14.5,50.0,0,51.0,19.0,,,
Yoane Wissa,yoane-wissa,Y. Wissa,F,9,43905,M,805123,"{'nameTranslation': {'ar': 'يوني ويسا', 'hi': 'योआने विस्सा', 'bn': 'জন উইসা'}, 'shortNameTranslation': {'ar': 'ي. ويسا', 'hi': 'वाई. विस्सा', 'bn': 'ওয়াই. উইসা'}}",False,block,assisted,right-foot,90,6055,655,,8.3,62.2,0,48.8,19.0,yowissa,,
Willy Boly,willy-boly,W. Boly,D,30,1805,M,139310,"{'nameTranslation': {'ar': 'ويلي بولي', 'hi': 'विली बोली', 'bn': 'উইলি বলি'}, 'shortNameTranslation': {'ar': 'و. بولي', 'hi': 'डब्लू. बोली', 'bn': 'ডব্লিউ. বলি'}}",True,miss,set-piece,head,90,5985,585,,13.4,54.0,0,63.4,11.1,,,
Christian Nørgaard,christian-norgaard,C. Nørgaard,M,16,8776,M,135256,"{'nameTranslation': {'ar': 'كريستيان نورغارد', 'hi': 'क्रिश्चियन नॉरगार्ड', 'bn': 'ক্রিশ্চিয়ান নরগার্ড'}, 'shortNameTranslation': {'ar': 'ك. نورغارد', 'hi': 'सी. नॉरगार्ड', 'bn': 'সি. নরগার্ড'}}",False,miss,corner,right-foot,90,5823,423,,22.8,37.7,0,54.6,52.8,,,
Michael Olakigbe,olakigbe-michael,M. Olakigbe,M,37,76,M,1014556,"{'nameTranslation': {'ar': 'أولاكيجبي، مايكل', 'hi': 'ओलाकिग्बे, माइकल', 'bn': 'ওলাকিগবে, মাইকেল'}, 'shortNameTranslation': {'ar': 'م. أولاكيجبي', 'hi': 'एम. ओलाकिग्बे', 'bn': 'এম. ওলাকিগবে'}}",False,block,assisted,right-foot,90,5808,408,,9.3,31.6,0,48.2,8.3,,,
Chris Wood,chris-wood,C. Wood,F,11,7744,M,50480,"{'nameTranslation': {'ar': 'كريس وود', 'hi': 'क्रिस वुड', 'bn': 'ক্রিস উড'}, 'shortNameTranslation': {'ar': 'ك. وود', 'hi': 'सी. वुड', 'bn': 'সি. উড'}}",True,miss,assisted,head,90,5734,334,,7.8,48.8,0,77.8,4.2,wodsy39,,
Bryan Mbeumo,bryan-mbeumo,B. Mbeumo,M,19,89920,M,927083,"{'nameTranslation': {'ar': 'برايان مبيومو', 'hi': 'ब्रायन मबेउमो', 'bn': 'ব্রায়ান এমবেউমো'}, 'shortNameTranslation': {'ar': 'ب. مبيومو', 'hi': 'बी. मबेउमो', 'bn': 'বি. এমবেউমো'}}",False,miss,assisted,head,90,5605,205,,9.5,52.8,0,43.4,61.1,bryan_m19,,
Bryan Mbeumo,bryan-mbeumo,B. Mbeumo,M,19,89920,M,927083,"{'nameTranslation': {'ar': 'برايان مبيومو', 'hi': 'ब्रायन मबेउमो', 'bn': 'ব্রায়ান এমবেউমো'}, 'shortNameTranslation': {'ar': 'ب. مبيومو', 'hi': 'बी. मबेउमो', 'bn': 'বি. এমবেউমো'}}",False,block,fast-break,left-foot,89,5290,2590,,14.0,46.9,0,51.7,19.0,bryan_m19,,
Neal Maupay,neal-maupay,N. Maupay,F,9,2064,M,268903,"{'nameTranslation': {'ar': 'نيل موباي', 'hi': 'नील मौपे', 'bn': 'নিল মাউপে'}, 'shortNameTranslation': {'ar': 'ن. موباي', 'hi': 'एन. मौपे', 'bn': 'এন. মাউপে'}}",False,save,assisted,left-foot,87,5208,2508,,11.4,51.8,0,54.4,13.3,,,
Kristoffer Ajer,kristoffer-ajer,K. Ajer,D,20,1118,M,576384,"{'nameTranslation': {'ar': 'كريستوفر آجير', 'hi': 'क्रिस्टोफ़र अजेर', 'bn': 'ক্রিস্টোফার আজের'}, 'shortNameTranslation': {'ar': 'ك. آجير', 'hi': 'के. अजेर', 'bn': 'কে. আজের'}}",False,miss,corner,head,85,5079,2379,,4.2,58.9,0,99.0,2.8,,,
