minute,value
1.0,-1
2.0,47
3.0,27
4.0,16
5.0,6
6.0,10
7.0,8
8.0,-15
9.0,-77
10.0,-67
11.0,-43
12.0,-25
13.0,-14
14.0,7
15.0,5
16.0,4
17.0,-25
18.0,-50
19.0,-50
20.0,-79
21.0,-89
22.0,-50
23.0,-56
24.0,-35
25.0,-20
26.0,-34
27.0,-17
28.0,-5
29.0,4
30.0,-32
31.0,32
32.0,2
33.0,-10
34.0,-19
35.0,-26
36.0,-23
37.0,-50
38.0,-48
39.0,-92
40.0,-59
41.0,-56
42.0,-48
43.0,-23
44.0,-8
45.0,-27
45.5,-25
46.0,-3
47.0,-7
48.0,11
49.0,3
50.0,-20
51.0,16
52.0,5
53.0,-28
54.0,-15
55.0,-22
56.0,-22
57.0,-56
58.0,-43
59.0,-49
60.0,-33
61.0,-23
62.0,-41
63.0,-18
64.0,-28
65.0,-16
66.0,-20
67.0,12
68.0,2
69.0,56
70.0,66
71.0,34
72.0,-57
73.0,-48
74.0,-29
75.0,-15
76.0,-38
77.0,-30
78.0,-26
79.0,-26
80.0,-58
81.0,-61
82.0,-33
83.0,-53
84.0,-25
85.0,28
86.0,14
87.0,10
88.0,10
89.0,32
90.0,15
90.5,-37
