minute,value
1.0,-4
2.0,-1
3.0,5
4.0,10
5.0,37
6.0,47
7.0,-38
8.0,-3
9.0,42
10.0,26
11.0,16
12.0,55
13.0,53
14.0,4
15.0,6
16.0,-14
17.0,-12
18.0,-1
19.0,75
20.0,97
21.0,61
22.0,57
23.0,36
24.0,-24
25.0,-7
26.0,-7
27.0,12
28.0,-36
29.0,-24
30.0,-44
31.0,-22
32.0,-10
33.0,5
34.0,5
35.0,-96
36.0,-54
37.0,-32
38.0,-16
39.0,-8
40.0,10
41.0,9
42.0,-49
43.0,-23
44.0,-11
45.0,26
45.5,-68
46.0,-3
47.0,-18
48.0,-14
49.0,-11
50.0,-21
51.0,-64
52.0,-79
53.0,-52
54.0,32
55.0,-30
56.0,15
57.0,-5
58.0,-3
59.0,-3
60.0,-38
61.0,-20
62.0,-14
63.0,-5
64.0,-1
65.0,-12
66.0,8
67.0,18
68.0,4
69.0,32
70.0,28
71.0,18
72.0,33
73.0,20
74.0,9
75.0,66
76.0,39
77.0,21
78.0,-32
79.0,-9
80.0,43
81.0,20
82.0,15
83.0,11
84.0,35
85.0,-29
86.0,23
87.0,22
88.0,39
89.0,25
90.0,-21
90.5,-46
