minute,value
1.0,6
2.0,4
3.0,-5
4.0,2
5.0,2
6.0,2
7.0,3
8.0,4
9.0,4
10.0,-12
11.0,-18
12.0,-52
13.0,-23
14.0,-23
15.0,-8
16.0,78
17.0,43
18.0,4
19.0,4
20.0,-18
21.0,-14
22.0,-20
23.0,16
24.0,32
25.0,4
26.0,2
27.0,-34
28.0,-16
29.0,-1
30.0,7
31.0,-26
32.0,-11
33.0,-10
34.0,-15
35.0,-18
36.0,-18
37.0,-31
38.0,-8
39.0,-11
40.0,-20
41.0,-55
42.0,-44
43.0,-44
44.0,-30
45.0,36
45.5,0
46.0,-7
47.0,11
48.0,16
49.0,-26
50.0,30
51.0,18
52.0,52
53.0,29
54.0,15
55.0,5
56.0,-26
57.0,-33
58.0,-13
59.0,33
60.0,4
61.0,-11
62.0,-6
63.0,-7
64.0,-10
65.0,-33
66.0,-20
67.0,-16
68.0,-11
69.0,-5
70.0,-19
71.0,-12
72.0,-8
73.0,-6
74.0,-48
75.0,-29
76.0,-33
77.0,-22
78.0,-72
79.0,-24
80.0,-13
81.0,-42
82.0,-24
83.0,48
84.0,55
85.0,66
86.0,43
87.0,20
88.0,10
89.0,31
90.0,15
90.5,-1
