minute,value
1.0,8
2.0,48
3.0,37
4.0,84
5.0,75
6.0,47
7.0,28
8.0,9
9.0,8
10.0,14
11.0,-10
12.0,-35
13.0,-38
14.0,57
15.0,25
16.0,83
17.0,68
18.0,38
19.0,-31
20.0,77
21.0,45
22.0,35
23.0,44
24.0,49
25.0,35
26.0,72
27.0,38
28.0,37
29.0,30
30.0,49
31.0,24
32.0,-17
33.0,27
34.0,21
35.0,72
36.0,77
37.0,76
38.0,43
39.0,34
40.0,20
41.0,18
42.0,60
43.0,42
44.0,35
45.0,23
45.5,69
46.0,8
47.0,17
48.0,22
49.0,28
50.0,63
51.0,48
52.0,26
53.0,13
54.0,1
55.0,-10
56.0,15
57.0,34
58.0,27
59.0,23
60.0,21
61.0,18
62.0,95
63.0,58
64.0,36
65.0,65
66.0,40
67.0,13
68.0,38
69.0,27
70.0,18
71.0,11
72.0,30
73.0,23
74.0,47
75.0,35
76.0,31
77.0,46
78.0,19
79.0,18
80.0,20
81.0,36
82.0,29
83.0,28
84.0,59
85.0,44
86.0,35
87.0,46
88.0,26
89.0,11
90.0,56
90.5,18
