minute,value
1.0,-7
2.0,-5
3.0,6
4.0,6
5.0,-47
6.0,-29
7.0,26
8.0,1
9.0,10
10.0,72
11.0,46
12.0,30
13.0,40
14.0,33
15.0,18
16.0,13
17.0,13
18.0,-8
19.0,20
20.0,35
21.0,4
22.0,-7
23.0,-9
24.0,-13
25.0,-16
26.0,-15
27.0,44
28.0,23
29.0,-21
30.0,23
31.0,12
32.0,-6
33.0,11
34.0,17
35.0,27
36.0,55
37.0,40
38.0,24
39.0,31
40.0,3
41.0,-40
42.0,-34
43.0,-59
44.0,-42
45.0,-69
45.5,-59
46.0,1
47.0,2
48.0,2
49.0,2
50.0,2
51.0,2
52.0,2
53.0,2
54.0,40
55.0,26
56.0,12
57.0,4
58.0,-9
59.0,-17
60.0,-51
61.0,-35
62.0,-36
63.0,-25
64.0,-18
65.0,-51
66.0,-21
67.0,-15
68.0,-13
69.0,-11
70.0,-7
71.0,-8
72.0,-8
73.0,-8
74.0,-16
75.0,-12
76.0,17
77.0,4
78.0,28
79.0,15
80.0,7
81.0,-3
82.0,25
83.0,31
84.0,16
85.0,7
86.0,2
87.0,-4
88.0,-69
89.0,-52
90.0,-32
90.5,1
