minute,value
1.0,-3
2.0,16
3.0,7
4.0,-22
5.0,-11
6.0,-34
7.0,-25
8.0,-19
9.0,-10
10.0,-48
11.0,-31
12.0,-34
13.0,-26
14.0,-21
15.0,-35
16.0,-21
17.0,-94
18.0,-47
19.0,-38
20.0,-20
21.0,-8
22.0,-36
23.0,-19
24.0,-6
25.0,19
26.0,15
27.0,23
28.0,48
29.0,34
30.0,20
31.0,4
32.0,23
33.0,59
34.0,26
35.0,18
36.0,30
37.0,42
38.0,25
39.0,18
40.0,66
41.0,40
42.0,26
43.0,22
44.0,1
45.0,9
45.5,27
46.0,5
47.0,44
48.0,22
49.0,36
50.0,9
51.0,-7
52.0,6
53.0,-34
54.0,-18
55.0,-17
56.0,-68
57.0,-44
58.0,-22
59.0,-31
60.0,-21
61.0,-14
62.0,-5
63.0,-2
64.0,4
65.0,13
66.0,29
67.0,94
68.0,79
69.0,45
70.0,27
71.0,13
72.0,1
73.0,14
74.0,10
75.0,10
76.0,10
77.0,10
78.0,34
79.0,54
80.0,43
81.0,41
82.0,33
83.0,26
84.0,9
85.0,1
86.0,-3
87.0,-33
88.0,-30
89.0,-39
90.0,-11
90.5,-70
