minute,value
1.0,-1
2.0,-10
3.0,-3
4.0,6
5.0,38
6.0,26
7.0,20
8.0,16
9.0,22
10.0,30
11.0,21
12.0,39
13.0,45
14.0,29
15.0,19
16.0,-12
17.0,3
18.0,-9
19.0,-3
20.0,-2
21.0,1
22.0,3
23.0,-19
24.0,-5
25.0,-2
26.0,-70
27.0,-43
28.0,-25
29.0,-29
30.0,-34
31.0,-12
32.0,-2
33.0,5
34.0,21
35.0,21
36.0,18
37.0,17
38.0,16
39.0,8
40.0,4
41.0,9
42.0,5
43.0,24
44.0,28
45.0,58
45.5,43
46.0,7
47.0,33
48.0,25
49.0,61
50.0,49
51.0,45
52.0,37
53.0,23
54.0,14
55.0,12
56.0,-26
57.0,-9
58.0,-2
59.0,5
60.0,6
61.0,10
62.0,34
63.0,82
64.0,54
65.0,37
66.0,30
67.0,65
68.0,39
69.0,66
70.0,42
71.0,23
72.0,-32
73.0,70
74.0,48
75.0,24
76.0,14
77.0,11
78.0,3
79.0,1
80.0,2
81.0,47
82.0,29
83.0,18
84.0,-107
85.0,-61
86.0,-32
87.0,-23
88.0,-17
89.0,-6
90.0,-42
90.5,-12
