minute,value
1.0,-1
2.0,-2
3.0,21
4.0,12
5.0,6
6.0,31
7.0,18
8.0,9
9.0,18
10.0,10
11.0,-17
12.0,-6
13.0,-2
14.0,-1
15.0,2
16.0,7
17.0,11
18.0,-14
19.0,-9
20.0,-6
21.0,-57
22.0,-28
23.0,-5
24.0,10
25.0,10
26.0,9
27.0,15
28.0,17
29.0,1
30.0,10
31.0,16
32.0,36
33.0,27
34.0,31
35.0,13
36.0,4
37.0,32
38.0,16
39.0,27
40.0,15
41.0,11
42.0,15
43.0,20
44.0,61
45.0,40
45.5,-35
46.0,-3
47.0,8
48.0,-5
49.0,-6
50.0,27
51.0,22
52.0,12
53.0,-27
54.0,-15
55.0,-34
56.0,-17
57.0,-6
58.0,-28
59.0,-4
60.0,43
61.0,29
62.0,28
63.0,46
64.0,22
65.0,10
66.0,43
67.0,24
68.0,15
69.0,14
70.0,15
71.0,1
72.0,4
73.0,67
74.0,43
75.0,52
76.0,39
77.0,67
78.0,41
79.0,27
80.0,21
81.0,15
82.0,31
83.0,41
84.0,28
85.0,21
86.0,33
87.0,54
88.0,35
89.0,42
90.0,33
90.5,-36
