minute,value
1.0,2
2.0,-64
3.0,-36
4.0,-20
5.0,-12
6.0,23
7.0,25
8.0,100
9.0,58
10.0,44
11.0,44
12.0,54
13.0,23
14.0,33
15.0,62
16.0,58
17.0,37
18.0,44
19.0,32
20.0,24
21.0,59
22.0,43
23.0,64
24.0,68
25.0,55
26.0,33
27.0,26
28.0,2
29.0,9
30.0,8
31.0,34
32.0,37
33.0,31
34.0,58
35.0,46
36.0,38
37.0,32
38.0,54
39.0,40
40.0,38
41.0,28
42.0,54
43.0,76
44.0,49
45.0,44
45.5,-3
46.0,5
47.0,42
48.0,37
49.0,27
50.0,25
51.0,56
52.0,69
53.0,28
54.0,-29
55.0,10
56.0,10
57.0,37
58.0,24
59.0,17
60.0,22
61.0,26
62.0,18
63.0,16
64.0,14
65.0,34
66.0,24
67.0,100
68.0,64
69.0,50
70.0,15
71.0,65
72.0,40
73.0,32
74.0,26
75.0,83
76.0,76
77.0,90
78.0,61
79.0,38
80.0,62
81.0,43
82.0,56
83.0,41
84.0,81
85.0,98
86.0,85
87.0,56
88.0,41
89.0,61
90.0,100
90.5,75
