minute,value
1.0,6
2.0,20
3.0,27
4.0,51
5.0,38
6.0,45
7.0,54
8.0,43
9.0,31
10.0,30
11.0,39
12.0,58
13.0,39
14.0,22
15.0,41
16.0,44
17.0,26
18.0,45
19.0,56
20.0,8
21.0,15
22.0,27
23.0,27
24.0,11
25.0,-34
26.0,-13
27.0,31
28.0,20
29.0,14
30.0,13
31.0,9
32.0,7
33.0,7
34.0,13
35.0,14
36.0,12
37.0,51
38.0,34
39.0,44
40.0,60
41.0,44
42.0,37
43.0,21
44.0,19
45.0,-22
45.5,88
46.0,-3
47.0,-23
48.0,63
49.0,25
50.0,18
51.0,17
52.0,21
53.0,-17
54.0,-2
55.0,4
56.0,-27
57.0,-26
58.0,-11
59.0,24
60.0,9
61.0,-32
62.0,-5
63.0,-40
64.0,-10
65.0,-4
66.0,31
67.0,26
68.0,34
69.0,27
70.0,90
71.0,69
72.0,48
73.0,40
74.0,83
75.0,11
76.0,12
77.0,8
78.0,13
79.0,26
80.0,2
81.0,11
82.0,37
83.0,31
84.0,22
85.0,37
86.0,30
87.0,21
88.0,17
89.0,25
90.0,19
90.5,47
