name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ,sofascoreId
Charlie Taylor,,,charlie-taylor,C. Taylor,D,29,281,M,166381,"{'nameTranslation': {'ar': 'تشارلي تايلور', 'hi': 'चार्ली टेलर', 'bn': 'চার্লি টেলর'}, 'shortNameTranslation': {'ar': 'ت. تايلور', 'hi': 'सी. टेलर', 'bn': 'সি. টেলর'}}",True,miss,corner,left-foot,90,5818,418,,17.7,54.9,0,42.5,81.9,
Charlie Taylor,,,charlie-taylor,C. Taylor,D,29,281,M,166381,"{'nameTranslation': {'ar': 'تشارلي تايلور', 'hi': 'चार्ली टेलर', 'bn': 'চার্লি টেলর'}, 'shortNameTranslation': {'ar': 'ت. تايلور', 'hi': 'सी. टेलर', 'bn': 'সি. টেলর'}}",True,block,corner,left-foot,90,5800,400,,25.2,53.8,0,51.7,19.0,
Lyle Foster,,,foster-lyle,L. Foster,F,9,6277,M,901907,"{'nameTranslation': {'ar': 'فوستر، لايل', 'hi': 'फोस्टर, लाइल', 'bn': 'ফস্টার, লাইল'}, 'shortNameTranslation': {'ar': 'ل. فوستر', 'hi': 'एल. फोस्टर', 'bn': 'এল. ফস্টার'}}",True,miss,assisted,right-foot,90,5608,208,,15.8,58.5,0,45.0,62.5,
Luca Koleosho,Luca Koleosho,,luca-koleosho,L. Koleosho,M,16,1493,M,1216282,"{'nameTranslation': {'ar': 'لوكا كوليوشو', 'hi': 'लुका कोलेओशो', 'bn': 'লুকা কোলিওশো'}, 'shortNameTranslation': {'ar': 'ل. كوليوشو', 'hi': 'एल. कोलेओशो', 'bn': 'এল. কোলিওশো'}}",True,save,corner,right-foot,81,4859,2159,,20.2,30.4,0,52.5,5.7,
Sander Berge,,,sander-berge,S. Berge,M,16,2074,M,793167,"{'nameTranslation': {'ar': 'ساندر بيرج', 'hi': 'सैंडर बर्ज', 'bn': 'স্যান্ডার বার্জে'}, 'shortNameTranslation': {'ar': 'س. بيرج', 'hi': 'एस. बर्ज', 'bn': 'এস. বার্জে'}}",True,block,throw-in-set-piece,head,81,4836,2136,,7.9,41.8,0,53.7,19.0,
Jacob Bruun Larsen,,,jacob-bruun-larsen,J. B. Larsen,M,7,713,M,809276,"{'nameTranslation': {'ar': 'جاكوب برون لارسن', 'hi': 'जैकब ब्रून लार्सन', 'bn': 'জ্যাকব ব্রাউন লারসেন'}, 'shortNameTranslation': {'ar': 'ج. ب. لارسن', 'hi': 'जेबी ब्रून', 'bn': 'জে.বি. লারসেন'}}",True,block,free-kick,right-foot,80,4752,2052,,21.6,42.4,0,49.8,19.0,
Wilson Odobert,,,wilson-odobert,W. Odobert,F,28,4085,M,1142679,"{'nameTranslation': {'ar': 'ويلسون أودوبيرت', 'hi': 'विल्सन ओडोबर्ट', 'bn': 'উইলসন ওডোবার্ট'}, 'shortNameTranslation': {'ar': 'و. أودوبيرت', 'hi': 'डब्लू. ओडोबर्ट', 'bn': 'ডব্লিউ. ওডোবার্ট'}}",True,block,assisted,right-foot,78,4640,1940,,15.9,43.7,0,51.4,19.0,
Enzo Fernández,,,enzo-fernandez,E. Fernández,M,8,120510,M,974505,"{'nameTranslation': {'ar': 'إنزو فرنانديز', 'hi': 'एन्ज़ो फर्नांडीज़', 'bn': 'এনজো ফার্নান্ডেজ'}, 'shortNameTranslation': {'ar': 'إ. فرنانديز', 'hi': 'ई. फर्नांडीज़', 'bn': 'ই. ফার্নান্ডেজ'}}",False,save,assisted,right-foot,58,3469,769,,14.8,37.5,0,52.0,2.5,Enzo8
Wilson Odobert,,,wilson-odobert,W. Odobert,F,28,4085,M,1142679,"{'nameTranslation': {'ar': 'ويلسون أودوبيرت', 'hi': 'विल्सन ओडोबर्ट', 'bn': 'উইলসন ওডোবার্ট'}, 'shortNameTranslation': {'ar': 'و. أودوبيرت', 'hi': 'डब्लू. ओडोबर्ट', 'bn': 'ডব্লিউ. ওডোবার্ট'}}",True,save,assisted,right-foot,54,3239,539,,19.3,27.7,0,48.6,34.2,
Cole Palmer,,,cole-palmer,C. Palmer,M,10,368423,M,982780,"{'nameTranslation': {'ar': 'كول بالمر', 'hi': 'कोल पाल्मर', 'bn': 'কোল পামার'}, 'shortNameTranslation': {'ar': 'ك. بالمر', 'hi': 'सी. पाल्मर', 'bn': 'সি. পামার'}}",False,block,assisted,left-foot,44,2595,2595,,20.1,52.4,0,48.0,19.0,ColdPalmer
Armando Broja,,,armando-broja,A. Broja,F,27,8884,M,996985,"{'nameTranslation': {'ar': 'أرماندو برويا', 'hi': 'अरमांडो ब्रोजा', 'bn': 'আরমান্দো ব্রজা'}, 'shortNameTranslation': {'ar': 'أ. برويا', 'hi': 'ए. ब्रोजा', 'bn': 'এ. ব্রজা'}}",False,block,assisted,right-foot,44,2585,2585,,11.2,37.0,0,48.2,16.7,armando.broja
Raheem Sterling,,,raheem-sterling,R. Sterling,F,30,37771,M,138534,"{'nameTranslation': {'ar': 'رحيم ستيرلينغ', 'hi': 'रहीम स्टर्लिंग', 'bn': 'রাহিম স্টার্লিং'}, 'shortNameTranslation': {'ar': 'ر. سترلينغ', 'hi': 'आर. स्टर्लिंग', 'bn': 'আর. স্টার্লিং'}}",False,save,assisted,left-foot,37,2166,2166,,2.8,35.5,0,52.9,0.6,Sterling7
Mike Trésor,,,mike-tresor,M. Trésor,M,31,1098,M,826183,"{'nameTranslation': {'ar': 'مايك تريزور', 'hi': 'माइक ट्रेसोर', 'bn': 'মাইক ট্রেসর'}, 'shortNameTranslation': {'ar': 'م. تريزور', 'hi': 'एम. ट्रेसोर', 'bn': 'এম. ট্রেসর'}}",True,miss,assisted,right-foot,22,1269,1269,,3.9,55.5,0,97.1,33.3,
Raheem Sterling,,,raheem-sterling,R. Sterling,F,30,37771,M,138534,"{'nameTranslation': {'ar': 'رحيم ستيرلينغ', 'hi': 'रहीम स्टर्लिंग', 'bn': 'রাহিম স্টার্লিং'}, 'shortNameTranslation': {'ar': 'ر. سترلينغ', 'hi': 'आर. स्टर्लिंग', 'bn': 'আর. স্টার্লিং'}}",False,miss,assisted,right-foot,14,800,800,,20.2,37.3,0,43.7,15.3,Sterling7
Cole Palmer,,,cole-palmer,C. Palmer,M,10,368423,M,982780,"{'nameTranslation': {'ar': 'كول بالمر', 'hi': 'कोल पाल्मर', 'bn': 'কোল পামার'}, 'shortNameTranslation': {'ar': 'ك. بالمر', 'hi': 'सी. पाल्मर', 'bn': 'সি. পামার'}}",False,miss,assisted,left-foot,9,480,480,,22.8,70.5,0,60.3,65.3,ColdPalmer
