minute,value
1.0,-3
2.0,-66
3.0,-33
4.0,-60
5.0,-33
6.0,-16
7.0,-6
8.0,-7
9.0,6
10.0,10
11.0,23
12.0,17
13.0,35
14.0,61
15.0,34
16.0,64
17.0,30
18.0,12
19.0,9
20.0,6
21.0,-26
22.0,-10
23.0,-27
24.0,-18
25.0,-12
26.0,-6
27.0,-26
28.0,-15
29.0,9
30.0,20
31.0,19
32.0,20
33.0,63
34.0,37
35.0,21
36.0,8
37.0,5
38.0,-32
39.0,-11
40.0,-7
41.0,-4
42.0,-27
43.0,-38
44.0,-29
45.0,20
45.5,3
46.0,6
47.0,10
48.0,19
49.0,17
50.0,10
51.0,51
52.0,39
53.0,51
54.0,59
55.0,35
56.0,15
57.0,21
58.0,-12
59.0,-29
60.0,-12
61.0,-34
62.0,-14
63.0,25
64.0,-13
65.0,-7
66.0,-8
67.0,-8
68.0,-10
69.0,-17
70.0,-22
71.0,-14
72.0,-10
73.0,31
74.0,61
75.0,36
76.0,21
77.0,88
78.0,49
79.0,16
80.0,-19
81.0,-16
82.0,-63
83.0,-32
84.0,22
85.0,-9
86.0,-28
87.0,-5
88.0,6
89.0,-7
90.0,-9
90.5,-12
