minute,value
1.0,-1
2.0,-2
3.0,-3
4.0,-1
5.0,36
6.0,28
7.0,24
8.0,32
9.0,23
10.0,15
11.0,8
12.0,8
13.0,1
14.0,-4
15.0,-4
16.0,-41
17.0,-21
18.0,28
19.0,35
20.0,12
21.0,-20
22.0,-28
23.0,-8
24.0,-10
25.0,-40
26.0,-26
27.0,-17
28.0,-21
29.0,-47
30.0,-37
31.0,-17
32.0,49
33.0,35
34.0,30
35.0,52
36.0,34
37.0,1
38.0,-2
39.0,-2
40.0,-5
41.0,-34
42.0,-20
43.0,-31
44.0,-61
45.0,-41
45.5,29
46.0,-9
47.0,14
48.0,3
49.0,-6
50.0,-11
51.0,-2
52.0,27
53.0,14
54.0,7
55.0,2
56.0,-3
57.0,-30
58.0,-62
59.0,-96
60.0,-51
61.0,-94
62.0,-84
63.0,-45
64.0,-25
65.0,-14
66.0,19
67.0,17
68.0,11
69.0,38
70.0,-35
71.0,-11
72.0,-8
73.0,-9
74.0,-10
75.0,23
76.0,10
77.0,-8
78.0,-3
79.0,-10
80.0,-10
81.0,-49
82.0,-31
83.0,-58
84.0,-44
85.0,35
86.0,21
87.0,-15
88.0,-6
89.0,-39
90.0,-52
90.5,30
