minute,value
1.0,-13
2.0,-17
3.0,-13
4.0,-6
5.0,21
6.0,-36
7.0,-26
8.0,-21
9.0,-19
10.0,-48
11.0,-26
12.0,45
13.0,16
14.0,15
15.0,18
16.0,-24
17.0,-34
18.0,-17
19.0,27
20.0,22
21.0,-21
22.0,-4
23.0,-38
24.0,36
25.0,-8
26.0,-3
27.0,-6
28.0,-6
29.0,-21
30.0,-4
31.0,64
32.0,36
33.0,40
34.0,40
35.0,18
36.0,4
37.0,5
38.0,-6
39.0,-61
40.0,-43
41.0,-44
42.0,-26
43.0,-12
44.0,-12
45.0,88
45.5,0
46.0,14
47.0,18
48.0,37
49.0,64
50.0,34
51.0,-20
52.0,10
53.0,2
54.0,4
55.0,4
56.0,21
57.0,18
58.0,19
59.0,-22
60.0,7
61.0,25
62.0,9
63.0,1
64.0,11
65.0,5
66.0,-2
67.0,-2
68.0,3
69.0,37
70.0,21
71.0,11
72.0,5
73.0,1
74.0,-8
75.0,-6
76.0,4
77.0,-43
78.0,-27
79.0,-17
80.0,64
81.0,31
82.0,5
83.0,-4
84.0,-2
85.0,-8
86.0,-15
87.0,34
88.0,15
89.0,74
90.0,48
90.5,52
