minute,value
1.0,-1
2.0,3
3.0,4
4.0,-10
5.0,37
6.0,18
7.0,15
8.0,51
9.0,49
10.0,29
11.0,41
12.0,35
13.0,16
14.0,14
15.0,11
16.0,49
17.0,22
18.0,10
19.0,4
20.0,-30
21.0,-48
22.0,-9
23.0,-8
24.0,-13
25.0,-60
26.0,-32
27.0,56
28.0,100
29.0,64
30.0,9
31.0,21
32.0,10
33.0,3
34.0,-5
35.0,50
36.0,31
37.0,37
38.0,17
39.0,2
40.0,-10
41.0,-13
42.0,-29
43.0,-16
44.0,12
45.0,-9
45.5,-2
46.0,-7
47.0,-25
48.0,-14
49.0,-5
50.0,-3
51.0,81
52.0,100
53.0,81
54.0,58
55.0,75
56.0,41
57.0,63
58.0,24
59.0,-15
60.0,46
61.0,26
62.0,14
63.0,10
64.0,-51
65.0,38
66.0,-6
67.0,-6
68.0,10
69.0,-20
70.0,45
71.0,18
72.0,8
73.0,1
74.0,-4
75.0,-8
76.0,17
77.0,15
78.0,9
79.0,12
80.0,21
81.0,17
82.0,16
83.0,42
84.0,14
85.0,-11
86.0,-14
87.0,-20
88.0,-33
89.0,24
90.0,9
90.5,38
