minute,value
1.0,3
2.0,-6
3.0,-11
4.0,-12
5.0,-4
6.0,-4
7.0,3
8.0,1
9.0,16
10.0,15
11.0,67
12.0,55
13.0,50
14.0,39
15.0,29
16.0,99
17.0,100
18.0,73
19.0,60
20.0,52
21.0,53
22.0,30
23.0,21
24.0,29
25.0,5
26.0,8
27.0,32
28.0,42
29.0,30
30.0,22
31.0,-39
32.0,26
33.0,11
34.0,11
35.0,27
36.0,17
37.0,10
38.0,-16
39.0,-22
40.0,-48
41.0,-37
42.0,-28
43.0,-37
44.0,-21
45.0,-18
45.5,-10
46.0,5
47.0,11
48.0,-13
49.0,-19
50.0,-38
51.0,-25
52.0,-33
53.0,-21
54.0,-13
55.0,-45
56.0,-21
57.0,-6
58.0,6
59.0,28
60.0,27
61.0,22
62.0,13
63.0,6
64.0,-2
65.0,-13
66.0,-4
67.0,-10
68.0,-13
69.0,-7
70.0,5
71.0,-4
72.0,-69
73.0,-36
74.0,-21
75.0,-10
76.0,-7
77.0,-14
78.0,-10
79.0,-17
80.0,-11
81.0,-40
82.0,-23
83.0,21
84.0,6
85.0,25
86.0,31
87.0,61
88.0,32
89.0,3
90.0,-8
90.5,14
