name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,averageX,averageY,pointsCount,team,sofascoreId
Neco Williams,,,williams-neco,N. Williams,D,3,3163,M,927356,"{'nameTranslation': {'ar': 'ويليامز، نيكو', 'hi': 'विलियम्स, नेको', 'bn': 'উইলিয়ামস, নেকো'}, 'shortNameTranslation': {'ar': 'ن. ويليامز', 'hi': 'एन. विलियम्स', 'bn': 'এন. উইলিয়ামস'}}",45.226666666667,25.026666666667,15,home,
Giovanni Reyna,,,giovanni-reyna,G. Reyna,M,13,5145,M,989056,"{'nameTranslation': {'ar': 'جيوفاني رينا', 'hi': 'जियोवानी रेयना', 'bn': 'জিওভানি রেইনা'}, 'shortNameTranslation': {'ar': 'ج. رينا', 'hi': 'जी. रेयना', 'bn': 'জি রেইনা'}}",72.3,37.025,12,home,gioareyna
Andrew Omobamidele,,,andrew-omobamidele,A. Omobamidele,D,20,706,M,983066,"{'nameTranslation': {'ar': 'أندرو أوموباميديلي', 'hi': 'एंड्रयू ओमोबामिडेले', 'bn': 'অ্যান্ড্রু ওমোবামিডেলে'}, 'shortNameTranslation': {'ar': 'أ. أوموباميديلي', 'hi': 'ए. ओमोबामिडेले', 'bn': 'এ. ওমোবামিডেলে'}}",42.525,25.408333333333,12,home,
Ibrahim Sangaré,,,ibrahim-sangare,I. Sangaré,M,6,9875,M,843754,"{'nameTranslation': {'ar': 'إبراهيم سانغاري', 'hi': 'इब्राहिम संगारे', 'bn': 'ইব্রাহিম সাঙ্গারে'}, 'shortNameTranslation': {'ar': 'إ. سانغاري', 'hi': 'आई. संगारे', 'bn': 'আই. সাঙ্গারে'}}",47.433333333333,55.833333333333,12,home,ibrahim_sangare
Ryan Yates,,,ryan-yates,R. Yates,M,22,881,M,846252,"{'nameTranslation': {'ar': 'ريان ييتس', 'hi': 'रयान येट्स', 'bn': 'রায়ান ইয়েটস'}, 'shortNameTranslation': {'ar': 'ر. ييتس', 'hi': 'आर. येट्स', 'bn': 'আর. ইয়েটস'}}",69.014285714286,25.978571428571,14,home,
Anthony Elanga,,,anthony-elanga,A. Elanga,M,20,10539,M,979232,"{'nameTranslation': {'ar': 'أنتوني إلانغا', 'hi': 'एंथनी एलंगा', 'bn': 'অ্যান্টনি এলাঙ্গা'}, 'shortNameTranslation': {'ar': 'أ. إلانغا', 'hi': 'ए. एलंगा', 'bn': 'এ. এলাঙ্গা'}}",48.9625,33.853125,32,home,anthonyelanga
Chris Wood,,,chris-wood,C. Wood,F,11,7744,M,50480,"{'nameTranslation': {'ar': 'كريس وود', 'hi': 'क्रिस वुड', 'bn': 'ক্রিস উড'}, 'shortNameTranslation': {'ar': 'ك. وود', 'hi': 'सी. वुड', 'bn': 'সি. উড'}}",61.537837837838,54.435135135135,37,home,wodsy39
Matz Sels,,,matz-sels,M. Sels,G,26,2453,M,78152,"{'nameTranslation': {'ar': 'ماتس سيلس', 'hi': 'मैट्ज़ सेल्स', 'bn': 'ম্যাটজ সেলস'}, 'shortNameTranslation': {'ar': 'م. سيلس', 'hi': 'एम. सेल्स', 'bn': 'এম. সেলস'}}",9.2636363636364,47.745454545455,33,home,
Danilo,,,danilo,Danilo,M,35,4572,M,1064039,"{'nameTranslation': {'ar': 'دانيلو', 'hi': 'डेनिलो', 'bn': 'দানিলো'}, 'shortNameTranslation': {'ar': 'دانيلو', 'hi': 'डेनिलो', 'bn': 'দানিলো'}}",45.372093023256,59.462790697674,43,home,Danilo
Callum Hudson-Odoi,,,callum-hudson-odoi,C. Hudson-Odoi,M,7,9379,M,867442,"{'nameTranslation': {'ar': 'كالوم هادسون أودوي', 'hi': 'कैलम हडसन-ओडोई', 'bn': 'ক্যালাম হাডসন-ওডোই'}, 'shortNameTranslation': {'ar': 'ك. هودسون أودوي', 'hi': 'सी. हडसन-ओडोई', 'bn': 'সি. হাডসন-ওডোই'}}",65.887301587302,81.093650793651,63,home,Calteck10
