minute,value
1.0,7
2.0,14
3.0,-17
4.0,-29
5.0,-27
6.0,-18
7.0,-11
8.0,-7
9.0,-54
10.0,-42
11.0,-30
12.0,-23
13.0,-18
14.0,-12
15.0,-32
16.0,53
17.0,18
18.0,18
19.0,8
20.0,1
21.0,-23
22.0,-28
23.0,-22
24.0,-27
25.0,-17
26.0,-12
27.0,-23
28.0,-14
29.0,25
30.0,-17
31.0,-21
32.0,-62
33.0,-40
34.0,-29
35.0,-19
36.0,-45
37.0,-26
38.0,-7
39.0,-12
40.0,23
41.0,31
42.0,18
43.0,19
44.0,14
45.0,9
45.5,55
46.0,2
47.0,10
48.0,84
49.0,-55
50.0,-8
51.0,10
52.0,-6
53.0,-13
54.0,-3
55.0,-11
56.0,-7
57.0,-3
58.0,8
59.0,20
60.0,15
61.0,11
62.0,8
63.0,-16
64.0,-16
65.0,-17
66.0,-11
67.0,-24
68.0,-64
69.0,-39
70.0,-25
71.0,-69
72.0,-42
73.0,-12
74.0,-9
75.0,6
76.0,42
77.0,23
78.0,43
79.0,9
80.0,-12
81.0,-19
82.0,-23
83.0,-28
84.0,-41
85.0,-21
86.0,-9
87.0,16
88.0,9
89.0,63
90.0,38
90.5,-35
