minute,value
1.0,-4
2.0,-6
3.0,4
4.0,-41
5.0,-28
6.0,20
7.0,-15
8.0,-54
9.0,-34
10.0,-29
11.0,-22
12.0,28
13.0,19
14.0,63
15.0,73
16.0,48
17.0,63
18.0,42
19.0,27
20.0,19
21.0,19
22.0,16
23.0,7
24.0,6
25.0,6
26.0,20
27.0,17
28.0,24
29.0,21
30.0,15
31.0,19
32.0,13
33.0,9
34.0,46
35.0,26
36.0,35
37.0,26
38.0,36
39.0,35
40.0,56
41.0,30
42.0,25
43.0,2
44.0,13
45.0,30
45.5,28
46.0,1
47.0,-61
48.0,-30
49.0,-11
50.0,32
51.0,21
52.0,23
53.0,-17
54.0,-39
55.0,-18
56.0,44
57.0,31
58.0,13
59.0,7
60.0,-48
61.0,-19
62.0,-1
63.0,21
64.0,22
65.0,20
66.0,15
67.0,-31
68.0,24
69.0,27
70.0,19
71.0,15
72.0,28
73.0,25
74.0,25
75.0,56
76.0,36
77.0,26
78.0,19
79.0,27
80.0,12
81.0,7
82.0,-9
83.0,-4
84.0,-36
85.0,-13
86.0,20
87.0,55
88.0,61
89.0,48
90.0,33
90.5,27
