minute,value
1.0,0
2.0,16
3.0,28
4.0,22
5.0,20
6.0,77
7.0,52
8.0,37
9.0,45
10.0,38
11.0,22
12.0,14
13.0,6
14.0,3
15.0,22
16.0,20
17.0,53
18.0,28
19.0,56
20.0,15
21.0,-37
22.0,-21
23.0,26
24.0,9
25.0,32
26.0,26
27.0,45
28.0,29
29.0,100
30.0,66
31.0,39
32.0,48
33.0,31
34.0,1
35.0,6
36.0,31
37.0,20
38.0,34
39.0,24
40.0,37
41.0,64
42.0,44
43.0,53
44.0,38
45.0,26
45.5,-16
46.0,7
47.0,63
48.0,46
49.0,25
50.0,1
51.0,-4
52.0,-16
53.0,22
54.0,47
55.0,57
56.0,42
57.0,41
58.0,36
59.0,17
60.0,13
61.0,-22
62.0,-6
63.0,-1
64.0,-2
65.0,14
66.0,15
67.0,12
68.0,13
69.0,62
70.0,35
71.0,18
72.0,31
73.0,18
74.0,7
75.0,5
76.0,47
77.0,38
78.0,23
79.0,44
80.0,26
81.0,13
82.0,29
83.0,14
84.0,3
85.0,9
86.0,16
87.0,-11
88.0,-1
89.0,-2
90.0,29
90.5,8
