match_id,season_id,matchday,date,time,home_team,away_team,home_score,away_score,result,goal_diff
2017_25_PAKS_DVSC,2017,25,2018-04-07,11:00,Paksi FC,Debreceni VSC,2,5,A,-3
2017_25_FEHERVAR_UJPEST,2017,25,2018-04-07,13:30,Fehérvár FC,Újpest FC,3,0,H,3
2017_26_PAKS_HALADAS,2017,26,2018-04-14,11:00,Paksi FC,Szombathelyi Haladás,1,2,A,-1
2017_26_UJPEST_VASAS,2017,26,2018-04-14,11:00,Újpest FC,Vasas FC,4,2,H,2
2017_26_MEZOKOVESD_FEHERVAR,2017,26,2018-04-14,11:00,Mezőkövesd Zsóry FC,Fehérvár FC,0,0,D,0
2017_26_PUSKAS_HONVED,2017,26,2018-04-14,11:00,Puskás Akadémia FC,Kispest–Honvéd FC,1,1,D,0
2017_26_BALMAZ_DVTK,2017,26,2018-04-14,11:00,Balmazújváros FC,Diósgyőri VTK,2,1,H,1
2017_26_DVSC_FTC,2017,26,2018-04-14,13:30,Debreceni VSC,Ferencvárosi TC,1,1,D,0
2017_27_VASAS_MEZOKOVESD,2017,27,2018-04-21,11:00,Vasas FC,Mezőkövesd Zsóry FC,0,0,D,0
2017_27_FTC_PAKS,2017,27,2018-04-21,11:00,Ferencvárosi TC,Paksi FC,2,2,D,0
2017_27_HONVED_UJPEST,2017,27,2018-04-21,11:00,Kispest–Honvéd FC,Újpest FC,0,0,D,0
2017_27_DVTK_PUSKAS,2017,27,2018-04-21,11:00,Diósgyőri VTK,Puskás Akadémia FC,0,1,A,-1
2017_27_HALADAS_BALMAZ,2017,27,2018-04-21,11:00,Szombathelyi Haladás,Balmazújváros FC,0,0,D,0
2017_27_FEHERVAR_DVSC,2017,27,2018-04-21,13:30,Fehérvár FC,Debreceni VSC,1,0,H,1
2017_28_PAKS_FEHERVAR,2017,28,2018-04-28,11:00,Paksi FC,Fehérvár FC,1,0,H,1
2017_28_DVSC_VASAS,2017,28,2018-04-28,11:00,Debreceni VSC,Vasas FC,2,3,A,-1
2017_28_UJPEST_DVTK,2017,28,2018-04-28,11:00,Újpest FC,Diósgyőri VTK,1,0,H,1
2017_28_MEZOKOVESD_HONVED,2017,28,2018-04-28,11:00,Mezőkövesd Zsóry FC,Kispest–Honvéd FC,1,2,A,-1
2017_28_PUSKAS_BALMAZ,2017,28,2018-04-28,11:00,Puskás Akadémia FC,Balmazújváros FC,3,1,H,2
2017_28_FTC_HALADAS,2017,28,2018-04-28,13:30,Ferencvárosi TC,Szombathelyi Haladás,2,1,H,1
2017_29_HONVED_DVSC,2017,29,2018-05-05,11:00,Kispest–Honvéd FC,Debreceni VSC,1,3,A,-2
2017_29_DVTK_MEZOKOVESD,2017,29,2018-05-05,11:00,Diósgyőri VTK,Mezőkövesd Zsóry FC,0,1,A,-1
2017_29_VASAS_PAKS,2017,29,2018-05-05,11:00,Vasas FC,Paksi FC,0,1,A,-1
2017_29_HALADAS_PUSKAS,2017,29,2018-05-05,11:00,Szombathelyi Haladás,Puskás Akadémia FC,3,2,H,1
2017_29_BALMAZ_UJPEST,2017,29,2018-05-05,11:00,Balmazújváros FC,Újpest FC,1,1,D,0
2017_29_FEHERVAR_FTC,2017,29,2018-05-05,13:30,Fehérvár FC,Ferencvárosi TC,0,0,D,0
2017_30_FEHERVAR_HALADAS,2017,30,2018-05-12,11:00,Fehérvár FC,Szombathelyi Haladás,3,0,H,3
2017_30_MEZOKOVESD_BALMAZ,2017,30,2018-05-12,11:00,Mezőkövesd Zsóry FC,Balmazújváros FC,1,0,H,1
2017_30_DVSC_DVTK,2017,30,2018-05-12,11:00,Debreceni VSC,Diósgyőri VTK,2,1,H,1
2017_30_PAKS_HONVED,2017,30,2018-05-12,11:00,Paksi FC,Kispest–Honvéd FC,1,2,A,-1
2017_30_UJPEST_PUSKAS,2017,30,2018-05-12,11:00,Újpest FC,Puskás Akadémia FC,0,1,A,-1
2017_30_FTC_VASAS,2017,30,2018-05-12,13:30,Ferencvárosi TC,Vasas FC,1,1,D,0
2017_31_PUSKAS_MEZOKOVESD,2017,31,2018-05-19,11:00,Puskás Akadémia FC,Mezőkövesd Zsóry FC,1,2,A,-1
2017_31_BALMAZ_DVSC,2017,31,2018-05-19,11:00,Balmazújváros FC,Debreceni VSC,4,0,H,4
2017_31_VASAS_FEHERVAR,2017,31,2018-05-19,11:00,Vasas FC,Fehérvár FC,0,3,A,-3
2017_31_DVTK_PAKS,2017,31,2018-05-19,11:00,Diósgyőri VTK,Paksi FC,1,0,H,1
2017_31_HALADAS_UJPEST,2017,31,2018-05-19,11:00,Szombathelyi Haladás,Újpest FC,1,1,D,0
2017_31_HONVED_FTC,2017,31,2018-05-19,13:30,Kispest–Honvéd FC,Ferencvárosi TC,1,1,D,0
2017_32_VASAS_HALADAS,2017,32,2018-05-27,11:00,Vasas FC,Szombathelyi Haladás,1,0,H,1
2017_32_DVSC_PUSKAS,2017,32,2018-05-27,11:00,Debreceni VSC,Puskás Akadémia FC,1,1,D,0
2017_32_PAKS_BALMAZ,2017,32,2018-05-27,11:00,Paksi FC,Balmazújváros FC,0,1,A,-1
2017_32_MEZOKOVESD_UJPEST,2017,32,2018-05-27,11:00,Mezőkövesd Zsóry FC,Újpest FC,0,1,A,-1
2017_32_FTC_DVTK,2017,32,2018-05-27,11:30,Ferencvárosi TC,Diósgyőri VTK,4,0,H,4
2017_32_FEHERVAR_HONVED,2017,32,2018-05-27,13:30,Fehérvár FC,Kispest–Honvéd FC,2,0,H,2
2017_33_HONVED_VASAS,2017,33,2018-06-02,13:00,Kispest–Honvéd FC,Vasas FC,3,1,H,2
2017_33_UJPEST_DVSC,2017,33,2018-06-02,13:00,Újpest FC,Debreceni VSC,2,1,H,1
2017_33_PUSKAS_PAKS,2017,33,2018-06-02,13:00,Puskás Akadémia FC,Paksi FC,1,0,H,1
2017_33_DVTK_FEHERVAR,2017,33,2018-06-02,13:00,Diósgyőri VTK,Fehérvár FC,2,1,H,1
2017_33_HALADAS_MEZOKOVESD,2017,33,2018-06-02,13:00,Szombathelyi Haladás,Mezőkövesd Zsóry FC,1,0,H,1
2017_33_BALMAZ_FTC,2017,33,2018-06-02,13:00,Balmazújváros FC,Ferencvárosi TC,3,3,D,0
2018_1_PUSKAS_DVSC,2018,1,2018-07-21,11:00,Puskás Akadémia FC,Debreceni VSC,0,1,A,-1
2018_1_HONVED_HALADAS,2018,1,2018-07-21,14:15,Kispest–Honvéd FC,Szombathelyi Haladás,3,2,H,1
2018_1_FEHERVAR_KISVARDA,2018,1,2018-07-21,14:15,Fehérvár FC,Kisvárda FC,4,0,H,4
2018_1_MEZOKOVESD_PAKS,2018,1,2018-07-21,14:15,Mezőkövesd Zsóry FC,Paksi FC,3,1,H,2
2018_1_FTC_DVTK,2018,1,2018-07-22,11:30,Ferencvárosi TC,Diósgyőri VTK,4,1,H,3
2018_1_UJPEST_MTK,2018,1,2018-07-22,13:30,Újpest FC,MTK Budapest,0,2,A,-2
2018_2_DVTK_PUSKAS,2018,2,2018-07-28,11:00,Diósgyőri VTK,Puskás Akadémia FC,2,2,D,0
2018_2_FEHERVAR_PAKS,2018,2,2018-07-28,13:30,Fehérvár FC,Paksi FC,1,1,D,0
2018_2_DVSC_MEZOKOVESD,2018,2,2018-07-28,13:30,Debreceni VSC,Mezőkövesd Zsóry FC,1,1,D,0
2018_2_HONVED_KISVARDA,2018,2,2018-07-29,12:00,Kispest–Honvéd FC,Kisvárda FC,4,0,H,4
2018_2_HALADAS_UJPEST,2018,2,2018-07-29,12:00,Szombathelyi Haladás,Újpest FC,2,2,D,0
2018_2_MTK_FTC,2018,2,2018-07-29,12:00,MTK Budapest,Ferencvárosi TC,1,4,A,-3
2018_3_PUSKAS_MTK,2018,3,2018-08-04,11:00,Puskás Akadémia FC,MTK Budapest,1,2,A,-1
2018_3_DVSC_DVTK,2018,3,2018-08-04,12:00,Debreceni VSC,Diósgyőri VTK,2,0,H,2
2018_3_FTC_HALADAS,2018,3,2018-08-04,14:15,Ferencvárosi TC,Szombathelyi Haladás,3,1,H,2
2018_3_UJPEST_KISVARDA,2018,3,2018-08-05,12:00,Újpest FC,Kisvárda FC,1,0,H,1
2018_3_HONVED_PAKS,2018,3,2018-08-05,12:00,Kispest–Honvéd FC,Paksi FC,1,0,H,1
2018_3_FEHERVAR_MEZOKOVESD,2018,3,2018-09-26,14:00,Fehérvár FC,Mezőkövesd Zsóry FC,3,1,H,2
2018_4_FEHERVAR_DVSC,2018,4,2018-08-10,14:00,Fehérvár FC,Debreceni VSC,1,1,D,0
2018_4_KISVARDA_FTC,2018,4,2018-08-11,13:30,Kisvárda FC,Ferencvárosi TC,0,2,A,-2
2018_4_HALADAS_PUSKAS,2018,4,2018-08-11,13:30,Szombathelyi Haladás,Puskás Akadémia FC,2,1,H,1
2018_4_MTK_DVTK,2018,4,2018-08-11,13:30,MTK Budapest,Diósgyőri VTK,1,0,H,1
2018_4_PAKS_UJPEST,2018,4,2018-08-12,11:00,Paksi FC,Újpest FC,1,1,D,0
2018_4_MEZOKOVESD_HONVED,2018,4,2018-08-12,13:00,Mezőkövesd Zsóry FC,Kispest–Honvéd FC,0,1,A,-1
2018_5_DVSC_MTK,2018,5,2018-08-17,14:00,Debreceni VSC,MTK Budapest,3,3,D,0
2018_5_FTC_PAKS,2018,5,2018-08-18,11:00,Ferencvárosi TC,Paksi FC,1,1,D,0
2018_5_PUSKAS_KISVARDA,2018,5,2018-08-18,13:30,Puskás Akadémia FC,Kisvárda FC,1,1,D,0
2018_5_UJPEST_MEZOKOVESD,2018,5,2018-08-18,13:30,Újpest FC,Mezőkövesd Zsóry FC,1,1,D,0
2018_5_HONVED_FEHERVAR,2018,5,2018-08-18,13:30,Kispest–Honvéd FC,Fehérvár FC,0,3,A,-3
2018_5_DVTK_HALADAS,2018,5,2018-08-18,13:30,Diósgyőri VTK,Szombathelyi Haladás,1,0,H,1
2018_6_HONVED_DVSC,2018,6,2018-08-25,11:00,Kispest–Honvéd FC,Debreceni VSC,3,0,H,3
2018_6_MEZOKOVESD_FTC,2018,6,2018-08-25,13:30,Mezőkövesd Zsóry FC,Ferencvárosi TC,0,1,A,-1
2018_6_PAKS_PUSKAS,2018,6,2018-08-25,13:30,Paksi FC,Puskás Akadémia FC,3,2,H,1
2018_6_KISVARDA_DVTK,2018,6,2018-08-25,13:30,Kisvárda FC,Diósgyőri VTK,1,1,D,0
2018_6_HALADAS_MTK,2018,6,2018-08-25,14:45,Szombathelyi Haladás,MTK Budapest,1,2,A,-1
2018_6_FEHERVAR_UJPEST,2018,6,2018-11-21,13:00,Fehérvár FC,Újpest FC,1,0,H,1
2018_7_DVSC_HALADAS,2018,7,2018-09-01,11:00,Debreceni VSC,Szombathelyi Haladás,1,1,D,0
2018_7_MEZOKOVESD_PUSKAS,2018,7,2018-09-01,13:30,Mezőkövesd Zsóry FC,Puskás Akadémia FC,2,0,H,2
2018_7_UJPEST_HONVED,2018,7,2018-09-01,13:30,Újpest FC,Kispest–Honvéd FC,0,0,D,0
2018_7_MTK_KISVARDA,2018,7,2018-09-01,13:30,MTK Budapest,Kisvárda FC,0,1,A,-1
2018_7_DVTK_PAKS,2018,7,2018-09-01,13:30,Diósgyőri VTK,Paksi FC,0,0,D,0
2018_7_FTC_FEHERVAR,2018,7,2018-09-02,12:00,Ferencvárosi TC,Fehérvár FC,2,2,D,0
2018_8_UJPEST_DVSC,2018,8,2018-09-15,11:00,Újpest FC,Debreceni VSC,1,0,H,1
2018_8_PUSKAS_FEHERVAR,2018,8,2018-09-15,11:00,Puskás Akadémia FC,Fehérvár FC,2,1,H,1
2018_8_MEZOKOVESD_DVTK,2018,8,2018-09-15,11:00,Mezőkövesd Zsóry FC,Diósgyőri VTK,4,2,H,2
2018_8_PAKS_MTK,2018,8,2018-09-15,11:00,Paksi FC,MTK Budapest,3,0,H,3
2018_8_KISVARDA_HALADAS,2018,8,2018-09-15,11:00,Kisvárda FC,Szombathelyi Haladás,4,1,H,3
2018_8_HONVED_FTC,2018,8,2018-09-15,13:30,Kispest–Honvéd FC,Ferencvárosi TC,0,1,A,-1
2018_9_PUSKAS_HONVED,2018,9,2018-09-29,11:00,Puskás Akadémia FC,Kispest–Honvéd FC,1,0,H,1
2018_9_HALADAS_PAKS,2018,9,2018-09-29,11:00,Szombathelyi Haladás,Paksi FC,1,2,A,-1
2018_9_MTK_MEZOKOVESD,2018,9,2018-09-29,11:00,MTK Budapest,Mezőkövesd Zsóry FC,2,2,D,0
2018_9_DVSC_KISVARDA,2018,9,2018-09-29,11:00,Debreceni VSC,Kisvárda FC,3,1,H,2
2018_9_FTC_UJPEST,2018,9,2018-09-29,13:30,Ferencvárosi TC,Újpest FC,1,0,H,1
2018_9_DVTK_FEHERVAR,2018,9,2018-09-30,12:00,Diósgyőri VTK,Fehérvár FC,0,1,A,-1
2018_10_HONVED_DVTK,2018,10,2018-10-06,08:45,Kispest–Honvéd FC,Diósgyőri VTK,1,0,H,1
2018_10_UJPEST_PUSKAS,2018,10,2018-10-06,11:00,Újpest FC,Puskás Akadémia FC,2,0,H,2
2018_10_MEZOKOVESD_HALADAS,2018,10,2018-10-06,11:00,Mezőkövesd Zsóry FC,Szombathelyi Haladás,2,0,H,2
2018_10_PAKS_KISVARDA,2018,10,2018-10-06,11:00,Paksi FC,Kisvárda FC,4,1,H,3
2018_10_FTC_DVSC,2018,10,2018-10-06,13:30,Ferencvárosi TC,Debreceni VSC,2,2,D,0
2018_10_FEHERVAR_MTK,2018,10,2018-10-07,12:00,Fehérvár FC,MTK Budapest,0,3,A,-3
2018_11_KISVARDA_MEZOKOVESD,2018,11,2018-10-20,11:00,Kisvárda FC,Mezőkövesd Zsóry FC,1,2,A,-1
2018_11_HALADAS_FEHERVAR,2018,11,2018-10-20,11:00,Szombathelyi Haladás,Fehérvár FC,0,2,A,-2
2018_11_MTK_HONVED,2018,11,2018-10-20,11:00,MTK Budapest,Kispest–Honvéd FC,1,1,D,0
2018_11_DVTK_UJPEST,2018,11,2018-10-20,11:00,Diósgyőri VTK,Újpest FC,1,2,A,-1
2018_11_DVSC_PAKS,2018,11,2018-10-20,11:00,Debreceni VSC,Paksi FC,2,1,H,1
2018_11_PUSKAS_FTC,2018,11,2018-10-20,13:30,Puskás Akadémia FC,Ferencvárosi TC,1,0,H,1
2018_12_MTK_UJPEST,2018,12,2018-10-27,08:30,MTK Budapest,Újpest FC,1,0,H,1
2018_12_DVSC_PUSKAS,2018,12,2018-10-27,11:00,Debreceni VSC,Puskás Akadémia FC,2,1,H,1
2018_12_DVTK_FTC,2018,12,2018-10-27,11:00,Diósgyőri VTK,Ferencvárosi TC,1,4,A,-3
2018_12_HALADAS_HONVED,2018,12,2018-10-27,11:00,Szombathelyi Haladás,Kispest–Honvéd FC,0,1,A,-1
2018_12_PAKS_MEZOKOVESD,2018,12,2018-10-27,11:00,Paksi FC,Mezőkövesd Zsóry FC,2,1,H,1
2018_12_KISVARDA_FEHERVAR,2018,12,2018-10-28,12:00,Kisvárda FC,Fehérvár FC,2,2,D,0
2018_13_PAKS_FEHERVAR,2018,13,2018-11-03,12:00,Paksi FC,Fehérvár FC,0,4,A,-4
2018_13_KISVARDA_HONVED,2018,13,2018-11-03,12:00,Kisvárda FC,Kispest–Honvéd FC,0,3,A,-3
2018_13_UJPEST_HALADAS,2018,13,2018-11-03,12:00,Újpest FC,Szombathelyi Haladás,2,0,H,2
2018_13_PUSKAS_DVTK,2018,13,2018-11-03,12:00,Puskás Akadémia FC,Diósgyőri VTK,2,1,H,1
2018_13_MEZOKOVESD_DVSC,2018,13,2018-11-03,12:00,Mezőkövesd Zsóry FC,Debreceni VSC,2,2,D,0
2018_13_FTC_MTK,2018,13,2018-11-03,14:30,Ferencvárosi TC,MTK Budapest,2,0,H,2
2018_14_DVTK_DVSC,2018,14,2018-11-10,08:30,Diósgyőri VTK,Debreceni VSC,1,0,H,1
2018_14_MTK_PUSKAS,2018,14,2018-11-10,11:00,MTK Budapest,Puskás Akadémia FC,3,2,H,1
2018_14_KISVARDA_UJPEST,2018,14,2018-11-10,11:00,Kisvárda FC,Újpest FC,1,4,A,-3
2018_14_PAKS_HONVED,2018,14,2018-11-10,11:00,Paksi FC,Kispest–Honvéd FC,0,0,D,0
2018_14_HALADAS_FTC,2018,14,2018-11-10,13:30,Szombathelyi Haladás,Ferencvárosi TC,1,0,H,1
2018_14_MEZOKOVESD_FEHERVAR,2018,14,2018-11-11,09:30,Mezőkövesd Zsóry FC,Fehérvár FC,1,0,H,1
2018_15_HONVED_MEZOKOVESD,2018,15,2018-11-24,11:00,Kispest–Honvéd FC,Mezőkövesd Zsóry FC,1,1,D,0
2018_15_UJPEST_PAKS,2018,15,2018-11-24,11:00,Újpest FC,Paksi FC,1,1,D,0
2018_15_FTC_KISVARDA,2018,15,2018-11-24,11:00,Ferencvárosi TC,Kisvárda FC,2,0,H,2
2018_15_PUSKAS_HALADAS,2018,15,2018-11-24,11:00,Puskás Akadémia FC,Szombathelyi Haladás,2,0,H,2
2018_15_DVTK_MTK,2018,15,2018-11-24,13:30,Diósgyőri VTK,MTK Budapest,3,2,H,1
2018_15_DVSC_FEHERVAR,2018,15,2018-11-25,11:00,Debreceni VSC,Fehérvár FC,0,1,A,-1
2018_16_KISVARDA_PUSKAS,2018,16,2018-12-01,11:00,Kisvárda FC,Puskás Akadémia FC,1,0,H,1
2018_16_MEZOKOVESD_UJPEST,2018,16,2018-12-01,11:00,Mezőkövesd Zsóry FC,Újpest FC,0,0,D,0
2018_16_HALADAS_DVTK,2018,16,2018-12-01,11:00,Szombathelyi Haladás,Diósgyőri VTK,1,1,D,0
2018_16_MTK_DVSC,2018,16,2018-12-01,11:00,MTK Budapest,Debreceni VSC,0,1,A,-1
2018_16_PAKS_FTC,2018,16,2018-12-01,13:30,Paksi FC,Ferencvárosi TC,0,3,A,-3
2018_16_FEHERVAR_HONVED,2018,16,2018-12-02,12:00,Fehérvár FC,Kispest–Honvéd FC,2,0,H,2
2018_17_DVSC_HONVED,2018,17,2018-12-08,11:00,Debreceni VSC,Kispest–Honvéd FC,2,0,H,2
2018_17_FTC_MEZOKOVESD,2018,17,2018-12-08,11:00,Ferencvárosi TC,Mezőkövesd Zsóry FC,3,2,H,1
2018_17_PUSKAS_PAKS,2018,17,2018-12-08,11:00,Puskás Akadémia FC,Paksi FC,1,1,D,0
2018_17_DVTK_KISVARDA,2018,17,2018-12-08,11:00,Diósgyőri VTK,Kisvárda FC,1,1,D,0
2018_17_MTK_HALADAS,2018,17,2018-12-08,11:00,MTK Budapest,Szombathelyi Haladás,4,0,H,4
2018_17_UJPEST_FEHERVAR,2018,17,2018-12-08,13:30,Újpest FC,Fehérvár FC,2,0,H,2
2018_18_PUSKAS_MEZOKOVESD,2018,18,2018-12-15,11:00,Puskás Akadémia FC,Mezőkövesd Zsóry FC,2,0,H,2
2018_18_KISVARDA_MTK,2018,18,2018-12-15,11:00,Kisvárda FC,MTK Budapest,1,0,H,1
2018_18_PAKS_DVTK,2018,18,2018-12-15,11:00,Paksi FC,Diósgyőri VTK,1,2,A,-1
2018_18_HALADAS_DVSC,2018,18,2018-12-15,11:00,Szombathelyi Haladás,Debreceni VSC,0,2,A,-2
2018_18_HONVED_UJPEST,2018,18,2018-12-15,13:30,Kispest–Honvéd FC,Újpest FC,2,2,D,0
2018_18_FEHERVAR_FTC,2018,18,2018-12-16,14:15,Fehérvár FC,Ferencvárosi TC,2,1,H,1
2018_19_MTK_PAKS,2018,19,2019-02-02,08:00,MTK Budapest,Paksi FC,1,2,A,-1
2018_19_DVSC_UJPEST,2018,19,2019-02-02,11:00,Debreceni VSC,Újpest FC,0,0,D,0
2018_19_FEHERVAR_PUSKAS,2018,19,2019-02-02,11:00,Fehérvár FC,Puskás Akadémia FC,0,3,A,-3
2018_19_DVTK_MEZOKOVESD,2018,19,2019-02-02,11:00,Diósgyőri VTK,Mezőkövesd Zsóry FC,1,1,D,0
2018_19_HALADAS_KISVARDA,2018,19,2019-02-02,11:00,Szombathelyi Haladás,Kisvárda FC,0,1,A,-1
2018_19_FTC_HONVED,2018,19,2019-02-02,13:30,Ferencvárosi TC,Kispest–Honvéd FC,1,0,H,1
2018_20_HONVED_PUSKAS,2018,20,2019-02-09,11:00,Kispest–Honvéd FC,Puskás Akadémia FC,2,1,H,1
2018_20_PAKS_HALADAS,2018,20,2019-02-09,11:00,Paksi FC,Szombathelyi Haladás,1,1,D,0
2018_20_MEZOKOVESD_MTK,2018,20,2019-02-09,11:00,Mezőkövesd Zsóry FC,MTK Budapest,2,3,A,-1
2018_20_FEHERVAR_DVTK,2018,20,2019-02-09,11:00,Fehérvár FC,Diósgyőri VTK,1,2,A,-1
2018_20_KISVARDA_DVSC,2018,20,2019-02-09,11:00,Kisvárda FC,Debreceni VSC,3,0,H,3
2018_20_UJPEST_FTC,2018,20,2019-02-09,13:30,Újpest FC,Ferencvárosi TC,1,1,D,0
2018_21_DVSC_FTC,2018,21,2019-02-16,08:00,Debreceni VSC,Ferencvárosi TC,2,1,H,1
2018_21_PUSKAS_UJPEST,2018,21,2019-02-16,11:00,Puskás Akadémia FC,Újpest FC,0,1,A,-1
2018_21_DVTK_HONVED,2018,21,2019-02-16,11:00,Diósgyőri VTK,Kispest–Honvéd FC,2,1,H,1
2018_21_HALADAS_MEZOKOVESD,2018,21,2019-02-16,11:00,Szombathelyi Haladás,Mezőkövesd Zsóry FC,1,2,A,-1
2018_21_KISVARDA_PAKS,2018,21,2019-02-16,11:00,Kisvárda FC,Paksi FC,0,0,D,0
2018_21_MTK_FEHERVAR,2018,21,2019-02-16,13:30,MTK Budapest,Fehérvár FC,1,3,A,-2
2018_22_FTC_PUSKAS,2018,22,2019-02-23,11:00,Ferencvárosi TC,Puskás Akadémia FC,4,0,H,4
2018_22_MEZOKOVESD_KISVARDA,2018,22,2019-02-23,11:00,Mezőkövesd Zsóry FC,Kisvárda FC,2,2,D,0
2018_22_FEHERVAR_HALADAS,2018,22,2019-02-23,11:00,Fehérvár FC,Szombathelyi Haladás,1,0,H,1
2018_22_UJPEST_DVTK,2018,22,2019-02-23,11:00,Újpest FC,Diósgyőri VTK,5,0,H,5
2018_22_PAKS_DVSC,2018,22,2019-02-23,11:00,Paksi FC,Debreceni VSC,2,1,H,1
2018_22_HONVED_MTK,2018,22,2019-02-23,13:30,Kispest–Honvéd FC,MTK Budapest,2,1,H,1
2018_23_PUSKAS_DVSC,2018,23,2019-03-02,11:00,Puskás Akadémia FC,Debreceni VSC,2,0,H,2
2018_23_UJPEST_MTK,2018,23,2019-03-02,11:00,Újpest FC,MTK Budapest,0,0,D,0
2018_23_HONVED_HALADAS,2018,23,2019-03-02,11:00,Kispest–Honvéd FC,Szombathelyi Haladás,1,3,A,-2
2018_23_FEHERVAR_KISVARDA,2018,23,2019-03-02,11:00,Fehérvár FC,Kisvárda FC,2,1,H,1
2018_23_MEZOKOVESD_PAKS,2018,23,2019-03-02,11:00,Mezőkövesd Zsóry FC,Paksi FC,2,0,H,2
2018_23_FTC_DVTK,2018,23,2019-03-02,13:30,Ferencvárosi TC,Diósgyőri VTK,7,0,H,7
2018_24_PAKS_FEHERVAR,2018,24,2019-03-09,11:00,Paksi FC,Fehérvár FC,2,2,D,0
2018_24_KISVARDA_HONVED,2018,24,2019-03-09,11:00,Kisvárda FC,Kispest–Honvéd FC,1,1,D,0
2018_24_HALADAS_UJPEST,2018,24,2019-03-09,11:00,Szombathelyi Haladás,Újpest FC,3,2,H,1
2018_24_DVTK_PUSKAS,2018,24,2019-03-09,11:00,Diósgyőri VTK,Puskás Akadémia FC,1,0,H,1
2018_24_DVSC_MEZOKOVESD,2018,24,2019-03-09,11:00,Debreceni VSC,Mezőkövesd Zsóry FC,1,0,H,1
2018_24_MTK_FTC,2018,24,2019-03-09,13:30,MTK Budapest,Ferencvárosi TC,1,3,A,-2
2018_25_PUSKAS_MTK,2018,25,2019-03-16,12:00,Puskás Akadémia FC,MTK Budapest,3,2,H,1
2018_25_FTC_HALADAS,2018,25,2019-03-16,12:00,Ferencvárosi TC,Szombathelyi Haladás,2,0,H,2
2018_25_UJPEST_KISVARDA,2018,25,2019-03-16,12:00,Újpest FC,Kisvárda FC,1,0,H,1
2018_25_HONVED_PAKS,2018,25,2019-03-16,12:00,Kispest–Honvéd FC,Paksi FC,3,0,H,3
2018_25_FEHERVAR_MEZOKOVESD,2018,25,2019-03-16,12:00,Fehérvár FC,Mezőkövesd Zsóry FC,1,0,H,1
2018_25_DVSC_DVTK,2018,25,2019-03-16,14:30,Debreceni VSC,Diósgyőri VTK,1,0,H,1
2018_26_MEZOKOVESD_HONVED,2018,26,2019-03-30,08:45,Mezőkövesd Zsóry FC,Kispest–Honvéd FC,3,1,H,2
2018_26_PAKS_UJPEST,2018,26,2019-03-30,12:00,Paksi FC,Újpest FC,0,2,A,-2
2018_26_KISVARDA_FTC,2018,26,2019-03-30,12:00,Kisvárda FC,Ferencvárosi TC,0,1,A,-1
2018_26_HALADAS_PUSKAS,2018,26,2019-03-30,12:00,Szombathelyi Haladás,Puskás Akadémia FC,3,0,H,3
2018_26_MTK_DVTK,2018,26,2019-03-30,12:00,MTK Budapest,Diósgyőri VTK,2,1,H,1
2018_26_FEHERVAR_DVSC,2018,26,2019-03-30,14:30,Fehérvár FC,Debreceni VSC,2,1,H,1
2018_27_PUSKAS_KISVARDA,2018,27,2019-04-06,11:00,Puskás Akadémia FC,Kisvárda FC,0,4,A,-4
2018_27_FTC_PAKS,2018,27,2019-04-06,11:00,Ferencvárosi TC,Paksi FC,3,0,H,3
2018_27_UJPEST_MEZOKOVESD,2018,27,2019-04-06,11:00,Újpest FC,Mezőkövesd Zsóry FC,2,1,H,1
2018_27_DVTK_HALADAS,2018,27,2019-04-06,11:00,Diósgyőri VTK,Szombathelyi Haladás,0,1,A,-1
2018_27_DVSC_MTK,2018,27,2019-04-06,11:00,Debreceni VSC,MTK Budapest,3,1,H,2
2018_27_HONVED_FEHERVAR,2018,27,2019-04-06,13:30,Kispest–Honvéd FC,Fehérvár FC,0,1,A,-1
2018_28_HONVED_DVSC,2018,28,2019-04-13,11:00,Kispest–Honvéd FC,Debreceni VSC,1,1,D,0
2018_28_MEZOKOVESD_FTC,2018,28,2019-04-13,11:00,Mezőkövesd Zsóry FC,Ferencvárosi TC,1,2,A,-1
2018_28_PAKS_PUSKAS,2018,28,2019-04-13,11:00,Paksi FC,Puskás Akadémia FC,0,0,D,0
2018_28_KISVARDA_DVTK,2018,28,2019-04-13,11:00,Kisvárda FC,Diósgyőri VTK,1,1,D,0
2018_28_HALADAS_MTK,2018,28,2019-04-13,11:00,Szombathelyi Haladás,MTK Budapest,1,0,H,1
2018_28_FEHERVAR_UJPEST,2018,28,2019-04-13,13:30,Fehérvár FC,Újpest FC,2,1,H,1
2018_29_PUSKAS_MEZOKOVESD,2018,29,2019-04-20,11:00,Puskás Akadémia FC,Mezőkövesd Zsóry FC,1,0,H,1
2018_29_UJPEST_HONVED,2018,29,2019-04-20,11:00,Újpest FC,Kispest–Honvéd FC,0,0,D,0
2018_29_MTK_KISVARDA,2018,29,2019-04-20,11:00,MTK Budapest,Kisvárda FC,0,1,A,-1
2018_29_DVTK_PAKS,2018,29,2019-04-20,11:00,Diósgyőri VTK,Paksi FC,1,0,H,1
2018_29_DVSC_HALADAS,2018,29,2019-04-20,11:00,Debreceni VSC,Szombathelyi Haladás,2,1,H,1
2018_29_FTC_FEHERVAR,2018,29,2019-04-20,13:30,Ferencvárosi TC,Fehérvár FC,4,1,H,3
2018_30_UJPEST_DVSC,2018,30,2019-04-27,11:00,Újpest FC,Debreceni VSC,1,1,D,0
