match_id,season_id,matchday,date,time,home_team,away_team,home_score,away_score,result,goal_diff
2015_1_DVTK_VASAS,2015,1,2015-07-18,12:00,Diósgyőri VTK,Vasas FC,2,1,H,1
2015_1_MTK_PUSKAS,2015,1,2015-07-18,12:00,MTK Budapest,Puskás Akadémia FC,1,0,H,1
2015_1_UJPEST_PAKS,2015,1,2015-07-18,12:00,Újpest FC,Paksi FC,0,0,D,0
2015_1_HONVED_FEHERVAR,2015,1,2015-07-18,14:30,Kispest–Honvéd FC,Fehérvár FC,1,0,H,1
2015_1_HALADAS_FTC,2015,1,2015-07-19,12:00,Szombathelyi Haladás,Ferencvárosi TC,0,2,A,-2
2015_1_BEKESCSABA_DVSC,2015,1,2015-07-19,12:00,Békéscsaba 1912 Elöre SE,Debreceni VSC,2,3,A,-1
2015_2_HONVED_MTK,2015,2,2015-07-25,09:30,Kispest–Honvéd FC,MTK Budapest,2,1,H,1
2015_2_PAKS_BEKESCSABA,2015,2,2015-07-25,12:00,Paksi FC,Békéscsaba 1912 Elöre SE,4,0,H,4
2015_2_FEHERVAR_HALADAS,2015,2,2015-07-25,12:00,Fehérvár FC,Szombathelyi Haladás,0,1,A,-1
2015_2_VASAS_UJPEST,2015,2,2015-07-25,14:30,Vasas FC,Újpest FC,1,3,A,-2
2015_2_DVSC_PUSKAS,2015,2,2015-07-26,12:00,Debreceni VSC,Puskás Akadémia FC,1,1,D,0
2015_2_FTC_DVTK,2015,2,2015-07-26,12:00,Ferencvárosi TC,Diósgyőri VTK,3,1,H,2
2015_3_DVTK_FEHERVAR,2015,3,2015-08-01,12:00,Diósgyőri VTK,Fehérvár FC,1,2,A,-1
2015_3_HALADAS_MTK,2015,3,2015-08-01,12:00,Szombathelyi Haladás,MTK Budapest,2,2,D,0
2015_3_PUSKAS_PAKS,2015,3,2015-08-01,12:00,Puskás Akadémia FC,Paksi FC,1,0,H,1
2015_3_UJPEST_BEKESCSABA,2015,3,2015-08-01,12:00,Újpest FC,Békéscsaba 1912 Elöre SE,2,0,H,2
2015_3_VASAS_FTC,2015,3,2015-08-01,14:30,Vasas FC,Ferencvárosi TC,0,2,A,-2
2015_3_HONVED_DVSC,2015,3,2015-08-02,12:00,Kispest–Honvéd FC,Debreceni VSC,3,3,D,0
2015_4_BEKESCSABA_VASAS,2015,4,2015-08-08,12:00,Békéscsaba 1912 Elöre SE,Vasas FC,0,2,A,-2
2015_4_UJPEST_PUSKAS,2015,4,2015-08-08,12:00,Újpest FC,Puskás Akadémia FC,2,2,D,0
2015_4_PAKS_HONVED,2015,4,2015-08-08,12:00,Paksi FC,Kispest–Honvéd FC,3,1,H,2
2015_4_MTK_DVTK,2015,4,2015-08-08,12:00,MTK Budapest,Diósgyőri VTK,5,0,H,5
2015_4_FEHERVAR_FTC,2015,4,2015-08-08,14:30,Fehérvár FC,Ferencvárosi TC,1,3,A,-2
2015_4_DVSC_HALADAS,2015,4,2015-08-09,14:15,Debreceni VSC,Szombathelyi Haladás,0,1,A,-1
2015_5_DVTK_DVSC,2015,5,2015-08-15,12:00,Diósgyőri VTK,Debreceni VSC,0,2,A,-2
2015_5_HALADAS_PAKS,2015,5,2015-08-15,12:00,Szombathelyi Haladás,Paksi FC,1,0,H,1
2015_5_PUSKAS_BEKESCSABA,2015,5,2015-08-15,12:00,Puskás Akadémia FC,Békéscsaba 1912 Elöre SE,1,2,A,-1
2015_5_VASAS_FEHERVAR,2015,5,2015-08-15,12:00,Vasas FC,Fehérvár FC,2,1,H,1
2015_5_UJPEST_HONVED,2015,5,2015-08-15,12:00,Újpest FC,Kispest–Honvéd FC,1,1,D,0
2015_5_FTC_MTK,2015,5,2015-08-15,14:30,Ferencvárosi TC,MTK Budapest,2,0,H,2
2015_6_PUSKAS_VASAS,2015,6,2015-08-22,12:00,Puskás Akadémia FC,Vasas FC,1,0,H,1
2015_6_BEKESCSABA_HONVED,2015,6,2015-08-22,12:00,Békéscsaba 1912 Elöre SE,Kispest–Honvéd FC,1,4,A,-3
2015_6_UJPEST_HALADAS,2015,6,2015-08-22,12:00,Újpest FC,Szombathelyi Haladás,0,0,D,0
2015_6_PAKS_DVTK,2015,6,2015-08-22,12:00,Paksi FC,Diósgyőri VTK,1,1,D,0
2015_6_DVSC_FTC,2015,6,2015-08-22,14:30,Debreceni VSC,Ferencvárosi TC,0,3,A,-3
2015_6_MTK_FEHERVAR,2015,6,2015-08-23,12:00,MTK Budapest,Fehérvár FC,1,0,H,1
2015_7_DVTK_UJPEST,2015,7,2015-08-29,12:00,Diósgyőri VTK,Újpest FC,2,1,H,1
2015_7_HONVED_PUSKAS,2015,7,2015-08-29,12:00,Kispest–Honvéd FC,Puskás Akadémia FC,0,0,D,0
2015_7_VASAS_MTK,2015,7,2015-08-29,12:00,Vasas FC,MTK Budapest,0,1,A,-1
2015_7_BEKESCSABA_HALADAS,2015,7,2015-08-29,12:00,Békéscsaba 1912 Elöre SE,Szombathelyi Haladás,0,1,A,-1
2015_7_FTC_PAKS,2015,7,2015-08-29,14:30,Ferencvárosi TC,Paksi FC,2,0,H,2
2015_7_FEHERVAR_DVSC,2015,7,2015-08-30,12:00,Fehérvár FC,Debreceni VSC,1,0,H,1
2015_8_HONVED_VASAS,2015,8,2015-09-12,12:00,Kispest–Honvéd FC,Vasas FC,0,1,A,-1
2015_8_PUSKAS_HALADAS,2015,8,2015-09-12,12:00,Puskás Akadémia FC,Szombathelyi Haladás,1,1,D,0
2015_8_BEKESCSABA_DVTK,2015,8,2015-09-12,12:00,Békéscsaba 1912 Elöre SE,Diósgyőri VTK,1,1,D,0
2015_8_PAKS_FEHERVAR,2015,8,2015-09-12,12:00,Paksi FC,Fehérvár FC,2,0,H,2
2015_8_DVSC_MTK,2015,8,2015-09-12,12:00,Debreceni VSC,MTK Budapest,1,0,H,1
2015_8_UJPEST_FTC,2015,8,2015-09-12,14:30,Újpest FC,Ferencvárosi TC,1,2,A,-1
2015_9_DVTK_PUSKAS,2015,9,2015-09-19,12:00,Diósgyőri VTK,Puskás Akadémia FC,3,2,H,1
2015_9_HALADAS_HONVED,2015,9,2015-09-19,12:00,Szombathelyi Haladás,Kispest–Honvéd FC,0,0,D,0
2015_9_FTC_BEKESCSABA,2015,9,2015-09-19,12:00,Ferencvárosi TC,Békéscsaba 1912 Elöre SE,1,0,H,1
2015_9_VASAS_DVSC,2015,9,2015-09-19,12:00,Vasas FC,Debreceni VSC,0,1,A,-1
2015_9_PAKS_MTK,2015,9,2015-09-19,12:00,Paksi FC,MTK Budapest,0,0,D,0
2015_9_FEHERVAR_UJPEST,2015,9,2015-09-19,14:30,Fehérvár FC,Újpest FC,3,0,H,3
2015_10_HALADAS_VASAS,2015,10,2015-09-26,12:00,Szombathelyi Haladás,Vasas FC,1,1,D,0
2015_10_HONVED_DVTK,2015,10,2015-09-26,12:00,Kispest–Honvéd FC,Diósgyőri VTK,2,1,H,1
2015_10_PUSKAS_FTC,2015,10,2015-09-26,12:00,Puskás Akadémia FC,Ferencvárosi TC,0,0,D,0
2015_10_BEKESCSABA_FEHERVAR,2015,10,2015-09-26,12:00,Békéscsaba 1912 Elöre SE,Fehérvár FC,2,0,H,2
2015_10_PAKS_DVSC,2015,10,2015-09-26,12:00,Paksi FC,Debreceni VSC,1,1,D,0
2015_10_UJPEST_MTK,2015,10,2015-09-26,14:30,Újpest FC,MTK Budapest,2,2,D,0
2015_11_DVTK_HALADAS,2015,11,2015-10-03,12:00,Diósgyőri VTK,Szombathelyi Haladás,1,1,D,0
2015_11_DVSC_UJPEST,2015,11,2015-10-03,12:00,Debreceni VSC,Újpest FC,1,1,D,0
2015_11_FEHERVAR_PUSKAS,2015,11,2015-10-03,12:00,Fehérvár FC,Puskás Akadémia FC,3,2,H,1
2015_11_VASAS_PAKS,2015,11,2015-10-03,12:00,Vasas FC,Paksi FC,1,2,A,-1
2015_11_BEKESCSABA_MTK,2015,11,2015-10-03,12:00,Békéscsaba 1912 Elöre SE,MTK Budapest,1,1,D,0
2015_11_FTC_HONVED,2015,11,2015-10-03,14:30,Ferencvárosi TC,Kispest–Honvéd FC,2,1,H,1
2015_12_VASAS_DVTK,2015,12,2015-10-17,12:00,Vasas FC,Diósgyőri VTK,0,1,A,-1
2015_12_FEHERVAR_HONVED,2015,12,2015-10-17,12:00,Fehérvár FC,Kispest–Honvéd FC,3,0,H,3
2015_12_DVSC_BEKESCSABA,2015,12,2015-10-17,12:00,Debreceni VSC,Békéscsaba 1912 Elöre SE,7,0,H,7
2015_12_PAKS_UJPEST,2015,12,2015-10-17,12:00,Paksi FC,Újpest FC,1,0,H,1
2015_12_PUSKAS_MTK,2015,12,2015-10-17,12:00,Puskás Akadémia FC,MTK Budapest,2,3,A,-1
2015_12_FTC_HALADAS,2015,12,2015-10-17,14:30,Ferencvárosi TC,Szombathelyi Haladás,3,1,H,2
2015_13_PUSKAS_DVSC,2015,13,2015-10-24,09:30,Puskás Akadémia FC,Debreceni VSC,1,1,D,0
2015_13_BEKESCSABA_PAKS,2015,13,2015-10-24,11:30,Békéscsaba 1912 Elöre SE,Paksi FC,2,3,A,-1
2015_13_HALADAS_FEHERVAR,2015,13,2015-10-24,11:30,Szombathelyi Haladás,Fehérvár FC,1,0,H,1
2015_13_DVTK_FTC,2015,13,2015-10-24,11:30,Diósgyőri VTK,Ferencvárosi TC,0,2,A,-2
2015_13_UJPEST_VASAS,2015,13,2015-10-24,11:30,Újpest FC,Vasas FC,2,0,H,2
2015_13_MTK_HONVED,2015,13,2015-10-24,11:30,MTK Budapest,Kispest–Honvéd FC,2,1,H,1
2015_14_PAKS_PUSKAS,2015,14,2015-10-31,10:30,Paksi FC,Puskás Akadémia FC,4,2,H,2
2015_14_DVSC_HONVED,2015,14,2015-10-31,10:55,Debreceni VSC,Kispest–Honvéd FC,0,0,D,0
2015_14_FTC_VASAS,2015,14,2015-10-31,12:55,Ferencvárosi TC,Vasas FC,5,1,H,4
2015_14_FEHERVAR_DVTK,2015,14,2015-10-31,13:00,Fehérvár FC,Diósgyőri VTK,2,1,H,1
2015_14_MTK_HALADAS,2015,14,2015-10-31,13:00,MTK Budapest,Szombathelyi Haladás,0,1,A,-1
2015_14_BEKESCSABA_UJPEST,2015,14,2015-10-31,13:00,Békéscsaba 1912 Elöre SE,Újpest FC,1,3,A,-2
2015_15_PUSKAS_UJPEST,2015,15,2015-12-01,12:00,Puskás Akadémia FC,Újpest FC,1,1,D,0
2015_15_VASAS_BEKESCSABA,2015,15,2015-12-02,12:30,Vasas FC,Békéscsaba 1912 Elöre SE,4,0,H,4
2015_15_HONVED_PAKS,2015,15,2015-12-02,12:30,Kispest–Honvéd FC,Paksi FC,0,0,D,0
2015_15_HALADAS_DVSC,2015,15,2015-12-02,12:30,Szombathelyi Haladás,Debreceni VSC,2,2,D,0
2015_15_DVTK_MTK,2015,15,2015-12-02,12:30,Diósgyőri VTK,MTK Budapest,1,1,D,0
2015_15_FTC_FEHERVAR,2015,15,2015-12-02,12:30,Ferencvárosi TC,Fehérvár FC,1,0,H,1
2015_16_DVSC_DVTK,2015,16,2015-11-21,09:30,Debreceni VSC,Diósgyőri VTK,1,0,H,1
2015_16_PAKS_HALADAS,2015,16,2015-11-21,09:30,Paksi FC,Szombathelyi Haladás,2,0,H,2
2015_16_BEKESCSABA_PUSKAS,2015,16,2015-11-21,09:30,Békéscsaba 1912 Elöre SE,Puskás Akadémia FC,2,1,H,1
2015_16_FEHERVAR_VASAS,2015,16,2015-11-21,09:30,Fehérvár FC,Vasas FC,2,0,H,2
2015_16_HONVED_UJPEST,2015,16,2015-11-21,09:30,Kispest–Honvéd FC,Újpest FC,1,2,A,-1
2015_16_MTK_FTC,2015,16,2015-11-21,12:00,MTK Budapest,Ferencvárosi TC,1,0,H,1
2015_17_VASAS_PUSKAS,2015,17,2015-11-28,09:30,Vasas FC,Puskás Akadémia FC,2,4,A,-2
2015_17_HONVED_BEKESCSABA,2015,17,2015-11-28,09:30,Kispest–Honvéd FC,Békéscsaba 1912 Elöre SE,3,2,H,1
2015_17_HALADAS_UJPEST,2015,17,2015-11-28,09:30,Szombathelyi Haladás,Újpest FC,0,3,A,-3
2015_17_DVTK_PAKS,2015,17,2015-11-28,09:30,Diósgyőri VTK,Paksi FC,1,1,D,0
2015_17_FEHERVAR_MTK,2015,17,2015-11-28,09:30,Fehérvár FC,MTK Budapest,1,0,H,1
2015_17_FTC_DVSC,2015,17,2015-11-28,12:00,Ferencvárosi TC,Debreceni VSC,3,0,H,3
2015_18_UJPEST_DVTK,2015,18,2015-12-05,08:30,Újpest FC,Diósgyőri VTK,2,1,H,1
2015_18_PUSKAS_HONVED,2015,18,2015-12-05,09:30,Puskás Akadémia FC,Kispest–Honvéd FC,0,3,A,-3
2015_18_PAKS_FTC,2015,18,2015-12-05,09:30,Paksi FC,Ferencvárosi TC,0,5,A,-5
2015_18_MTK_VASAS,2015,18,2015-12-05,09:30,MTK Budapest,Vasas FC,2,1,H,1
2015_18_HALADAS_BEKESCSABA,2015,18,2015-12-05,09:30,Szombathelyi Haladás,Békéscsaba 1912 Elöre SE,1,1,D,0
2015_18_DVSC_FEHERVAR,2015,18,2015-12-05,12:30,Debreceni VSC,Fehérvár FC,1,2,A,-1
2015_19_VASAS_HONVED,2015,19,2015-12-12,09:30,Vasas FC,Kispest–Honvéd FC,2,1,H,1
2015_19_HALADAS_PUSKAS,2015,19,2015-12-12,09:30,Szombathelyi Haladás,Puskás Akadémia FC,2,1,H,1
2015_19_DVTK_BEKESCSABA,2015,19,2015-12-12,09:30,Diósgyőri VTK,Békéscsaba 1912 Elöre SE,2,0,H,2
2015_19_FEHERVAR_PAKS,2015,19,2015-12-12,09:30,Fehérvár FC,Paksi FC,1,0,H,1
2015_19_DVSC_MTK,2015,19,2015-12-12,09:30,Debreceni VSC,MTK Budapest,3,1,H,2
2015_19_FTC_UJPEST,2015,19,2015-12-12,13:30,Ferencvárosi TC,Újpest FC,0,1,A,-1
2015_20_PUSKAS_DVTK,2015,20,2016-02-13,09:30,Puskás Akadémia FC,Diósgyőri VTK,1,0,H,1
2015_20_HONVED_HALADAS,2015,20,2016-02-13,09:30,Kispest–Honvéd FC,Szombathelyi Haladás,0,1,A,-1
2015_20_BEKESCSABA_FTC,2015,20,2016-02-13,09:30,Békéscsaba 1912 Elöre SE,Ferencvárosi TC,0,1,A,-1
2015_20_DVSC_VASAS,2015,20,2016-02-13,09:30,Debreceni VSC,Vasas FC,4,0,H,4
2015_20_UJPEST_FEHERVAR,2015,20,2016-02-13,12:00,Újpest FC,Fehérvár FC,1,0,H,1
2015_20_MTK_PAKS,2015,20,2016-04-12,12:00,MTK Budapest,Paksi FC,1,0,H,1
2015_21_DVTK_HONVED,2015,21,2016-02-20,09:00,Diósgyőri VTK,Kispest–Honvéd FC,2,1,H,1
2015_21_VASAS_HALADAS,2015,21,2016-02-20,09:30,Vasas FC,Szombathelyi Haladás,1,0,H,1
2015_21_FTC_PUSKAS,2015,21,2016-02-20,09:30,Ferencvárosi TC,Puskás Akadémia FC,2,0,H,2
2015_21_FEHERVAR_BEKESCSABA,2015,21,2016-02-20,09:30,Fehérvár FC,Békéscsaba 1912 Elöre SE,1,1,D,0
2015_21_DVSC_PAKS,2015,21,2016-02-20,09:30,Debreceni VSC,Paksi FC,2,0,H,2
2015_21_UJPEST_MTK,2015,21,2016-02-20,11:00,Újpest FC,MTK Budapest,1,1,D,0
2015_22_HALADAS_DVTK,2015,22,2016-02-27,09:30,Szombathelyi Haladás,Diósgyőri VTK,2,1,H,1
2015_22_UJPEST_DVSC,2015,22,2016-02-27,09:30,Újpest FC,Debreceni VSC,1,1,D,0
2015_22_PUSKAS_FEHERVAR,2015,22,2016-02-27,09:30,Puskás Akadémia FC,Fehérvár FC,0,1,A,-1
2015_22_PAKS_VASAS,2015,22,2016-02-27,09:30,Paksi FC,Vasas FC,3,0,H,3
2015_22_MTK_BEKESCSABA,2015,22,2016-02-27,09:30,MTK Budapest,Békéscsaba 1912 Elöre SE,0,0,D,0
2015_22_HONVED_FTC,2015,22,2016-02-27,12:00,Kispest–Honvéd FC,Ferencvárosi TC,2,1,H,1
2015_23_MTK_UJPEST,2015,23,2016-03-05,09:30,MTK Budapest,Újpest FC,2,1,H,1
2015_23_FEHERVAR_HALADAS,2015,23,2016-03-05,12:00,Fehérvár FC,Szombathelyi Haladás,2,1,H,1
2015_23_FTC_DVTK,2015,23,2016-03-05,12:00,Ferencvárosi TC,Diósgyőri VTK,2,2,D,0
2015_23_PAKS_BEKESCSABA,2015,23,2016-03-05,12:00,Paksi FC,Békéscsaba 1912 Elöre SE,0,2,A,-2
2015_23_DVSC_PUSKAS,2015,23,2016-03-05,12:00,Debreceni VSC,Puskás Akadémia FC,4,2,H,2
2015_23_HONVED_VASAS,2015,23,2016-03-05,12:00,Kispest–Honvéd FC,Vasas FC,0,0,D,0
2015_24_VASAS_DVSC,2015,24,2016-03-08,12:00,Vasas FC,Debreceni VSC,0,0,D,0
2015_24_PUSKAS_PAKS,2015,24,2016-03-09,10:00,Puskás Akadémia FC,Paksi FC,2,1,H,1
2015_24_BEKESCSABA_FTC,2015,24,2016-03-09,12:00,Békéscsaba 1912 Elöre SE,Ferencvárosi TC,0,1,A,-1
2015_24_DVTK_FEHERVAR,2015,24,2016-03-09,12:00,Diósgyőri VTK,Fehérvár FC,2,1,H,1
2015_24_HALADAS_UJPEST,2015,24,2016-03-09,12:00,Szombathelyi Haladás,Újpest FC,1,1,D,0
2015_24_MTK_HONVED,2015,24,2016-03-09,12:00,MTK Budapest,Kispest–Honvéd FC,1,0,H,1
2015_25_UJPEST_DVTK,2015,25,2016-03-12,09:30,Újpest FC,Diósgyőri VTK,1,0,H,1
2015_25_FEHERVAR_BEKESCSABA,2015,25,2016-03-12,09:30,Fehérvár FC,Békéscsaba 1912 Elöre SE,1,1,D,0
2015_25_PAKS_VASAS,2015,25,2016-03-12,09:30,Paksi FC,Vasas FC,2,0,H,2
2015_25_DVSC_HONVED,2015,25,2016-03-12,09:30,Debreceni VSC,Kispest–Honvéd FC,0,3,A,-3
2015_25_MTK_HALADAS,2015,25,2016-03-12,09:30,MTK Budapest,Szombathelyi Haladás,3,1,H,2
2015_25_FTC_PUSKAS,2015,25,2016-03-12,12:00,Ferencvárosi TC,Puskás Akadémia FC,4,0,H,4
2015_26_HONVED_PAKS,2015,26,2016-03-19,10:30,Kispest–Honvéd FC,Paksi FC,2,0,H,2
2015_26_PUSKAS_FEHERVAR,2015,26,2016-03-19,10:30,Puskás Akadémia FC,Fehérvár FC,0,0,D,0
2015_26_BEKESCSABA_UJPEST,2015,26,2016-03-19,10:30,Békéscsaba 1912 Elöre SE,Újpest FC,1,0,H,1
2015_26_DVTK_HALADAS,2015,26,2016-03-19,10:30,Diósgyőri VTK,Szombathelyi Haladás,3,0,H,3
2015_26_VASAS_FTC,2015,26,2016-03-19,13:00,Vasas FC,Ferencvárosi TC,1,4,A,-3
2015_26_MTK_DVSC,2015,26,2016-03-20,10:15,MTK Budapest,Debreceni VSC,1,0,H,1
2015_27_UJPEST_PUSKAS,2015,27,2016-04-09,12:00,Újpest FC,Puskás Akadémia FC,2,2,D,0
2015_27_FEHERVAR_VASAS,2015,27,2016-04-09,12:00,Fehérvár FC,Vasas FC,2,2,D,0
2015_27_HALADAS_BEKESCSABA,2015,27,2016-04-09,12:00,Szombathelyi Haladás,Békéscsaba 1912 Elöre SE,1,0,H,1
2015_27_MTK_DVTK,2015,27,2016-04-09,12:00,MTK Budapest,Diósgyőri VTK,0,0,D,0
2015_27_PAKS_DVSC,2015,27,2016-04-09,14:45,Paksi FC,Debreceni VSC,0,1,A,-1
2015_27_FTC_HONVED,2015,27,2016-04-10,13:00,Ferencvárosi TC,Kispest–Honvéd FC,2,1,H,1
2015_28_PAKS_MTK,2015,28,2016-04-02,12:30,Paksi FC,MTK Budapest,4,1,H,3
2015_28_DVSC_FTC,2015,28,2016-04-02,12:30,Debreceni VSC,Ferencvárosi TC,2,1,H,1
2015_28_HONVED_FEHERVAR,2015,28,2016-04-02,12:30,Kispest–Honvéd FC,Fehérvár FC,2,1,H,1
2015_28_PUSKAS_HALADAS,2015,28,2016-04-02,12:30,Puskás Akadémia FC,Szombathelyi Haladás,1,1,D,0
2015_28_BEKESCSABA_DVTK,2015,28,2016-04-02,12:30,Békéscsaba 1912 Elöre SE,Diósgyőri VTK,0,0,D,0
2015_28_VASAS_UJPEST,2015,28,2016-04-02,14:45,Vasas FC,Újpest FC,3,2,H,1
2015_29_FEHERVAR_DVSC,2015,29,2016-04-05,12:00,Fehérvár FC,Debreceni VSC,1,0,H,1
2015_29_UJPEST_HONVED,2015,29,2016-04-06,09:45,Újpest FC,Kispest–Honvéd FC,2,0,H,2
2015_29_FTC_PAKS,2015,29,2016-04-06,12:00,Ferencvárosi TC,Paksi FC,5,2,H,3
2015_29_DVTK_PUSKAS,2015,29,2016-04-06,13:00,Diósgyőri VTK,Puskás Akadémia FC,2,1,H,1
2015_29_HALADAS_VASAS,2015,29,2016-04-06,13:00,Szombathelyi Haladás,Vasas FC,2,1,H,1
2015_29_MTK_BEKESCSABA,2015,29,2016-04-06,13:00,MTK Budapest,Békéscsaba 1912 Elöre SE,3,0,H,3
2015_30_PAKS_FEHERVAR,2015,30,2016-04-16,12:00,Paksi FC,Fehérvár FC,0,1,A,-1
2015_30_DVSC_UJPEST,2015,30,2016-04-16,12:00,Debreceni VSC,Újpest FC,1,0,H,1
2015_30_HONVED_HALADAS,2015,30,2016-04-16,12:00,Kispest–Honvéd FC,Szombathelyi Haladás,0,1,A,-1
2015_30_VASAS_DVTK,2015,30,2016-04-16,12:00,Vasas FC,Diósgyőri VTK,1,3,A,-2
2015_30_PUSKAS_BEKESCSABA,2015,30,2016-04-16,12:00,Puskás Akadémia FC,Békéscsaba 1912 Elöre SE,0,1,A,-1
2015_30_FTC_MTK,2015,30,2016-04-16,14:30,Ferencvárosi TC,MTK Budapest,2,2,D,0
2015_31_BEKESCSABA_VASAS,2015,31,2016-04-19,14:00,Békéscsaba 1912 Elöre SE,Vasas FC,1,1,D,0
2015_31_HALADAS_DVSC,2015,31,2016-04-20,12:00,Szombathelyi Haladás,Debreceni VSC,2,2,D,0
2015_31_UJPEST_PAKS,2015,31,2016-04-20,13:00,Újpest FC,Paksi FC,1,1,D,0
2015_31_DVTK_HONVED,2015,31,2016-04-20,13:00,Diósgyőri VTK,Kispest–Honvéd FC,1,2,A,-1
2015_31_MTK_PUSKAS,2015,31,2016-04-20,13:00,MTK Budapest,Puskás Akadémia FC,0,1,A,-1
2015_31_FEHERVAR_FTC,2015,31,2016-04-20,14:00,Fehérvár FC,Ferencvárosi TC,1,0,H,1
2015_32_FEHERVAR_MTK,2015,32,2016-04-23,12:00,Fehérvár FC,MTK Budapest,5,0,H,5
2015_32_PAKS_HALADAS,2015,32,2016-04-23,12:00,Paksi FC,Szombathelyi Haladás,2,3,A,-1
2015_32_DVSC_DVTK,2015,32,2016-04-23,12:00,Debreceni VSC,Diósgyőri VTK,3,1,H,2
2015_32_HONVED_BEKESCSABA,2015,32,2016-04-23,12:00,Kispest–Honvéd FC,Békéscsaba 1912 Elöre SE,2,1,H,1
2015_32_VASAS_PUSKAS,2015,32,2016-04-23,12:00,Vasas FC,Puskás Akadémia FC,1,0,H,1
2015_32_FTC_UJPEST,2015,32,2016-04-23,14:30,Ferencvárosi TC,Újpest FC,2,2,D,0
2015_33_UJPEST_FEHERVAR,2015,33,2016-04-30,10:30,Újpest FC,Fehérvár FC,0,3,A,-3
2015_33_PUSKAS_HONVED,2015,33,2016-04-30,10:30,Puskás Akadémia FC,Kispest–Honvéd FC,2,1,H,1
2015_33_BEKESCSABA_DVSC,2015,33,2016-04-30,10:30,Békéscsaba 1912 Elöre SE,Debreceni VSC,0,0,D,0
2015_33_HALADAS_FTC,2015,33,2016-04-30,10:30,Szombathelyi Haladás,Ferencvárosi TC,0,1,A,-1
2015_33_MTK_VASAS,2015,33,2016-04-30,10:30,MTK Budapest,Vasas FC,0,2,A,-2
2015_33_DVTK_PAKS,2015,33,2016-04-30,13:00,Diósgyőri VTK,Paksi FC,0,2,A,-2
2016_1_UJPEST_HONVED,2016,1,2016-07-16,12:00,Újpest FC,Kispest–Honvéd FC,0,2,A,-2
2016_1_MEZOKOVESD_GYIRMOT,2016,1,2016-07-16,12:00,Mezőkövesd Zsóry FC,Gyirmót FC Győr,2,2,D,0
2016_1_FTC_HALADAS,2016,1,2016-07-16,14:30,Ferencvárosi TC,Szombathelyi Haladás,3,1,H,2
2016_1_FEHERVAR_DVTK,2016,1,2016-07-17,12:00,Fehérvár FC,Diósgyőri VTK,1,2,A,-1
2016_1_DVSC_PAKS,2016,1,2016-07-17,12:00,Debreceni VSC,Paksi FC,1,1,D,0
2016_1_MTK_VASAS,2016,1,2016-07-17,12:00,MTK Budapest,Vasas FC,0,1,A,-1
2016_2_DVTK_UJPEST,2016,2,2016-07-23,12:00,Diósgyőri VTK,Újpest FC,2,1,H,1
2016_2_HALADAS_MEZOKOVESD,2016,2,2016-07-23,12:00,Szombathelyi Haladás,Mezőkövesd Zsóry FC,1,1,D,0
2016_2_HONVED_FTC,2016,2,2016-07-23,14:30,Kispest–Honvéd FC,Ferencvárosi TC,0,1,A,-1
2016_2_GYIRMOT_MTK,2016,2,2016-07-24,12:00,Gyirmót FC Győr,MTK Budapest,0,0,D,0
2016_2_VASAS_DVSC,2016,2,2016-07-24,12:00,Vasas FC,Debreceni VSC,3,1,H,2
2016_2_PAKS_FEHERVAR,2016,2,2016-07-24,12:00,Paksi FC,Fehérvár FC,1,1,D,0
2016_3_UJPEST_PAKS,2016,3,2016-07-30,12:00,Újpest FC,Paksi FC,1,0,H,1
2016_3_HALADAS_HONVED,2016,3,2016-07-30,12:00,Szombathelyi Haladás,Kispest–Honvéd FC,1,1,D,0
2016_3_FTC_DVTK,2016,3,2016-07-30,14:30,Ferencvárosi TC,Diósgyőri VTK,6,2,H,4
2016_3_FEHERVAR_VASAS,2016,3,2016-07-31,12:00,Fehérvár FC,Vasas FC,1,2,A,-1
2016_3_DVSC_GYIRMOT,2016,3,2016-07-31,12:00,Debreceni VSC,Gyirmót FC Győr,4,0,H,4
2016_3_MTK_MEZOKOVESD,2016,3,2016-07-31,12:00,MTK Budapest,Mezőkövesd Zsóry FC,0,1,A,-1
2016_4_PAKS_FTC,2016,4,2016-08-06,12:00,Paksi FC,Ferencvárosi TC,0,0,D,0
2016_4_DVTK_HONVED,2016,4,2016-08-06,12:00,Diósgyőri VTK,Kispest–Honvéd FC,0,3,A,-3
2016_4_VASAS_UJPEST,2016,4,2016-08-06,14:30,Vasas FC,Újpest FC,0,1,A,-1
2016_4_MEZOKOVESD_DVSC,2016,4,2016-08-07,12:00,Mezőkövesd Zsóry FC,Debreceni VSC,0,1,A,-1
2016_4_GYIRMOT_FEHERVAR,2016,4,2016-08-07,12:00,Gyirmót FC Győr,Fehérvár FC,0,4,A,-4
2016_4_MTK_HALADAS,2016,4,2016-08-07,12:00,MTK Budapest,Szombathelyi Haladás,0,2,A,-2
2016_5_UJPEST_GYIRMOT,2016,5,2016-08-13,12:00,Újpest FC,Gyirmót FC Győr,3,1,H,2
2016_5_FEHERVAR_MEZOKOVESD,2016,5,2016-08-13,12:00,Fehérvár FC,Mezőkövesd Zsóry FC,2,0,H,2
2016_5_HONVED_PAKS,2016,5,2016-08-13,12:00,Kispest–Honvéd FC,Paksi FC,3,1,H,2
2016_5_HALADAS_DVTK,2016,5,2016-08-13,12:00,Szombathelyi Haladás,Diósgyőri VTK,3,1,H,2
2016_5_DVSC_MTK,2016,5,2016-08-13,12:00,Debreceni VSC,MTK Budapest,1,1,D,0
