name,odds,prob,prob_corr,match_id,season
1,1.5,0.6666666666666666,0.6054852320675106,16079853,Magyar Kupa 25/26
X,4.1,0.24390243902439027,0.2215189873417722,16079853,Magyar Kupa 25/26
2,5.25,0.19047619047619047,0.17299578059071732,16079853,Magyar Kupa 25/26
1,1.5333333333333332,0.6521739130434783,0.591715976331361,13829083,Magyar Kupa 24/25
X,4.0,0.25,0.22682445759368838,13829083,Magyar Kupa 24/25
2,5.0,0.2,0.1814595660749507,13829083,Magyar Kupa 24/25
1,4.5,0.2222222222222222,0.20101899027327466,12282003,Magyar Kupa 23/24
X,4.2,0.23809523809523808,0.21537748957850855,12282003,Magyar Kupa 23/24
2,1.55,0.6451612903225806,0.5836035201482167,12282003,Magyar Kupa 23/24
1,1.6153846153846154,0.6190476190476191,0.5861535286834504,10266960,Magyar Kupa 21/22
X,3.8,0.2631578947368421,0.2491745769706975,10266960,Magyar Kupa 21/22
2,5.75,0.17391304347826086,0.16467189434585228,10266960,Magyar Kupa 21/22
1,1.6,0.625,0.5610972568578554,9479581,Magyar Kupa 20/21
X,3.75,0.26666666666666666,0.23940149625935161,9479581,Magyar Kupa 20/21
2,4.5,0.2222222222222222,0.199501246882793,9479581,Magyar Kupa 20/21
1,3.0,0.3333333333333333,0.30425531914893617,8673672,Magyar Kupa 19/20
X,3.25,0.3076923076923077,0.28085106382978725,8673672,Magyar Kupa 19/20
2,2.2,0.45454545454545453,0.4148936170212766,8673672,Magyar Kupa 19/20
1,3.25,0.3076923076923077,0.28350674770783973,8203350,Magyar Kupa 18/19
X,3.2,0.3125,0.28793654064077473,8203350,Magyar Kupa 18/19
2,2.15,0.46511627906976744,0.4285567116513856,8203350,Magyar Kupa 18/19
1,2.8,0.35714285714285715,0.333889816360601,7801730,Magyar Kupa 17/18
X,3.2,0.3125,0.2921535893155259,7801730,Magyar Kupa 17/18
2,2.5,0.4,0.3739565943238731,7801730,Magyar Kupa 17/18
1,3.8,0.2631578947368421,0.24591988130563794,7417800,Magyar Kupa 16/17
X,3.4,0.29411764705882354,0.2748516320474777,7417800,Magyar Kupa 16/17
2,1.95,0.5128205128205129,0.4792284866468843,7417800,Magyar Kupa 16/17
1,5.5,0.18181818181818182,0.17090271691498685,7054776,Magyar Kupa 15/16
X,3.75,0.26666666666666666,0.2506573181419807,7054776,Magyar Kupa 15/16
2,1.625,0.6153846153846154,0.5784399649430324,7054776,Magyar Kupa 15/16
1,4.57,0.2188183807439825,0.21127599026346292,11193495,Magyar Kupa 22/23
X,3.92,0.25510204081632654,0.2463051410497523,11193495,Magyar Kupa 22/23
2,1.78,0.5617977528089888,0.5424188686867848,11193495,Magyar Kupa 22/23
