minute,value
1.0,2
2.0,41
3.0,-41
4.0,-8
5.0,6
6.0,4
7.0,-17
8.0,-18
9.0,-6
10.0,5
11.0,8
12.0,2
13.0,9
14.0,5
15.0,11
16.0,6
17.0,30
18.0,17
19.0,9
20.0,43
21.0,24
22.0,11
23.0,6
24.0,3
25.0,-9
26.0,-10
27.0,-77
28.0,-41
29.0,-13
30.0,-13
31.0,-14
32.0,-42
33.0,28
34.0,45
35.0,30
36.0,53
37.0,83
38.0,52
39.0,100
40.0,58
41.0,58
42.0,16
43.0,5
44.0,-76
45.0,-54
45.5,-34
46.0,-5
47.0,-2
48.0,7
49.0,10
50.0,72
51.0,2
52.0,-3
53.0,-4
54.0,6
55.0,-35
56.0,30
57.0,13
58.0,50
59.0,21
60.0,27
61.0,59
62.0,29
63.0,-52
64.0,-28
65.0,24
66.0,-12
67.0,7
68.0,-21
69.0,-16
70.0,-17
71.0,-21
72.0,-1
73.0,12
74.0,-14
75.0,-18
76.0,-14
77.0,-4
78.0,-17
79.0,-80
80.0,-43
81.0,-9
82.0,32
83.0,12
84.0,10
85.0,-8
86.0,33
87.0,17
88.0,6
89.0,27
90.0,17
90.5,12
