minute,value
1.0,4
2.0,7
3.0,8
4.0,13
5.0,24
6.0,20
7.0,23
8.0,35
9.0,36
10.0,27
11.0,25
12.0,17
13.0,16
14.0,26
15.0,16
16.0,10
17.0,7
18.0,5
19.0,7
20.0,44
21.0,7
22.0,6
23.0,10
24.0,48
25.0,27
26.0,15
27.0,2
28.0,7
29.0,3
30.0,7
31.0,-21
32.0,10
33.0,-11
34.0,-18
35.0,17
36.0,40
37.0,23
38.0,15
39.0,10
40.0,5
41.0,42
42.0,57
43.0,40
44.0,32
45.0,16
45.5,-16
46.0,11
47.0,11
48.0,11
49.0,12
50.0,12
51.0,11
52.0,19
53.0,-13
54.0,-2
55.0,-1
56.0,-1
57.0,-1
58.0,-8
59.0,-4
60.0,-26
61.0,-15
62.0,-8
63.0,-3
64.0,-1
65.0,3
66.0,-36
67.0,-23
68.0,-24
69.0,-16
70.0,-12
71.0,-6
72.0,-6
73.0,-27
74.0,-32
75.0,-20
76.0,-8
77.0,-6
78.0,-10
79.0,6
80.0,29
81.0,22
82.0,19
83.0,43
84.0,14
85.0,4
86.0,-3
87.0,-7
88.0,10
89.0,1
90.0,51
90.5,-82
