name,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,firstName,lastName
Declan Rice,declan-rice,D. Rice,M,41,60954,M,DeclanRice,856714,"{'nameTranslation': {'ar': 'ديكلان رايس', 'hi': 'डेक्लान राइस', 'bn': 'ডেক্লান রাইস'}, 'shortNameTranslation': {'ar': 'د. رايس', 'hi': 'डी. राइस', 'bn': 'ডি. রাইস'}}",40.054545454545,52.363636363636,22,home,,
Jorginho,jorginho,Jorginho,M,21,32651,M,jorginhofrello,132874,"{'nameTranslation': {'ar': 'جورجينيو', 'hi': 'जोर्गिनहो', 'bn': 'জর্গিনহো'}, 'shortNameTranslation': {'ar': 'جورجينيو', 'hi': 'जोर्गिनहो', 'bn': 'জর্গিনহো'}}",47.383333333333,61.0,6,home,,
Edward Nketiah,edward-nketiah,E. Nketiah,F,9,6808,M,EN9,858194,"{'nameTranslation': {'ar': 'إدوارد نكيتياه', 'hi': 'एडवर्ड नेकेटिया', 'bn': 'এডওয়ার্ড এনকেটিয়া'}, 'shortNameTranslation': {'ar': 'إ. نكيتياه', 'hi': 'ई. नेकेटिया', 'bn': 'ই. এনকেটিয়া'}}",60.59,60.79,20,home,,
Gabriel Martinelli,gabriel-martinelli,G. Martinelli,F,11,71135,M,GabiMartinelli,922573,"{'nameTranslation': {'ar': 'غابرييل مارتينيلي', 'hi': 'गेब्रियल मार्टिनेली', 'bn': 'গ্যাব্রিয়েল মার্টিনেলি'}, 'shortNameTranslation': {'ar': 'غ. مارتينيلي', 'hi': 'जी. मार्टिनेली', 'bn': 'জি. মার্টিনেলি'}}",64.8125,14.525,8,home,,
Takehiro Tomiyasu,tomiyasu-takehiro,T. Tomiyasu,D,,10832,M,tomiyasu_t,804434,"{'nameTranslation': {'ar': 'تومياسو، تاكيهيرو', 'hi': 'तोमियासू, ताकेहीरो', 'bn': 'তোমিয়াসু, তাকেহিরো'}, 'shortNameTranslation': {'ar': 'ت. تومياسو', 'hi': 'टी. ताकेहीरो', 'bn': 'টি. তোমিয়াসু'}}",47.9875,77.15625,16,home,,
Reiss Nelson,reiss-nelson,R. Nelson,M,11,4985,M,reissnelson,826139,"{'nameTranslation': {'ar': 'ريس نيلسون', 'hi': 'रीस नेल्सन', 'bn': 'রেইস নেলসন'}, 'shortNameTranslation': {'ar': 'ر. نيلسون', 'hi': 'आर. नेल्सन', 'bn': 'আর. নেলসন'}}",57.598039215686,26.201960784314,51,home,,
Kai Havertz,kai-havertz,K. Havertz,F,29,71176,M,KaiHav,836705,"{'nameTranslation': {'ar': 'كاي هافرتز', 'hi': 'काई हावर्ट्ज़', 'bn': 'কাই হাভার্টজ'}, 'shortNameTranslation': {'ar': 'ك. هافيرتز', 'hi': 'के. हावर्ट्ज़', 'bn': 'কে. হাভার্টজ'}}",71.948979591837,49.185714285714,49,home,,
Emile Smith Rowe,emile-smith-rowe,E. Smith Rowe,M,32,7637,M,esr,867445,"{'nameTranslation': {'ar': 'إيميل سميث رو', 'hi': 'एमिल स्मिथ रोवे', 'bn': 'এমিল স্মিথ রো'}, 'shortNameTranslation': {'ar': 'إ. سميث رو', 'hi': 'ई. स्मिथ', 'bn': 'ই. স্মিথ রো'}}",58.33,62.821666666667,60,home,,
Thomas Partey,thomas-partey,T. Partey,M,16,46092,M,TPartey5,316148,"{'nameTranslation': {'ar': 'توماس بارتي', 'hi': 'थॉमस पार्टी', 'bn': 'টমাস পার্টি'}, 'shortNameTranslation': {'ar': 'ت. بارتي', 'hi': 'टी. पार्टी', 'bn': 'টি. পার্টি'}}",44.92875,43.91875,80,home,,
Gabriel Magalhães,gabriel-magalhaes,Gabriel,D,6,45357,M,GabrielMagalhães,869792,"{'nameTranslation': {'ar': 'غابرييل ماغاليس', 'hi': 'गेब्रियल मैगलहेस', 'bn': 'গ্যাব্রিয়েল ম্যাগালহায়েস'}, 'shortNameTranslation': {'ar': 'غابرييل', 'hi': 'गेब्रियल मैगलहेस', 'bn': 'গ্যাব্রিয়েল'}}",36.501041666667,70.51875,96,home,,
