name,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ,firstName,lastName,sofascoreId
Tom Cairney,tom-cairney,T. Cairney,M,10,480,M,82566,"{'nameTranslation': {'ar': 'توم كايرني', 'hi': 'टॉम केर्नी', 'bn': 'টম কেয়ারনে'}, 'shortNameTranslation': {'ar': 'ت. كايرني', 'hi': 'टी. केर्नी', 'bn': 'টি. কেয়ারনে'}}",False,block,set-piece,left-foot,90,5672,272,,16.5,51.0,0,53.6,19.0,,,
Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,1202,M,151499,"{'nameTranslation': {'ar': 'بوبي ديكوردوفا-ريد', 'hi': 'बॉबी डेकोर्डोवा-रीड', 'bn': 'ববি ডেকোরডোভা-রিড'}, 'shortNameTranslation': {'ar': 'ب. ريد', 'hi': 'बी. डेकोर्डोवा-रीड', 'bn': 'বি. রিড'}}",False,block,set-piece,right-foot,90,5668,268,,9.9,53.1,0,47.8,19.0,,,
Noni Madueke,noni-madueke,N. Madueke,M,20,40433,M,966547,"{'nameTranslation': {'ar': 'نوني مادويكي', 'hi': 'नोनी मदुके', 'bn': 'ননি মাদুকে'}, 'shortNameTranslation': {'ar': 'ن. مادويكي', 'hi': 'एन. मदुके', 'bn': 'এন. মাদুকে'}}",True,save,assisted,left-foot,90,5416,16,,16.1,62.4,0,47.4,2.5,,,nonzinoo10
Willian,willian,Willian,F,88,9705,M,31417,"{'nameTranslation': {'ar': 'ويليان', 'hi': 'विलियन', 'bn': 'উইলিয়ান'}, 'shortNameTranslation': {'ar': 'ويليان', 'hi': 'विलियन', 'bn': 'উইলিয়ান'}}",False,miss,free-kick,right-foot,86,5156,2456,,19.3,52.8,0,52.3,51.4,,,willianborges88
Conor Gallagher,conor-gallagher,C. Gallagher,M,4,15436,M,904970,"{'nameTranslation': {'ar': 'كونور غالاغير', 'hi': 'कोनोर गालाघर', 'bn': 'কনর গ্যালাঘের'}, 'shortNameTranslation': {'ar': 'ك. غالاغر', 'hi': 'सी. गालाघर', 'bn': 'সি. গ্যালাঘের'}}",True,post,regular,right-foot,83,4954,2254,,13.2,64.4,0,55.2,12.0,,,conorgallagher92
Raúl Jiménez,raul-jimenez,R. Jiménez,F,7,16724,M,192442,"{'nameTranslation': {'ar': 'راؤول خيمينيز', 'hi': 'राउल जिमेनेज़', 'bn': 'রাউল জিমেনেজ'}, 'shortNameTranslation': {'ar': 'ر. خيمينيز', 'hi': 'आर. जिमेनेज़', 'bn': 'আর. জিমেনেজ'}}",False,miss,fast-break,right-foot,82,4871,2171,,53.5,44.2,0,59.5,2.8,,,RJimenez9
Axel Disasi,axel-disasi,A. Disasi,D,2,8850,M,827243,"{'nameTranslation': {'ar': 'أكسيل ديساسي', 'hi': 'एक्सल डिसासी', 'bn': 'অ্যাক্সেল ডিসাসি'}, 'shortNameTranslation': {'ar': 'أ. ديساسي', 'hi': 'ए. डिसासी', 'bn': 'এ. ডিসাসি'}}",True,miss,corner,head,79,4680,1980,,7.4,50.9,0,89.6,6.9,,,axel_disasi
Andreas Pereira,andreas-pereira,A. Pereira,M,18,13772,M,285949,"{'nameTranslation': {'ar': 'أندرياس بيريرا', 'hi': 'एंड्रियास परेरा', 'bn': 'আন্দ্রেয়াস পেরেইরা'}, 'shortNameTranslation': {'ar': 'أندرياس بيريرا', 'hi': 'एंड्रियास परेरा', 'bn': 'আন্দ্রেয়াস পেরেইরা'}}",False,miss,free-kick,right-foot,76,4534,1834,,25.4,45.2,0,51.8,63.9,,,andreaspereira
Raúl Jiménez,raul-jimenez,R. Jiménez,F,7,16724,M,192442,"{'nameTranslation': {'ar': 'راؤول خيمينيز', 'hi': 'राउल जिमेनेज़', 'bn': 'রাউল জিমেনেজ'}, 'shortNameTranslation': {'ar': 'ر. خيمينيز', 'hi': 'आर. जिमेनेज़', 'bn': 'আর. জিমেনেজ'}}",False,save,assisted,right-foot,74,4423,1723,,9.5,27.9,0,53.6,7.0,,,RJimenez9
Raúl Jiménez,raul-jimenez,R. Jiménez,F,7,16724,M,192442,"{'nameTranslation': {'ar': 'راؤول خيمينيز', 'hi': 'राउल जिमेनेज़', 'bn': 'রাউল জিমেনেজ'}, 'shortNameTranslation': {'ar': 'ر. خيمينيز', 'hi': 'आर. जिमेनेज़', 'bn': 'আর. জিমেনেজ'}}",False,save,assisted,left-foot,73,4336,1636,,11.7,60.1,0,52.4,1.9,,,RJimenez9
Levi Colwill,levi-colwill,L. Colwill,D,6,17567,M,996911,"{'nameTranslation': {'ar': 'ليفي كولويل', 'hi': 'लेवी कोलविल', 'bn': 'লেভি কলউইল'}, 'shortNameTranslation': {'ar': 'ل. كولويل', 'hi': 'एल. कोलविल', 'bn': 'এল. কলউইল'}}",True,miss,regular,right-foot,69,4095,1395,,16.6,54.6,0,56.0,72.2,,,LColwill
Armando Broja,armando-broja,A. Broja,F,27,8884,M,996985,"{'nameTranslation': {'ar': 'أرماندو برويا', 'hi': 'अरमांडो ब्रोजा', 'bn': 'আরমান্দো ব্রজা'}, 'shortNameTranslation': {'ar': 'أ. برويا', 'hi': 'ए. ब्रोजा', 'bn': 'এ. ব্রজা'}}",True,block,assisted,right-foot,56,3339,639,,6.4,58.5,0,54.5,4.2,,,armando.broja
Raúl Jiménez,raul-jimenez,R. Jiménez,F,7,16724,M,192442,"{'nameTranslation': {'ar': 'راؤول خيمينيز', 'hi': 'राउल जिमेनेज़', 'bn': 'রাউল জিমেনেজ'}, 'shortNameTranslation': {'ar': 'ر. خيمينيز', 'hi': 'आर. जिमेनेज़', 'bn': 'আর. জিমেনেজ'}}",False,miss,assisted,head,55,3250,550,,10.1,50.9,0,45.4,83.3,,,RJimenez9
Willian,willian,Willian,F,88,9705,M,31417,"{'nameTranslation': {'ar': 'ويليان', 'hi': 'विलियन', 'bn': 'উইলিয়ান'}, 'shortNameTranslation': {'ar': 'ويليان', 'hi': 'विलियन', 'bn': 'উইলিয়ান'}}",False,block,assisted,right-foot,54,3192,492,,14.9,27.2,0,49.4,19.0,,,willianborges88
Malo Gusto,gusto-malo,M. Gusto,D,27,18882,M,996958,"{'nameTranslation': {'ar': 'جوستو، مالو', 'hi': 'गुस्टो, मालो', 'bn': 'গুস্টো, মালো'}, 'shortNameTranslation': {'ar': 'م. جوستو', 'hi': 'एम. गुस्टो', 'bn': 'এম. গুস্টো'}}",True,miss,regular,right-foot,53,3150,450,,3.5,66.9,0,58.7,76.4,,,malogst
Raheem Sterling,raheem-sterling,R. Sterling,F,30,37771,M,138534,"{'nameTranslation': {'ar': 'رحيم ستيرلينغ', 'hi': 'रहीम स्टर्लिंग', 'bn': 'রাহিম স্টার্লিং'}, 'shortNameTranslation': {'ar': 'ر. سترلينغ', 'hi': 'आर. स्टर्लिंग', 'bn': 'আর. স্টার্লিং'}}",True,post,assisted,head,53,3147,447,,7.0,50.5,0,44.6,18.4,,,Sterling7
Cole Palmer,cole-palmer,C. Palmer,M,10,368423,M,982780,"{'nameTranslation': {'ar': 'كول بالمر', 'hi': 'कोल पाल्मर', 'bn': 'কোল পামার'}, 'shortNameTranslation': {'ar': 'ك. بالمر', 'hi': 'सी. पाल्मर', 'bn': 'সি. পামার'}}",True,miss,assisted,left-foot,51,3007,307,,20.0,63.8,0,55.1,56.9,,,ColdPalmer
Cole Palmer,cole-palmer,C. Palmer,M,10,368423,M,982780,"{'nameTranslation': {'ar': 'كول بالمر', 'hi': 'कोल पाल्मर', 'bn': 'কোল পামার'}, 'shortNameTranslation': {'ar': 'ك. بالمر', 'hi': 'सी. पाल्मर', 'bn': 'সি. পামার'}}",True,goal,penalty,left-foot,45,2906,206,penalty,11.5,50.0,0,46.4,8.2,,,ColdPalmer
Harry Wilson,harry-wilson,H. Wilson,M,8,4052,M,355528,"{'nameTranslation': {'ar': 'هاري ويلسون', 'hi': 'हैरी विल्सन', 'bn': 'হ্যারি উইলসন'}, 'shortNameTranslation': {'ar': 'ه. ويلسون', 'hi': 'एच. विल्सन', 'bn': 'এইচ. উইলসন'}}",False,block,corner,left-foot,44,2616,2616,,20.9,54.2,0,52.6,19.0,,,
Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,10404,M,352668,"{'nameTranslation': {'ar': 'توسين أدارابايو', 'hi': 'टोसिन अदाराबियोयो', 'bn': 'তোসিন আদারাবিয়োয়ো'}, 'shortNameTranslation': {'ar': 'ت. أدارابايو', 'hi': 'टी. अदाराबियोयो', 'bn': 'টি. আদারাবিয়োয়ো'}}",False,miss,corner,head,44,2614,2614,,13.3,54.6,0,70.1,8.3,,,tosinadarabioyo
Enzo Fernández,enzo-fernandez,E. Fernández,M,8,120510,M,974505,"{'nameTranslation': {'ar': 'إنزو فرنانديز', 'hi': 'एन्ज़ो फर्नांडीज़', 'bn': 'এনজো ফার্নান্ডেজ'}, 'shortNameTranslation': {'ar': 'إ. فرنانديز', 'hi': 'ई. फर्नांडीज़', 'bn': 'ই. ফার্নান্ডেজ'}}",True,miss,assisted,right-foot,43,2537,2537,,27.2,53.6,0,46.9,72.2,,,Enzo8
