minute,value
1.0,7
2.0,33
3.0,27
4.0,23
5.0,21
6.0,19
7.0,28
8.0,22
9.0,13
10.0,15
11.0,8
12.0,45
13.0,55
14.0,36
15.0,43
16.0,53
17.0,27
18.0,-48
19.0,-20
20.0,-26
21.0,-22
22.0,27
23.0,15
24.0,9
25.0,6
26.0,24
27.0,-32
28.0,-7
29.0,-33
30.0,-14
31.0,-5
32.0,48
33.0,28
34.0,30
35.0,18
36.0,25
37.0,-32
38.0,14
39.0,5
40.0,1
41.0,6
42.0,-24
43.0,-5
44.0,-4
45.0,-70
45.5,20
46.0,1
47.0,14
48.0,-20
49.0,-6
50.0,-3
51.0,20
52.0,9
53.0,52
54.0,35
55.0,46
56.0,6
57.0,24
58.0,11
59.0,6
60.0,28
61.0,45
62.0,26
63.0,16
64.0,10
65.0,5
66.0,1
67.0,1
68.0,6
69.0,61
70.0,23
71.0,10
72.0,-13
73.0,-3
74.0,-68
75.0,-37
76.0,-54
77.0,-28
78.0,-7
79.0,31
80.0,21
81.0,24
82.0,48
83.0,25
84.0,10
85.0,3
86.0,45
87.0,22
88.0,-24
89.0,-9
90.0,-7
90.5,-33
