minute,value
1.0,-1
2.0,2
3.0,-5
4.0,-36
5.0,-29
6.0,-16
7.0,-8
8.0,-3
9.0,-41
10.0,-60
11.0,47
12.0,22
13.0,11
14.0,5
15.0,2
16.0,-7
17.0,13
18.0,-9
19.0,-30
20.0,-23
21.0,-20
22.0,-17
23.0,-61
24.0,-34
25.0,-27
26.0,-16
27.0,-9
28.0,-2
29.0,-7
30.0,-6
31.0,12
32.0,57
33.0,41
34.0,27
35.0,71
36.0,45
37.0,28
38.0,18
39.0,56
40.0,32
41.0,20
42.0,50
43.0,19
44.0,-10
45.0,13
45.5,4
46.0,-6
47.0,-9
48.0,-11
49.0,-12
50.0,-13
51.0,-13
52.0,-13
53.0,-13
54.0,-13
55.0,-43
56.0,-24
57.0,-13
58.0,-22
59.0,-42
60.0,-24
61.0,-6
62.0,31
63.0,14
64.0,6
65.0,29
66.0,13
67.0,2
68.0,-18
69.0,-14
70.0,-65
71.0,-81
72.0,-64
73.0,-35
74.0,-19
75.0,15
76.0,14
77.0,49
78.0,22
79.0,7
80.0,-33
81.0,-17
82.0,-9
83.0,-3
84.0,-5
85.0,16
86.0,4
87.0,-5
88.0,-7
89.0,-9
90.0,-11
90.5,31
