GAME_ID,odds_home,odds_away
0022400061,1.42,2.98
0022400062,1.95,1.88
0022400064,1.35,3.33
0022400069,1.5,2.68
0022400068,1.3,3.65
0022400071,2.67,1.5
0022400065,1.78,2.09
0022400066,2.49,1.56
0022400072,3.32,1.35
0022400067,3.06,1.4
0022400070,2.15,1.74
0022400063,2.86,1.44
0022400074,1.27,3.96
0022400075,1.75,2.14
0022400076,1.94,1.9
0022400073,7.92,1.09
0022400079,1.44,2.85
0022400080,1.18,5.04
0022400082,1.59,2.44
0022400085,1.82,2.03
0022400083,1.24,4.29
0022400081,1.52,2.61
0022400077,1.16,5.51
0022400086,3.08,1.39
0022400078,2.77,1.46
0022400084,3.09,1.39
0022400087,1.31,3.61
0022400096,1.89,1.95
0022400095,2.41,1.6
0022400094,2.03,1.81
0022400090,4.46,1.22
0022400089,6.82,1.11
0022400088,2.95,1.41
0022400101,1.25,4.12
0022400098,3.93,1.27
0022400097,1.3,3.7
0022400100,1.19,4.97
0022400103,1.33,3.43
0022400104,1.25,4.1
0022400110,1.14,6.09
0022400105,1.28,3.86
0022400106,1.69,2.23
0022400102,1.48,2.76
0022400111,1.54,2.55
0022400112,1.12,6.6
0022400107,3.91,1.27
0022400108,1.48,2.74
0022400116,2.09,1.78
0022400114,1.56,2.5
0022400113,2.79,1.47
0022400115,3.07,1.39
0022400118,1.59,2.43
0022400123,2.87,1.44
0022400127,1.3,3.69
0022400122,2.06,1.8
0022400119,3.21,1.37
0022400120,1.57,2.48
0022400125,1.13,6.46
0022400124,1.15,5.87
0022400121,2.73,1.49
0022400117,1.42,2.99
0022400129,1.38,3.14
0022400131,2.53,1.55
0022400130,2.17,1.74
0022400128,2.99,1.42
0022400135,2.95,1.43
0022400133,1.34,3.4
0022400138,2.54,1.54
0022400139,1.6,2.43
0022400136,1.84,2.01
0022400140,5.47,1.17
0022400137,4.16,1.25
0022400134,3.12,1.38
0022400148,1.18,5.26
0022400144,1.53,2.6
0022400150,2.86,1.44
0022400145,1.78,2.09
0022400142,1.91,1.93
0022400149,1.12,6.89
0022400146,2.42,1.59
0022400143,4.12,1.25
0022400152,1.98,1.87
0022400153,1.37,3.2
0022400151,1.67,2.29
0022400157,4.8,1.2
0022400154,1.28,3.82
0022400164,1.86,2.0
0022400160,1.33,3.43
0022400165,1.54,2.58
0022400166,1.19,5.04
0022400161,2.1,1.78
0022400168,1.57,2.5
0022400159,1.84,2.01
0022400162,1.18,5.22
0022400158,2.51,1.56
0022400167,1.33,3.47
0022400163,1.13,6.58
0022400155,5.17,1.18
0022400156,3.32,1.35
0022400171,3.25,1.36
0022400172,1.39,3.15
0022400175,3.13,1.38
0022400176,1.2,4.76
0022400177,3.26,1.36
0022400173,1.37,3.2
0022400179,1.81,2.05
0022400170,1.47,2.77
0022400178,1.51,2.65
0022400180,1.16,5.66
0022400174,1.57,2.48
0022400169,1.99,1.86
0022400181,4.25,1.24
0022400182,1.22,4.54
0022400183,1.58,2.46
0022400187,1.12,6.81
0022400188,1.63,2.36
0022400190,1.71,2.21
0022400194,1.68,2.26
0022400195,1.33,3.48
0022400193,1.14,6.13
0022400189,1.39,3.08
0022400186,1.29,3.73
0022400196,1.4,3.05
0022400192,1.3,3.67
0022400191,1.33,3.46
0022400185,1.77,2.12
0022400184,3.2,1.37
0022400198,1.71,2.2
0022400199,1.12,6.64
0022400200,1.41,3.04
0022400197,1.39,3.1
0022400208,1.75,2.14
0022400211,1.19,5.06
0022400202,2.64,1.51
0022400206,1.34,3.35
0022400204,1.17,5.46
0022400203,2.31,1.65
0022400205,1.52,2.64
0022400209,1.96,1.89
0022400210,1.96,1.88
0022400207,1.39,3.13
0022400201,2.46,1.58
0022400214,2.04,1.82
0022400212,3.79,1.29
0022400213,1.15,5.88
0022400216,2.2,1.71
0022400215,1.36,3.22
0022400001,1.07,9.49
0022400007,1.7,2.23
0022400005,1.26,4.03
0022400003,1.27,3.98
0022400004,2.37,1.62
0022400008,4.18,1.25
0022400006,2.72,1.49
0022400002,2.02,1.83
0022400225,1.33,3.41
0022400223,1.36,3.28
0022400218,4.61,1.22
0022400219,1.29,3.75
0022400217,1.88,1.97
0022400220,5.34,1.17
0022400227,1.3,3.67
0022400224,1.23,4.4
0022400221,1.09,7.91
0022400228,3.61,1.31
0022400012,1.25,4.16
0022400013,1.2,4.79
0022400017,2.12,1.77
0022400019,1.34,3.38
0022400016,1.51,2.65
0022400014,1.25,4.1
0022400010,1.73,2.17
0022400009,1.54,2.56
0022400020,2.05,1.81
0022400015,2.18,1.73
0022400018,1.33,3.43
0022400011,2.21,1.7
0022400230,1.07,9.96
0022400231,3.63,1.31
0022400232,1.12,6.76
0022400233,1.35,3.31
0022400229,2.43,1.59
0022400236,1.22,4.6
0022400241,2.61,1.52
0022400243,1.22,4.51
0022400234,1.35,3.33
0022400239,2.49,1.57
0022400242,1.34,3.35
0022400238,1.43,2.9
0022400237,2.71,1.49
0022400251,2.76,1.47
