GAME_ID,odds_home,odds_away
0022400245,1.69,2.22
0022400248,1.63,2.34
0022400246,1.09,7.92
0022400249,2.54,1.54
0022400250,1.58,2.45
0022400247,2.32,1.64
0022400244,1.56,2.49
0022400021,1.38,3.14
0022400024,1.11,7.21
0022400026,1.19,4.98
0022400022,1.82,2.04
0022400025,4.7,1.21
0022400252,1.1,7.64
0022400258,1.31,3.64
0022400254,1.43,2.93
0022400259,2.28,1.67
0022400253,1.27,3.93
0022400257,2.56,1.54
0022400256,1.13,6.54
0022400255,2.58,1.53
0022400263,1.45,2.84
0022400262,1.67,2.26
0022400261,3.29,1.36
0022400260,2.2,1.71
0022400032,4.7,1.21
0022400030,2.08,1.79
0022400033,1.52,2.6
0022400031,1.14,5.99
0022400034,2.42,1.6
0022400029,1.45,2.84
0022400027,1.59,2.45
0022400028,9.05,1.07
0022400266,2.49,1.57
0022400270,1.59,2.44
0022400268,1.31,3.59
0022400265,1.25,4.2
0022400269,2.37,1.62
0022400264,3.78,1.29
0022400271,1.29,3.81
0022400275,1.15,5.83
0022400273,1.7,2.21
0022400272,1.14,6.16
0022400274,2.02,1.83
0022400276,1.21,4.69
0022400280,1.72,2.19
0022400281,1.2,4.81
0022400283,1.75,2.15
0022400284,1.11,7.17
0022400279,1.32,3.55
0022400285,2.34,1.63
0022400282,1.2,4.77
0022400278,1.6,2.43
0022400277,2.55,1.54
0022400036,1.44,2.85
0022400037,1.7,2.22
0022400039,1.7,2.23
0022400038,2.09,1.78
0022400035,2.8,1.46
0022400287,1.26,4.11
0022400295,1.88,1.97
0022400292,2.46,1.58
0022400299,2.54,1.53
0022400294,1.69,2.23
0022400289,1.24,4.17
0022400288,1.24,4.22
0022400290,2.77,1.47
0022400297,1.25,4.16
0022400296,2.11,1.77
0022400298,4.96,1.19
0022400293,1.31,3.61
0022400291,4.32,1.24
0022400286,2.48,1.56
0022400041,2.86,1.44
0022400047,5.91,1.15
0022400048,2.27,1.67
0022400046,1.3,3.67
0022400044,1.39,3.07
0022400043,3.42,1.33
0022400045,1.5,2.66
0022400049,3.28,1.36
0022400042,1.15,5.93
0022400040,6.62,1.12
0022400302,1.09,8.13
0022400303,1.88,1.96
0022400304,2.98,1.42
0022400301,1.96,1.9
0022400300,2.85,1.44
0022400307,1.84,2.01
0022400310,2.0,1.84
0022400314,2.29,1.66
0022400308,1.14,6.16
0022400312,2.76,1.48
0022400313,1.42,3.0
0022400309,2.63,1.51
0022400311,2.75,1.48
0022400306,1.43,2.91
0022400315,1.24,4.33
0022400316,1.23,4.34
0022400317,1.34,3.41
0022400318,1.36,3.28
0022400051,1.07,9.37
0022400056,1.52,2.6
0022400058,1.5,2.68
0022400060,1.26,3.97
0022400053,1.51,2.65
0022400057,1.36,3.27
0022400059,1.82,2.04
0022400055,1.1,7.64
0022400054,2.31,1.65
0022400052,2.26,1.67
0022400050,2.62,1.52
0022400319,1.12,6.73
0022400324,2.59,1.53
0022400321,1.59,2.43
0022400323,1.53,2.56
0022400320,2.3,1.66
0022400322,3.0,1.42
0022400325,1.59,2.43
0022400330,2.05,1.81
0022400332,2.54,1.54
0022400327,1.09,8.14
0022400331,1.77,2.11
0022400328,4.85,1.2
0022400329,1.67,2.28
0022400326,7.55,1.1
0022400334,1.6,2.41
0022400335,1.3,3.64
0022400336,2.37,1.62
0022400338,2.01,1.84
0022400339,1.62,2.39
0022400337,3.12,1.39
0022400345,1.35,3.3
0022400342,3.62,1.31
0022400346,1.49,2.72
0022400343,1.3,3.69
0022400344,3.68,1.3
0022400341,6.27,1.13
0022400340,6.94,1.11
0022400350,1.87,1.98
0022400347,2.22,1.7
0022400356,2.29,1.66
0022400358,1.33,3.43
0022400351,2.19,1.71
0022400348,3.0,1.42
0022400352,1.75,2.13
0022400349,1.15,5.76
0022400357,1.17,5.4
0022400354,1.37,3.23
0022400353,4.46,1.23
0022400359,3.53,1.32
0022401205,1.15,5.69
0022401207,3.24,1.37
0022401206,1.2,4.87
0022401208,1.06,10.75
0022401212,1.46,2.79
0022401213,1.35,3.31
0022401210,1.27,3.94
0022401209,1.4,3.08
0022401215,2.38,1.61
0022401214,3.27,1.36
0022401211,1.21,4.71
0022401228,1.95,1.9
0022401220,2.13,1.76
0022401227,2.56,1.54
0022401216,1.35,3.29
0022401219,1.17,5.38
0022401218,2.58,1.53
0022401217,11.34,1.05
0022401226,1.32,3.55
0022401224,4.8,1.2
0022401225,1.86,1.98
0022401223,1.99,1.86
0022401221,2.62,1.52
0022401222,2.18,1.72
0022400363,1.08,8.27
0022400368,1.89,1.95
0022400365,1.24,4.23
0022400367,1.65,2.3
0022400361,3.19,1.37
0022400369,1.42,3.0
0022400371,3.74,1.29
0022400372,1.51,2.62
0022400370,1.88,1.96
0022400364,1.72,2.18
0022400366,1.73,2.18
0022400362,2.42,1.6
0022400360,1.54,2.55
0022400374,1.27,3.96
0022400375,1.94,1.89
0022400373,1.14,6.11
0022400378,2.09,1.79
0022400380,1.25,4.17
0022400384,3.59,1.31
0022400381,5.9,1.15
0022400382,1.27,3.98
0022400383,1.59,2.44
0022400379,1.81,2.05
0022400377,1.73,2.17
0022400387,1.44,2.87
0022400386,1.37,3.22
0022400390,4.15,1.25
0022400389,1.67,2.28
0022400388,4.1,1.26
0022400395,2.31,1.65
0022400392,1.09,8.02
0022400398,1.69,2.23
0022400401,1.12,6.67
0022400402,1.54,2.56
0022400403,1.46,2.78
0022400404,1.38,3.14
0022400396,1.23,4.32
0022400397,1.11,7.2
0022400393,4.63,1.21
0022400394,1.48,2.74
0022400400,1.05,11.01
0022400399,1.42,2.96
0022400391,2.95,1.43
0022400407,1.23,4.37
0022400406,1.49,2.71
0022400408,1.6,2.4
0022400405,1.29,3.77
0022400409,2.17,1.73
0022400413,1.49,2.73
0022400416,3.24,1.36
0022400415,1.39,3.14
0022400411,1.88,1.96
0022400410,2.76,1.48
0022400417,1.63,2.35
0022400418,1.51,2.64
0022400414,1.17,5.34
0022400412,2.61,1.53
0022400420,1.15,5.71
0022400423,3.44,1.34
0022400424,2.36,1.63
0022400422,1.89,1.95
0022400426,1.44,2.88
0022400421,3.6,1.31
0022400419,3.06,1.4
0022400425,1.88,1.96
0022400427,1.9,1.95
0022400430,2.15,1.74
0022400432,1.41,3.03
0022400431,1.4,3.05
0022400435,2.26,1.68
0022400434,2.37,1.62
0022400433,3.26,1.36
0022400429,7.03,1.11
0022400428,7.47,1.1
0022400439,1.28,3.84
0022400441,1.43,2.92
0022400436,1.3,3.71
0022400440,1.32,3.54
0022400438,1.91,1.92
0022400444,2.59,1.53
0022400446,2.4,1.61
0022400447,3.31,1.35
0022400448,1.31,3.58
0022400445,3.42,1.33
0022400442,2.51,1.55
0022400449,1.06,10.29
0022400454,2.5,1.56
0022400450,2.09,1.77
0022400453,1.46,2.81
0022400451,1.63,2.34
0022400452,1.38,3.16
0022400461,1.28,3.82
0022400460,1.5,2.65
0022400457,1.26,4.0
0022400458,1.14,6.16
0022400462,1.4,3.06
0022400459,1.84,2.01
0022400456,2.96,1.42
0022400455,1.76,2.12
0022400467,1.57,2.46
0022400468,1.38,3.18
0022400463,1.76,2.12
0022400465,1.13,6.47
0022400464,2.17,1.73
0022400466,1.14,5.91
0022400472,1.33,3.47
0022400474,4.32,1.23
0022400475,1.43,2.92
0022400471,2.31,1.65
0022400477,1.72,2.19
0022400476,1.64,2.32
0022400473,1.57,2.47
0022400470,2.08,1.79
0022400469,1.32,3.51
0022400482,2.85,1.44
0022400485,1.66,2.29
0022400486,1.36,3.28
0022400481,1.27,3.93
0022400483,1.14,6.1
0022400478,4.15,1.25
0022400480,1.68,2.24
0022400484,2.29,1.66
0022400479,3.12,1.39
0022400488,1.07,9.63
0022400492,1.63,2.35
0022400491,1.55,2.51
0022400490,1.26,3.99
0022400487,1.93,1.92
0022400489,2.92,1.43
0022400498,2.23,1.69
0022400500,1.73,2.17
0022400495,5.24,1.18
0022400496,1.17,5.28
0022400494,2.08,1.78
0022400501,1.58,2.46
0022400497,3.01,1.42
0022400499,1.55,2.54
0022400493,1.4,3.03
0022400505,2.46,1.58
0022400504,3.05,1.41
0022400507,4.32,1.23
0022400508,1.26,4.04
0022400506,2.81,1.46
0022400503,7.16,1.11
0022400502,2.67,1.5
0022400509,1.68,2.25
0022400514,1.79,2.06
0022400515,2.5,1.56
0022400516,1.53,2.58
0022400513,4.17,1.24
0022400511,1.14,6.19
0022400510,1.49,2.72
0022400512,1.21,4.61
0022400517,1.1,7.55
0022400521,1.33,3.45
0022400519,2.83,1.45
0022400522,1.42,2.98
0022400523,2.78,1.46
0022400520,1.71,2.2
0022400518,2.22,1.7
0022400528,1.15,5.77
0022400530,1.2,4.88
0022400531,1.09,8.22
0022400529,2.24,1.68
0022400526,2.95,1.42
0022400525,1.19,4.97
0022400527,1.36,3.25
0022400535,1.79,2.07
0022400533,1.18,5.23
0022400536,2.58,1.53
0022400534,1.48,2.72
0022400542,1.08,8.29
0022400543,1.25,4.17
0022400541,2.67,1.5
0022400540,2.96,1.42
0022400539,1.51,2.65
0022400544,1.83,2.04
0022400547,1.35,3.28
0022400546,1.64,2.32
0022400545,9.48,1.07
0022400551,1.7,2.19
0022400553,1.3,3.64
0022400552,1.55,2.54
0022400549,1.31,3.64
0022400550,2.81,1.46
0022400548,7.9,1.09
0022400556,2.12,1.76
0022400557,1.8,2.06
0022400559,2.18,1.72
0022400558,1.77,2.09
0022400554,3.65,1.3
0022400555,9.53,1.07
0022400560,1.58,2.45
0022400566,1.87,1.97
0022400563,1.42,2.94
0022400568,2.73,1.49
0022400571,1.09,7.86
0022400570,1.55,2.54
0022400564,1.4,3.07
0022400565,1.38,3.14
0022400561,2.77,1.47
0022400567,2.2,1.71
0022400562,7.64,1.1
0022400569,2.84,1.45
0022400575,3.32,1.36
0022400576,1.52,2.64
0022400574,1.7,2.22
0022400573,5.82,1.15
0022400572,2.1,1.78
0022400577,1.09,8.05
0022400581,1.16,5.54
0022400584,1.55,2.55
0022400583,2.26,1.68
0022400585,1.22,4.64
0022400579,2.26,1.68
0022400580,1.17,5.33
0022400578,1.67,2.27
0022400587,1.23,4.35
0022400589,1.11,7.22
0022400590,2.68,1.5
0022400588,1.22,4.51
0022400591,4.92,1.19
0022400586,1.95,1.91
0022400596,1.55,2.52
0022400592,1.65,2.3
0022400594,1.12,6.64
0022400593,3.43,1.33
0022400597,2.6,1.52
0022400598,1.05,11.1
0022400595,1.06,10.02
0022400603,1.33,3.45
0022400605,1.17,5.32
0022400604,4.26,1.24
0022400600,1.32,3.49
0022400611,1.41,3.01
0022400602,1.34,3.41
0022400601,1.48,2.76
0022400599,2.51,1.55
0022400609,1.15,5.8
0022400610,1.11,6.89
0022400607,1.25,4.14
0022400606,5.89,1.15
0022400608,1.97,1.87
0022400612,1.57,2.46
0022400614,2.4,1.6
0022400615,2.02,1.83
0022400620,5.98,1.14
0022400613,6.4,1.13
0022400619,1.33,3.43
0022400618,1.07,9.52
0022400616,1.16,5.69
0022400623,1.48,2.73
0022400626,1.33,3.45
0022400628,1.58,2.46
0022400983,1.09,8.0
0022400629,2.96,1.42
0022400624,1.4,3.04
0022400622,1.38,3.15
0022400625,1.16,5.59
0022400631,4.48,1.23
0022400632,1.22,4.32
0022400630,1.97,1.89
0022400640,1.55,2.54
0022400642,1.62,2.36
0022400635,3.96,1.27
0022400644,1.96,1.88
0022400646,1.62,2.38
0022400634,2.44,1.58
0022400636,3.33,1.34
0022400641,1.53,2.58
0022400638,1.64,2.32
0022400645,1.1,7.67
0022400643,1.2,4.82
0022400637,2.06,1.79
0022400647,7.3,1.11
0022400650,1.44,2.85
0022400649,1.21,4.71
0022400655,4.15,1.25
0022400657,1.12,6.71
0022400652,1.94,1.89
0022400656,1.2,4.85
0022400651,6.04,1.14
0022400653,1.6,2.4
0022400659,1.99,1.86
0022400654,1.94,1.9
0022400658,3.99,1.26
0022400648,2.71,1.49
0022400532,2.57,1.53
0022400661,1.2,4.77
0022400660,2.61,1.52
0022400662,2.84,1.45
0022400666,1.11,7.22
0022400670,1.95,1.9
0022400673,4.43,1.22
0022400667,2.83,1.45
0022400668,1.71,2.22
0022400664,1.44,2.86
0022400669,3.67,1.3
0022400672,1.87,1.99
0022400671,2.42,1.61
0022400665,2.88,1.44
0022400663,1.82,2.04
0022400675,1.17,5.28
0022400678,2.64,1.51
0022400677,2.94,1.42
0022400676,1.56,2.47
0022400674,3.88,1.27
0022400683,5.83,1.15
0022400685,2.2,1.72
0022400681,4.17,1.25
0022400684,2.16,1.74
0022400682,1.57,2.48
0022400680,1.99,1.86
0022400679,6.86,1.11
0022400689,1.12,6.59
0022400690,1.16,5.58
0022400692,1.2,4.9
0022400686,1.25,4.12
0022400694,2.51,1.55
0022400693,2.18,1.76
0022400691,1.34,3.4
0022400687,2.44,1.59
0022400688,6.48,1.13
0022400696,1.07,9.18
0022400699,1.59,2.47
0022400698,5.72,1.15
0022400697,2.78,1.47
0022400695,1.45,2.87
0022400706,1.24,4.29
0022400708,1.61,2.39
0022400704,1.52,2.61
0022400702,1.36,3.28
0022400705,1.05,11.29
0022400707,3.06,1.4
0022400703,1.63,2.36
0022400701,1.53,2.58
0022400700,1.54,2.58
0022400710,1.85,1.99
0022400714,2.36,1.62
0022400715,1.29,3.82
0022400711,4.19,1.25
0022400712,1.56,2.49
0022400716,2.76,1.48
0022400713,2.82,1.45
0022400719,2.51,1.56
0022400723,1.18,5.31
0022400720,1.46,2.8
0022400721,1.8,2.07
0022400727,1.56,2.54
0022400724,1.13,6.26
0022400722,4.69,1.21
0022400725,3.12,1.38
0022400718,2.36,1.62
0022400717,5.06,1.19
0022400728,1.13,6.54
0022400730,1.4,3.11
0022400733,1.47,2.8
0022400731,1.53,2.65
0022400729,1.87,1.98
0022400732,1.98,1.88
0022400736,2.21,1.71
0022400737,2.78,1.47
0022400740,1.36,3.29
0022400739,1.05,11.48
0022400735,10.54,1.06
0022400738,2.73,1.48
0022400734,4.37,1.23
0022400745,3.08,1.39
0022400741,1.64,2.31
0022400751,1.06,10.37
0022400742,2.53,1.54
0022400747,1.58,2.46
0022400748,2.28,1.66
0022400743,1.7,2.2
0022400749,2.97,1.42
0022400750,1.31,3.58
0022400746,2.04,1.8
0022400744,3.21,1.37
0022400753,1.28,3.86
0022400754,2.42,1.6
0022400752,1.15,5.74
0022400755,1.27,3.92
0022400762,2.03,1.82
0022400763,1.23,4.31
0022400768,1.14,6.16
0022400759,3.52,1.33
0022400760,3.15,1.38
0022400758,1.5,2.68
0022400756,1.44,2.9
0022400761,1.06,10.45
0022400757,5.43,1.16
0022400766,2.65,1.5
0022400765,2.15,1.74
0022400764,1.18,5.05
0022400767,2.45,1.58
0022400769,1.31,3.55
0022400777,2.87,1.44
0022400782,3.63,1.3
0022400779,1.25,4.22
0022400783,1.41,3.03
0022400776,1.25,4.1
0022400772,1.8,2.04
0022400773,1.32,3.52
0022400770,1.13,6.22
0022400778,1.11,6.98
0022400774,6.48,1.13
0022400781,4.13,1.25
0022400771,4.39,1.23
0022400786,2.27,1.67
0022400784,1.99,1.87
0022400787,4.33,1.24
0022401004,4.33,1.24
0022400524,1.12,6.5
0022400790,1.97,1.87
0022400794,1.05,11.57
0022400793,1.99,1.87
0022400791,6.18,1.13
0022400792,1.21,4.77
0022400788,1.98,1.86
0022400789,3.08,1.39
0022400796,2.22,1.7
0022400795,2.19,1.71
0022400797,1.35,3.31
0022400803,1.45,2.83
0022400801,1.59,2.44
0022400798,2.09,1.78
0022400805,2.11,1.77
0022400802,2.51,1.56
0022400800,2.36,1.63
0022400804,8.23,1.08
0022400799,2.72,1.48
0022400806,2.67,1.5
0022400808,1.41,3.03
0022400807,1.18,5.06
0022400810,1.47,2.77
0022400809,3.6,1.31
0022400814,2.12,1.77
0022400811,1.33,3.5
0022400819,1.44,2.89
0022400818,1.78,2.1
0022400812,1.26,4.08
0022400817,1.56,2.5
0022400820,3.93,1.27
0022400815,1.12,6.62
0022400813,1.6,2.41
0022400816,2.24,1.69
0022400825,1.77,2.11
0022400822,2.38,1.61
0022400823,1.43,2.92
0022400828,1.18,5.02
0022400826,1.16,5.58
0022400827,3.33,1.35
0022400824,2.23,1.69
0022400821,1.69,2.23
0022400834,1.06,9.92
0022400831,1.68,2.25
0022400835,1.25,4.09
0022400830,3.09,1.39
0022400829,5.2,1.17
0022400832,1.39,3.12
0022400842,4.07,1.25
0022400844,1.32,3.58
0022400841,1.67,2.26
0022400840,9.58,1.07
0022400838,1.26,4.11
0022400837,1.16,5.57
0022400843,4.08,1.26
0022400839,2.96,1.42
0022400836,2.55,1.54
0022400847,1.18,5.06
0022400849,1.43,2.95
0022400846,2.32,1.65
0022400845,2.61,1.52
0022400848,1.38,3.13
0022400851,5.04,1.18
0022400852,1.85,2.0
0022400855,1.87,1.99
0022400859,1.86,1.98
0022400854,2.24,1.69
0022400853,2.03,1.83
0022400858,2.43,1.6
0022400856,1.74,2.17
0022400850,1.79,2.09
0022400865,2.25,1.69
0022400862,1.56,2.51
0022400864,3.11,1.39
0022400863,1.47,2.78
0022400861,1.15,5.84
0022400860,1.59,2.44
0022400866,1.45,2.85
0022400867,1.2,4.85
0022400869,2.99,1.42
0022400870,1.38,3.19
0022400868,1.18,5.09
0022400873,2.01,1.85
0022400871,6.81,1.12
0022400872,3.35,1.35
0022400880,2.1,1.78
0022400877,1.29,3.81
0022400876,2.02,1.84
0022400879,1.1,7.78
0022400881,4.72,1.21
0022400878,1.32,3.51
0022400875,6.32,1.13
0022400884,2.74,1.49
0022400886,6.56,1.13
0022400890,1.31,3.61
0022400887,1.12,6.89
0022400885,1.86,2.0
0022400882,1.56,2.52
0022400889,2.22,1.7
0022400888,1.63,2.36
0022400891,1.26,4.07
0022400893,1.12,6.69
0022400896,1.29,3.79
0022400898,2.33,1.64
0022400897,1.15,5.84
0022400895,3.26,1.36
0022400894,1.48,2.73
0022400892,3.98,1.27
0022400899,1.83,2.03
0022400900,1.11,7.41
0022400902,2.35,1.63
0022400903,1.71,2.21
0022400901,5.11,1.18
0022400944,1.31,3.6
0022400906,4.46,1.22
0022400909,1.26,4.05
0022400911,1.4,3.06
0022400907,2.34,1.64
0022400910,1.4,3.08
0022400908,1.8,2.06
0022400905,1.46,2.8
0022400904,9.11,1.07
0022400918,1.42,2.97
0022400919,1.5,2.69
0022400913,1.35,3.33
0022400916,1.51,2.67
0022400917,1.38,3.17
0022400915,1.57,2.49
0022400912,2.82,1.46
0022400923,4.53,1.22
0022400921,3.21,1.37
0022400927,1.41,3.02
0022400922,3.25,1.37
0022400925,1.18,5.09
0022400924,1.4,3.07
0022400926,2.41,1.6
0022400920,1.34,3.43
0022400928,1.23,4.35
0022400929,1.08,8.86
0022400933,2.45,1.59
0022400938,1.15,5.79
0022400934,1.65,2.32
0022400931,1.25,4.17
0022400930,2.83,1.46
0022400939,2.05,1.82
0022400937,1.39,3.14
0022400935,1.69,2.23
0022400940,1.1,7.89
0022400943,3.52,1.33
0022400942,1.92,1.93
0022400941,1.1,7.77
0022400945,1.34,3.42
0022400946,1.68,2.27
0022400952,1.78,2.11
0022400949,1.55,2.53
0022400948,1.8,2.08
0022400953,2.43,1.6
0022400947,1.69,2.24
0022400950,1.21,4.69
0022401141,2.09,1.78
0022400956,1.82,2.04
0022400957,1.35,3.36
0022400955,1.42,2.98
0022400960,2.68,1.5
0022400965,1.09,7.91
0022400961,1.15,5.64
0022400958,3.55,1.32
0022400963,1.18,5.05
0022400959,6.93,1.11
0022400967,1.77,2.1
0022400964,1.72,2.18
0022400966,1.8,2.06
0022400962,2.13,1.76
0022400975,1.14,6.13
0022400974,1.39,3.14
0022400970,1.29,3.76
0022400972,1.6,2.41
0022400968,5.21,1.18
0022400973,2.05,1.83
0022400971,1.43,2.96
0022400969,2.49,1.57
0022400979,1.2,4.83
0022400976,1.38,3.18
0022400538,1.12,6.4
0022400977,1.73,2.17
0022400982,2.77,1.47
0022400981,1.11,7.08
0022400978,2.95,1.43
0022400980,1.36,3.31
0022400987,3.08,1.4
0022400990,1.17,5.18
0022400985,1.06,10.29
0022400537,1.25,4.17
0022400986,1.18,5.03
0022400984,1.36,3.29
0022400991,1.26,4.1
0022400995,1.43,2.93
0022400992,1.7,2.24
0022400989,2.59,1.53
0022400994,1.13,6.41
0022401012,2.09,1.78
0022400997,2.16,1.74
0022400993,3.63,1.3
0022401006,1.48,2.73
0022401000,2.64,1.51
0022401001,1.12,6.5
0022400999,2.14,1.74
0022400998,1.19,4.79
0022401007,1.45,2.8
0022401008,2.53,1.54
0022401009,3.09,1.39
0022401003,3.86,1.27
0022401002,1.16,5.39
0022400627,1.71,2.19
0022401005,1.09,7.64
0022400996,3.59,1.31
0022401011,1.3,3.64
0022401013,1.34,3.39
0022401010,3.45,1.33
0022401019,4.14,1.25
0022401023,1.39,3.1
0022401015,2.55,1.53
0022401021,3.76,1.29
0022401022,2.04,1.82
0022401018,1.44,2.84
0022401017,1.04,12.83
0022401020,7.91,1.08
0022401014,3.75,1.28
0022401025,2.19,1.72
0022401028,1.2,4.76
0022401026,1.08,8.47
0022401027,1.83,2.03
0022401031,1.2,4.69
0022401035,1.34,3.37
0022401036,2.02,1.84
0022401032,1.35,3.27
0022401034,3.11,1.39
0022401033,1.91,1.94
0022401030,10.01,1.07
0022401029,1.14,6.11
0022401041,1.66,2.29
0022401042,1.71,2.21
0022401040,2.33,1.64
0022401038,2.47,1.57
0022401037,2.0,1.85
0022401043,1.66,2.29
0022401044,2.63,1.51
0022401039,1.75,2.13
0022401049,1.31,3.56
0022401047,2.53,1.55
0022401048,1.18,5.06
0022401051,3.09,1.39
0022401052,3.89,1.27
0022401050,5.08,1.18
0022401046,1.26,3.98
0022401045,2.64,1.51
0022401057,1.17,5.17
0022401054,1.72,2.17
0022401056,2.56,1.53
0022401055,1.98,1.87
0022401053,1.68,2.25
0022401058,2.7,1.48
0022401059,1.1,7.12
0022401063,2.44,1.58
0022401062,1.82,2.03
0022401060,1.39,3.09
0022401066,1.41,2.96
0022401064,1.19,4.94
0022401065,6.58,1.12
0022401061,6.22,1.13
0022401072,8.79,1.07
0022401073,1.04,12.72
0022401070,1.85,2.02
0022401071,1.32,3.5
0022401068,6.45,1.12
0022401069,1.43,2.9
0022401067,3.11,1.39
0022401077,1.71,2.19
0022401074,1.89,1.96
0022401076,3.68,1.29
0022401080,6.09,1.13
0022401079,1.27,3.91
0022401078,1.79,2.09
0022401075,1.76,2.11
0022401081,1.37,3.24
0022401085,1.71,2.19
0022401083,1.56,2.48
0022401084,1.35,3.3
0022401082,1.34,3.39
0022401087,3.0,1.41
0022401088,2.15,1.75
0022401086,5.41,1.16
0022401095,1.22,4.43
0022401096,1.55,2.52
0022401091,2.25,1.67
0022401090,1.57,2.44
0022401094,1.08,8.07
