match_id,home_team,home_team_id,away_team,away_team_id,wins_home,wins_away,overtimes,total_non_overtime,home_win_rate,home_team_avg_rating,home_team_std_rating,home_team_avg_ADR,home_team_std_ADR,home_team_avg_Swing,home_team_std_Swing,away_team_avg_rating,away_team_std_rating,away_team_avg_ADR,away_team_std_ADR,away_team_avg_Swing,away_team_std_Swing,source_url
2383841,The MongolZ,6248,Natus Vincere,4608,5,5,1,10,0.5,0.94,0.1927,68.9,12.68,-1.61,2.87,1.18,0.2335,77.88,19.64,1.58,2.74,https://www.hltv.org/matches/2383841/the-mongolz-vs-natus-vincere-iem-cologne-2025
2383831,G2,5995,FURIA,8297,2,0,0,2,1.0,0.916,0.2449,63.18,16.24,-1.69,2.9,1.22,0.2394,75.64,13.0,1.55,2.9,https://www.hltv.org/matches/2383831/g2-vs-furia-iem-cologne-2025
2383839,FaZe,6667,Natus Vincere,4608,10,16,3,26,0.3846,0.836,0.0689,63.46,10.28,-2.18,1.24,1.27,0.2593,78.82,16.99,2.18,2.65,https://www.hltv.org/matches/2383839/faze-vs-natus-vincere-iem-cologne-2025
2383838,MOUZ,4494,Spirit,7020,13,11,6,24,0.5417,1.024,0.088,72.88,5.93,-0.35,1.5,1.08,0.1378,76.12,14.24,0.33,1.43,https://www.hltv.org/matches/2383838/mouz-vs-spirit-iem-cologne-2025
2383830,The MongolZ,6248,Vitality,9565,3,15,2,18,0.1667,0.842,0.2403,62.7,14.44,-2.64,3.09,1.282,0.2402,83.74,14.73,2.56,3.25,https://www.hltv.org/matches/2383830/the-mongolz-vs-vitality-iem-cologne-2025
2383837,Ninjas in Pyjamas,4411,Natus Vincere,4608,0,0,0,0,,0.972,0.1023,74.4,7.46,-1.13,1.55,1.142,0.1887,76.34,7.47,1.13,3.04,https://www.hltv.org/matches/2383837/ninjas-in-pyjamas-vs-natus-vincere-iem-cologne-2025
2383836,FaZe,6667,Aurora,11861,8,7,4,15,0.5333,1.346,0.3718,86.72,15.51,3.25,5.3,0.872,0.2977,67.7,18.72,-3.33,3.95,https://www.hltv.org/matches/2383836/faze-vs-aurora-iem-cologne-2025
2383828,Falcons,11283,FURIA,8297,2,1,2,3,0.6667,1.004,0.2297,67.5,16.84,-0.33,2.6,1.02,0.1173,70.0,9.21,0.33,1.54,https://www.hltv.org/matches/2383828/falcons-vs-furia-iem-cologne-2025
2383829,3DMAX,4914,G2,5995,2,2,0,4,0.5,0.83,0.0623,63.02,5.51,-2.73,1.25,1.222,0.1162,74.64,9.28,2.74,1.98,https://www.hltv.org/matches/2383829/3dmax-vs-g2-iem-cologne-2025
2383833,Aurora,11861,Spirit,7020,3,8,2,11,0.2727,0.886,0.1688,67.6,6.96,-1.38,2.41,1.202,0.4784,75.66,33.35,1.39,4.47,https://www.hltv.org/matches/2383833/aurora-vs-spirit-iem-cologne-2025
2383834,FaZe,6667,Liquid,5973,10,4,2,14,0.7143,1.414,0.3045,86.56,18.15,3.88,3.3,0.854,0.3701,61.96,10.89,-3.99,5.11,https://www.hltv.org/matches/2383834/faze-vs-liquid-iem-cologne-2025
2383832,Natus Vincere,4608,MOUZ,4494,8,9,2,17,0.4706,0.944,0.2964,67.68,20.29,-0.94,3.4,1.142,0.1634,77.92,4.67,0.79,2.63,https://www.hltv.org/matches/2383832/natus-vincere-vs-mouz-iem-cologne-2025
2383835,Ninjas in Pyjamas,4411,HEROIC,7175,2,1,0,3,0.6667,1.276,0.2409,87.66,11.87,2.54,2.97,0.84,0.1817,64.52,14.9,-2.56,3.16,https://www.hltv.org/matches/2383835/ninjas-in-pyjamas-vs-heroic-iem-cologne-2025
2383826,FURIA,8297,Astralis,6665,5,2,1,7,0.7143,1.444,0.2029,77.76,18.66,4.42,2.55,0.618,0.0673,51.02,9.65,-4.43,0.97,https://www.hltv.org/matches/2383826/furia-vs-astralis-iem-cologne-2025
2383824,G2,5995,Vitality,9565,0,0,0,0,,0.938,0.2454,65.9,13.48,-2.14,3.39,1.186,0.0314,76.56,6.38,2.06,0.95,https://www.hltv.org/matches/2383824/g2-vs-vitality-iem-cologne-2025
2383827,GamerLegion,9928,3DMAX,4914,4,1,0,5,0.8,1.06,0.1218,75.68,6.28,-0.05,1.58,1.064,0.1218,73.98,7.13,-0.01,1.26,https://www.hltv.org/matches/2383827/gamerlegion-vs-3dmax-iem-cologne-2025
2383825,Falcons,11283,The MongolZ,6248,2,1,1,3,0.6667,0.956,0.2155,70.12,15.28,-1.34,2.5,1.126,0.3349,72.78,15.91,1.26,3.85,https://www.hltv.org/matches/2383825/falcons-vs-the-mongolz-iem-cologne-2025
2383764,Spirit,7020,HEROIC,7175,0,0,0,0,,1.14,0.2702,81.4,18.68,1.04,3.14,0.972,0.1292,72.9,11.06,-1.12,1.9,https://www.hltv.org/matches/2383764/spirit-vs-heroic-iem-cologne-2025
2383761,MOUZ,4494,Liquid,5973,6,3,1,9,0.6667,1.176,0.1643,80.16,10.17,1.91,2.14,0.904,0.1969,67.4,11.66,-2.02,2.89,https://www.hltv.org/matches/2383761/mouz-vs-liquid-iem-cologne-2025
2383762,Natus Vincere,4608,FaZe,6667,14,9,3,23,0.6087,1.082,0.1904,73.1,15.57,1.3,2.12,0.94,0.1575,68.42,10.92,-1.3,1.86,https://www.hltv.org/matches/2383762/natus-vincere-vs-faze-iem-cologne-2025
2383763,Aurora,11861,Ninjas in Pyjamas,4411,2,1,0,3,0.6667,1.158,0.2545,75.2,16.23,0.98,3.1,0.926,0.1115,69.44,7.42,-1.04,1.74,https://www.hltv.org/matches/2383763/aurora-vs-ninjas-in-pyjamas-iem-cologne-2025
2383757,Vitality,9565,Astralis,6665,13,5,2,18,0.7222,1.15,0.2326,77.76,6.32,1.2,3.27,0.958,0.268,75.48,14.5,-1.31,3.61,https://www.hltv.org/matches/2383757/vitality-vs-astralis-iem-cologne-2025
2383760,The MongolZ,6248,3DMAX,4914,7,6,0,13,0.5385,1.238,0.0995,87.74,8.83,2.38,1.52,0.91,0.2173,72.46,11.67,-2.54,3.01,https://www.hltv.org/matches/2383760/the-mongolz-vs-3dmax-iem-cologne-2025
2383758,G2,5995,FURIA,8297,0,0,0,0,,1.144,0.204,69.28,12.33,1.28,2.47,0.934,0.1776,69.18,9.97,-1.28,3.17,https://www.hltv.org/matches/2383758/g2-vs-furia-iem-cologne-2025
2383759,Falcons,11283,GamerLegion,9928,6,4,0,10,0.6,1.254,0.2097,80.2,15.2,2.13,3.12,0.914,0.2275,68.04,15.45,-2.16,2.44,https://www.hltv.org/matches/2383759/falcons-vs-gamerlegion-iem-cologne-2025
2383783,Astralis,6665,paiN,4773,5,2,0,7,0.7143,1.102,0.1675,78.04,11.79,0.53,2.3,1.014,0.2676,71.68,17.42,-0.53,3.93,https://www.hltv.org/matches/2383783/astralis-vs-pain-iem-cologne-2025-stage-1
2383785,3DMAX,4914,TYLOO,4863,0,4,0,4,0.0,1.14,0.2252,75.26,13.57,0.81,2.7,1.036,0.1603,76.24,7.07,-0.81,2.7,https://www.hltv.org/matches/2383785/3dmax-vs-tyloo-iem-cologne-2025-stage-1
2383784,Virtus.pro,5378,HEROIC,7175,0,0,0,0,,0.922,0.2389,71.98,10.47,-1.9,3.16,1.192,0.3653,77.1,16.59,1.9,4.84,https://www.hltv.org/matches/2383784/virtuspro-vs-heroic-iem-cologne-2025-stage-1
2383786,FlyQuest,12774,Liquid,5973,0,0,0,0,,0.99,0.0817,72.42,6.98,-0.18,0.98,1.082,0.0631,75.5,12.11,0.18,0.79,https://www.hltv.org/matches/2383786/flyquest-vs-liquid-iem-cologne-2025-stage-1
2383779,BIG,7532,paiN,4773,1,2,0,3,0.3333,0.938,0.1209,68.76,11.54,-0.84,1.25,1.102,0.1559,70.92,6.01,0.85,2.01,https://www.hltv.org/matches/2383779/big-vs-pain-iem-cologne-2025-stage-1
2383778,Astralis,6665,FURIA,8297,2,3,1,5,0.4,0.956,0.1211,67.36,9.47,-1.02,1.48,1.142,0.2916,77.66,13.67,0.95,3.38,https://www.hltv.org/matches/2383778/astralis-vs-furia-iem-cologne-2025-stage-1
2383775,FaZe,6667,Liquid,5973,8,3,2,11,0.7273,1.174,0.2434,76.96,10.29,1.88,3.35,0.886,0.1719,66.42,7.06,-1.95,2.88,https://www.hltv.org/matches/2383775/faze-vs-liquid-iem-cologne-2025-stage-1
2383780,MIBR,9215,HEROIC,7175,0,0,0,0,,0.79,0.3508,61.62,28.3,-3.48,3.68,1.34,0.1161,81.12,9.26,3.48,2.86,https://www.hltv.org/matches/2383780/mibr-vs-heroic-iem-cologne-2025-stage-1
2383776,3DMAX,4914,Ninjas in Pyjamas,4411,0,0,0,0,,0.89,0.2685,69.66,20.45,-2.5,3.0,1.208,0.2599,78.54,17.12,2.49,2.65,https://www.hltv.org/matches/2383776/3dmax-vs-ninjas-in-pyjamas-iem-cologne-2025-stage-1
2383781,Complexity,5005,TYLOO,4863,0,2,0,2,0.0,0.938,0.1535,66.98,3.62,-0.83,2.48,1.106,0.1894,72.84,6.17,0.79,2.56,https://www.hltv.org/matches/2383781/complexity-vs-tyloo-iem-cologne-2025-stage-1
2383777,GamerLegion,9928,Virtus.pro,5378,2,0,0,2,1.0,1.096,0.2973,76.54,20.45,1.14,3.38,0.942,0.2002,66.44,13.65,-1.14,2.46,https://www.hltv.org/matches/2383777/gamerlegion-vs-virtuspro-iem-cologne-2025-stage-1
2383750,Liquid,5973,paiN,4773,2,0,1,2,1.0,1.188,0.0823,79.4,5.86,1.58,1.07,0.858,0.1298,63.94,10.18,-1.58,2.14,https://www.hltv.org/matches/2383750/liquid-vs-pain-iem-cologne-2025-stage-1
2383752,Ninjas in Pyjamas,4411,HEROIC,7175,0,0,0,0,,1.132,0.0668,78.12,4.06,0.61,1.48,0.948,0.1251,71.38,7.67,-0.63,1.95,https://www.hltv.org/matches/2383752/ninjas-in-pyjamas-vs-heroic-iem-cologne-2025-stage-1
2383749,FaZe,6667,BIG,7532,2,1,0,3,0.6667,1.228,0.291,77.08,10.02,2.43,4.17,0.898,0.2479,69.84,14.38,-2.43,2.86,https://www.hltv.org/matches/2383749/faze-vs-big-iem-cologne-2025-stage-1
2383751,3DMAX,4914,MIBR,9215,4,1,1,5,0.8,1.186,0.2262,72.26,8.35,2.66,2.52,0.854,0.1588,65.0,17.2,-2.67,1.47,https://www.hltv.org/matches/2383751/3dmax-vs-mibr-iem-cologne-2025-stage-1
2383756,FlyQuest,12774,FURIA,8297,0,0,0,0,,0.926,0.096,66.0,6.29,-0.61,1.57,1.104,0.0625,72.78,8.58,0.57,0.73,https://www.hltv.org/matches/2383756/flyquest-vs-furia-iem-cologne-2025-stage-1
2383755,Astralis,6665,B8,11241,3,3,1,6,0.5,1.298,0.2886,78.88,12.82,3.19,2.97,0.76,0.0787,62.68,9.25,-3.18,0.81,https://www.hltv.org/matches/2383755/astralis-vs-b8-iem-cologne-2025-stage-1
2383753,GamerLegion,9928,Complexity,5005,2,1,0,3,0.6667,1.21,0.1108,83.72,8.99,1.88,0.87,0.896,0.1157,63.42,5.97,-1.99,2.09,https://www.hltv.org/matches/2383753/gamerlegion-vs-complexity-iem-cologne-2025-stage-1
2383754,TYLOO,4863,Virtus.pro,5378,2,0,1,2,1.0,0.908,0.2794,65.66,18.81,-2.44,3.58,1.222,0.1812,80.82,7.82,2.45,2.54,https://www.hltv.org/matches/2383754/tyloo-vs-virtuspro-iem-cologne-2025-stage-1
2382619,Vitality,9565,The MongolZ,6248,13,2,2,15,0.8667,1.184,0.1095,83.44,6.82,1.11,1.66,0.96,0.1744,71.24,13.71,-1.18,3.31,https://www.hltv.org/matches/2382619/vitality-vs-the-mongolz-blasttv-austin-major-2025
2382617,paiN,4773,The MongolZ,6248,3,3,3,6,0.5,0.772,0.2086,63.04,13.37,-3.41,3.35,1.328,0.2301,77.44,7.97,3.41,2.33,https://www.hltv.org/matches/2382617/pain-vs-the-mongolz-blasttv-austin-major-2025
2382618,MOUZ,4494,Vitality,9565,8,22,1,30,0.2667,0.962,0.1455,69.86,15.02,-0.39,1.9,1.116,0.1648,76.12,14.82,0.38,1.95,https://www.hltv.org/matches/2382618/mouz-vs-vitality-blasttv-austin-major-2025
2382615,FaZe,6667,The MongolZ,6248,2,2,1,4,0.5,0.992,0.0826,73.62,9.11,-0.89,1.47,1.086,0.2001,76.44,8.45,0.89,2.99,https://www.hltv.org/matches/2382615/faze-vs-the-mongolz-blasttv-austin-major-2025
2382616,Natus Vincere,4608,Vitality,9565,1,9,2,10,0.1,0.976,0.1388,69.72,8.6,-1.09,2.88,1.132,0.2501,70.66,15.98,0.98,3.3,https://www.hltv.org/matches/2382616/natus-vincere-vs-vitality-blasttv-austin-major-2025
2382613,FURIA,8297,paiN,4773,2,2,0,4,0.5,1.004,0.1078,73.84,11.96,-0.46,0.97,1.058,0.1235,71.52,7.54,0.46,1.97,https://www.hltv.org/matches/2382613/furia-vs-pain-blasttv-austin-major-2025
2382614,Spirit,7020,MOUZ,4494,10,11,5,21,0.4762,1.024,0.1968,70.96,14.31,-0.39,2.51,1.092,0.1485,74.18,7.58,0.39,2.12,https://www.hltv.org/matches/2382614/spirit-vs-mouz-blasttv-austin-major-2025
2382612,Virtus.pro,5378,paiN,4773,3,6,1,9,0.3333,1.094,0.1227,75.1,10.72,0.12,2.14,1.084,0.2201,76.38,14.1,-0.15,2.74,https://www.hltv.org/matches/2382612/virtuspro-vs-pain-blasttv-austin-major-2025
2382611,The MongolZ,6248,G2,5995,5,5,2,10,0.5,1.146,0.2092,77.34,14.8,1.35,2.51,1.0,0.1806,75.6,14.74,-1.51,1.44,https://www.hltv.org/matches/2382611/the-mongolz-vs-g2-blasttv-austin-major-2025
2382610,Legacy,12468,MOUZ,4494,0,0,0,0,,1.092,0.1395,78.22,9.06,-0.05,1.59,0.968,0.1347,65.74,7.93,0.01,1.62,https://www.hltv.org/matches/2382610/legacy-vs-mouz-blasttv-austin-major-2025
2382609,Natus Vincere,4608,G2,5995,9,5,1,14,0.6429,1.04,0.1498,70.76,9.21,0.13,1.66,1.006,0.1453,69.74,7.2,-0.23,1.98,https://www.hltv.org/matches/2382609/natus-vincere-vs-g2-blasttv-austin-major-2025
2382608,Virtus.pro,5378,Vitality,9565,4,8,1,12,0.3333,0.818,0.0605,63.48,11.57,-2.53,1.14,1.248,0.2238,78.84,12.21,2.47,2.64,https://www.hltv.org/matches/2382608/virtuspro-vs-vitality-blasttv-austin-major-2025
2382607,Aurora,11861,MOUZ,4494,5,8,2,13,0.3846,0.914,0.1394,69.86,6.83,-0.96,2.56,1.116,0.048,77.2,7.6,0.96,0.83,https://www.hltv.org/matches/2382607/aurora-vs-mouz-blasttv-austin-major-2025
2382606,The MongolZ,6248,FaZe,6667,2,0,1,2,1.0,0.882,0.1878,65.38,11.8,-2.91,1.71,1.198,0.3361,76.82,14.85,2.91,4.11,https://www.hltv.org/matches/2382606/the-mongolz-vs-faze-blasttv-austin-major-2025
2382605,3DMAX,4914,paiN,4773,1,0,0,1,1.0,0.912,0.1182,62.46,8.24,-1.4,2.13,1.136,0.1059,76.3,12.52,1.4,1.73,https://www.hltv.org/matches/2382605/3dmax-vs-pain-blasttv-austin-major-2025
2382604,Legacy,12468,Lynn Vision,8840,0,1,0,1,0.0,1.212,0.2719,80.92,16.55,1.52,2.54,0.85,0.1701,61.24,4.63,-1.53,2.5,https://www.hltv.org/matches/2382604/legacy-vs-lynn-vision-blasttv-austin-major-2025
2382602,MOUZ,4494,Liquid,5973,4,2,0,6,0.6667,1.024,0.1755,70.6,5.87,0.21,2.18,1.046,0.2029,74.12,15.37,-0.21,2.47,https://www.hltv.org/matches/2382602/mouz-vs-liquid-blasttv-austin-major-2025
2382603,paiN,4773,Nemiga,7969,3,1,0,4,0.75,1.092,0.1593,77.04,6.33,0.76,2.13,0.984,0.1401,70.56,12.12,-0.78,2.03,https://www.hltv.org/matches/2382603/pain-vs-nemiga-blasttv-austin-major-2025
2382600,Spirit,7020,Natus Vincere,4608,17,7,4,24,0.7083,1.2,0.2564,79.66,12.51,2.25,2.93,0.886,0.2687,62.4,15.72,-2.41,3.55,https://www.hltv.org/matches/2382600/spirit-vs-natus-vincere-blasttv-austin-major-2025
2382601,FURIA,8297,Virtus.pro,5378,3,4,1,7,0.4286,1.304,0.1891,80.94,19.6,3.31,1.67,0.704,0.1389,52.38,10.53,-3.35,2.06,https://www.hltv.org/matches/2382601/furia-vs-virtuspro-blasttv-austin-major-2025
2382599,The MongolZ,6248,Lynn Vision,8840,11,5,2,16,0.6875,1.218,0.1964,73.9,18.09,2.19,2.33,0.894,0.3239,67.36,15.06,-2.43,4.47,https://www.hltv.org/matches/2382599/the-mongolz-vs-lynn-vision-blasttv-austin-major-2025
2382598,Aurora,11861,G2,5995,6,1,0,7,0.8571,0.824,0.4844,65.18,19.51,-4.6,6.05,1.364,0.3276,74.36,21.1,4.6,2.88,https://www.hltv.org/matches/2382598/aurora-vs-g2-blasttv-austin-major-2025
2382597,Legacy,12468,FaZe,6667,2,0,0,2,1.0,0.834,0.1201,65.94,4.92,-2.06,1.79,1.224,0.2976,81.7,11.72,2.06,5.41,https://www.hltv.org/matches/2382597/legacy-vs-faze-blasttv-austin-major-2025
2382596,3DMAX,4914,Vitality,9565,0,4,1,4,0.0,0.688,0.1729,49.7,10.98,-5.35,2.71,1.464,0.381,86.72,19.82,5.35,4.38,https://www.hltv.org/matches/2382596/3dmax-vs-vitality-blasttv-austin-major-2025
2382595,G2,5995,paiN,4773,4,0,0,4,1.0,1.378,0.2376,86.48,12.02,2.68,3.22,0.904,0.0677,77.78,7.08,-2.68,2.82,https://www.hltv.org/matches/2382595/g2-vs-pain-blasttv-austin-major-2025
2382594,The MongolZ,6248,Liquid,5973,8,2,0,10,0.8,1.256,0.3173,78.28,19.44,2.49,3.51,0.768,0.264,63.18,17.71,-2.49,3.46,https://www.hltv.org/matches/2382594/the-mongolz-vs-liquid-blasttv-austin-major-2025
2382593,Vitality,9565,Nemiga,7969,0,0,0,0,,1.246,0.222,80.62,22.96,2.75,2.78,0.87,0.2762,60.04,15.25,-2.75,4.52,https://www.hltv.org/matches/2382593/vitality-vs-nemiga-blasttv-austin-major-2025
2382592,MOUZ,4494,FaZe,6667,6,10,2,16,0.375,0.922,0.2235,71.36,18.13,-1.37,2.11,1.182,0.2078,77.8,10.11,1.28,2.61,https://www.hltv.org/matches/2382592/mouz-vs-faze-blasttv-austin-major-2025
2382591,3DMAX,4914,Natus Vincere,4608,0,0,0,0,,0.936,0.1139,68.62,11.66,-0.75,1.77,1.102,0.1081,69.32,13.73,0.75,1.77,https://www.hltv.org/matches/2382591/3dmax-vs-natus-vincere-blasttv-austin-major-2025
2382590,Spirit,7020,Lynn Vision,8840,0,0,0,0,,1.156,0.2337,67.8,19.9,2.05,2.45,0.852,0.1433,58.36,0.87,-2.05,1.12,https://www.hltv.org/matches/2382590/spirit-vs-lynn-vision-blasttv-austin-major-2025
2382588,Virtus.pro,5378,Legacy,12468,0,0,0,0,,1.14,0.3749,70.84,19.16,0.93,4.74,0.956,0.2994,69.12,17.01,-0.93,3.69,https://www.hltv.org/matches/2382588/virtuspro-vs-legacy-blasttv-austin-major-2025
2382589,Aurora,11861,FURIA,8297,7,6,2,13,0.5385,0.876,0.3282,62.28,18.29,-2.04,3.42,1.306,0.301,82.6,22.12,2.04,5.2,https://www.hltv.org/matches/2382589/aurora-vs-furia-blasttv-austin-major-2025
2382439,Liquid,5973,Lynn Vision,8840,0,0,0,0,,0.868,0.1406,68.54,14.89,-4.16,2.83,1.278,0.303,75.16,8.51,3.84,3.8,https://www.hltv.org/matches/2382439/liquid-vs-lynn-vision-blasttv-austin-major-2025
2382438,Natus Vincere,4608,Nemiga,7969,0,0,0,0,,1.292,0.456,83.7,29.46,2.21,6.28,0.848,0.3079,65.26,20.38,-2.21,4.66,https://www.hltv.org/matches/2382438/natus-vincere-vs-nemiga-blasttv-austin-major-2025
2382436,The MongolZ,6248,FURIA,8297,9,2,2,11,0.8182,0.978,0.1491,72.56,6.53,-0.62,1.7,1.062,0.228,72.54,17.6,0.63,2.16,https://www.hltv.org/matches/2382436/the-mongolz-vs-furia-blasttv-austin-major-2025
2382437,Aurora,11861,FaZe,6667,6,8,4,14,0.4286,1.308,0.5043,82.06,22.12,3.19,4.88,0.856,0.1689,65.18,20.02,-3.71,3.65,https://www.hltv.org/matches/2382437/aurora-vs-faze-blasttv-austin-major-2025
2382435,G2,5995,3DMAX,4914,6,4,0,10,0.6,0.892,0.5153,65.3,15.76,-3.47,6.86,1.366,0.2893,83.92,11.22,3.29,5.84,https://www.hltv.org/matches/2382435/g2-vs-3dmax-blasttv-austin-major-2025
2382434,Spirit,7020,paiN,4773,0,0,0,0,,1.358,0.4129,78.48,23.37,4.69,4.8,0.718,0.3411,55.12,21.79,-4.69,3.62,https://www.hltv.org/matches/2382434/spirit-vs-pain-blasttv-austin-major-2025
2382433,MOUZ,4494,Virtus.pro,5378,4,2,2,6,0.6667,0.966,0.1177,70.12,12.52,-0.9,1.76,1.068,0.2244,71.36,4.25,0.9,2.77,https://www.hltv.org/matches/2382433/mouz-vs-virtuspro-blasttv-austin-major-2025
2382432,Vitality,9565,Legacy,12468,2,0,0,2,1.0,0.766,0.1038,64.32,9.86,-5.34,2.13,1.376,0.1859,75.1,20.75,5.34,2.1,https://www.hltv.org/matches/2382432/vitality-vs-legacy-blasttv-austin-major-2025
2382587,FaZe,6667,MIBR,9215,0,0,0,0,,1.194,0.2881,78.12,14.94,2.14,3.52,0.884,0.2319,66.94,15.71,-2.16,3.37,https://www.hltv.org/matches/2382587/faze-vs-mibr-blasttv-austin-major-2025-stage-2
2382586,B8,11241,Lynn Vision,8840,0,0,0,0,,0.964,0.2092,70.5,14.97,-1.62,2.7,1.15,0.1774,78.14,9.54,1.51,2.27,https://www.hltv.org/matches/2382586/b8-vs-lynn-vision-blasttv-austin-major-2025-stage-2
2382585,Nemiga,7969,HEROIC,7175,9,13,3,22,0.4091,1.122,0.2948,70.66,16.0,1.47,4.06,0.982,0.2424,74.0,14.79,-1.58,2.99,https://www.hltv.org/matches/2382585/nemiga-vs-heroic-blasttv-austin-major-2025-stage-2
2382583,FaZe,6667,3DMAX,4914,4,0,0,4,1.0,0.92,0.1712,69.12,12.99,-1.8,2.17,1.162,0.1715,78.1,5.77,1.41,1.86,https://www.hltv.org/matches/2382583/faze-vs-3dmax-blasttv-austin-major-2025-stage-2
2382582,Falcons,11283,MIBR,9215,0,0,0,0,,1.048,0.0534,72.64,5.59,-0.37,0.74,1.02,0.0914,66.96,11.37,0.37,1.38,https://www.hltv.org/matches/2382582/falcons-vs-mibr-blasttv-austin-major-2025-stage-2
2382584,FURIA,8297,B8,11241,0,0,0,0,,1.12,0.1717,73.24,13.15,0.71,2.62,0.982,0.16,70.14,7.14,-0.71,1.9,https://www.hltv.org/matches/2382584/furia-vs-b8-blasttv-austin-major-2025-stage-2
2382581,paiN,4773,Lynn Vision,8840,2,1,1,3,0.6667,1.268,0.2717,79.34,23.17,2.82,2.24,0.736,0.1354,54.88,10.18,-2.82,1.54,https://www.hltv.org/matches/2382581/pain-vs-lynn-vision-blasttv-austin-major-2025-stage-2
2382579,TYLOO,4863,HEROIC,7175,0,0,0,0,,1.082,0.0705,74.32,4.29,0.07,1.64,1.088,0.2401,77.86,7.2,-0.07,4.38,https://www.hltv.org/matches/2382579/tyloo-vs-heroic-blasttv-austin-major-2025-stage-2
2382577,OG,10503,Falcons,11283,0,0,0,0,,0.882,0.124,64.1,5.66,-1.05,1.35,1.148,0.1577,76.16,8.22,0.96,2.05,https://www.hltv.org/matches/2382577/og-vs-falcons-blasttv-austin-major-2025-stage-2
2382578,MIBR,9215,BetBoom,12394,2,4,1,6,0.3333,1.06,0.1142,68.86,7.22,0.48,1.29,0.914,0.1193,65.8,10.23,-0.48,1.63,https://www.hltv.org/matches/2382578/mibr-vs-betboom-blasttv-austin-major-2025-stage-2
2382576,paiN,4773,Virtus.pro,5378,6,1,0,7,0.8571,0.982,0.2159,70.24,9.6,-0.61,2.91,1.074,0.1194,72.24,12.14,0.61,1.57,https://www.hltv.org/matches/2382576/pain-vs-virtuspro-blasttv-austin-major-2025-stage-2
2382575,FaZe,6667,Legacy,12468,0,0,0,0,,0.864,0.1673,62.68,8.91,-1.33,2.2,1.164,0.0907,78.86,10.02,1.33,1.3,https://www.hltv.org/matches/2382575/faze-vs-legacy-blasttv-austin-major-2025-stage-2
2382574,B8,11241,HEROIC,7175,4,9,1,13,0.3077,1.162,0.0911,80.16,10.34,0.76,1.26,0.952,0.1932,67.52,13.21,-0.77,2.89,https://www.hltv.org/matches/2382574/b8-vs-heroic-blasttv-austin-major-2025-stage-2
2382573,FURIA,8297,M80,12376,5,3,1,8,0.625,1.2,0.2979,75.86,12.77,2.13,3.47,0.864,0.1905,66.24,8.5,-2.13,2.86,https://www.hltv.org/matches/2382573/furia-vs-m80-blasttv-austin-major-2025-stage-2
2382572,3DMAX,4914,Nemiga,7969,4,6,2,10,0.4,1.118,0.2638,77.48,14.61,0.81,3.32,0.964,0.4261,68.88,22.68,-0.8,4.85,https://www.hltv.org/matches/2382572/3dmax-vs-nemiga-blasttv-austin-major-2025-stage-2
2382571,TYLOO,4863,Lynn Vision,8840,32,35,7,67,0.4776,0.77,0.1712,65.42,8.54,-3.28,2.01,1.348,0.1311,87.68,12.14,3.07,1.36,https://www.hltv.org/matches/2382571/tyloo-vs-lynn-vision-blasttv-austin-major-2025-stage-2
2382446,MIBR,9215,Nemiga,7969,2,1,0,3,0.6667,1.02,0.4792,74.18,22.38,-1.27,5.96,1.08,0.2648,73.42,14.84,1.13,2.27,https://www.hltv.org/matches/2382446/mibr-vs-nemiga-blasttv-austin-major-2025-stage-2
2382444,Falcons,11283,Lynn Vision,8840,0,0,0,0,,0.86,0.1088,69.92,10.94,-1.36,1.73,1.156,0.2809,75.4,19.34,1.36,3.0,https://www.hltv.org/matches/2382444/falcons-vs-lynn-vision-blasttv-austin-major-2025-stage-2
2382445,HEROIC,7175,BetBoom,12394,2,3,2,5,0.4,1.136,0.2775,76.52,15.84,1.52,4.12,0.962,0.2066,69.9,9.25,-1.52,2.74,https://www.hltv.org/matches/2382445/heroic-vs-betboom-blasttv-austin-major-2025-stage-2
2382442,FaZe,6667,TYLOO,4863,0,0,0,0,,1.31,0.2406,77.28,13.92,2.93,3.07,0.702,0.1667,59.04,9.94,-2.93,2.35,https://www.hltv.org/matches/2382442/faze-vs-tyloo-blasttv-austin-major-2025-stage-2
2382443,3DMAX,4914,Legacy,12468,2,1,1,3,0.6667,0.824,0.1444,59.2,6.62,-2.42,1.74,1.176,0.2292,70.7,18.74,2.14,1.94,https://www.hltv.org/matches/2382443/3dmax-vs-legacy-blasttv-austin-major-2025-stage-2
2382440,paiN,4773,FURIA,8297,1,2,0,3,0.3333,1.07,0.43,65.9,18.67,1.4,5.63,0.988,0.2496,68.8,14.05,-1.39,4.11,https://www.hltv.org/matches/2382440/pain-vs-furia-blasttv-austin-major-2025-stage-2
2382441,Virtus.pro,5378,B8,11241,0,0,0,0,,1.41,0.694,79.2,29.49,4.92,8.63,0.71,0.2402,52.66,11.69,-4.92,4.35,https://www.hltv.org/matches/2382441/virtuspro-vs-b8-blasttv-austin-major-2025-stage-2
2382431,M80,12376,TYLOO,4863,0,0,0,0,,1.024,0.2879,69.52,19.1,-1.2,4.41,1.116,0.1681,73.82,10.01,1.19,2.39,https://www.hltv.org/matches/2382431/m80-vs-tyloo-blasttv-austin-major-2025-stage-2
