match_id,home_team,home_team_id,away_team,away_team_id,wins_home,wins_away,overtimes,total_non_overtime,home_win_rate,home_team_avg_rating,home_team_std_rating,home_team_avg_ADR,home_team_std_ADR,home_team_avg_Swing,home_team_std_Swing,away_team_avg_rating,away_team_std_rating,away_team_avg_ADR,away_team_std_ADR,away_team_avg_Swing,away_team_std_Swing,source_url
2384855,FURIA,8297,G2,5995,2,2,1,4,0.5,0.786,0.0753,60.76,9.43,-3.37,1.45,1.37,0.2831,83.72,11.69,3.37,3.18,https://www.hltv.org/matches/2384855/furia-vs-g2-blast-open-london-2025-finals
2384854,Vitality,9565,MOUZ,4494,24,11,1,35,0.6857,1.228,0.1434,71.84,13.88,2.42,1.69,0.834,0.2882,60.56,16.86,-2.43,3.93,https://www.hltv.org/matches/2384854/vitality-vs-mouz-blast-open-london-2025-finals
2384853,FaZe,6667,G2,5995,2,1,1,3,0.6667,0.91,0.0716,67.26,9.81,-1.78,0.62,1.234,0.1854,79.9,4.0,1.61,1.81,https://www.hltv.org/matches/2384853/faze-vs-g2-blast-open-london-2025-finals
2384852,MOUZ,4494,M80,12376,0,0,0,0,,1.128,0.1469,78.24,8.38,1.02,1.63,0.942,0.1116,71.8,7.76,-1.08,1.72,https://www.hltv.org/matches/2384852/mouz-vs-m80-blast-open-london-2025-finals
2384851,Spirit,7020,G2,5995,2,1,0,3,0.6667,0.936,0.2021,70.7,15.46,-1.24,2.37,1.128,0.1466,76.82,8.76,1.24,1.57,https://www.hltv.org/matches/2384851/spirit-vs-g2-blast-open-london-2025
2384850,MOUZ,4494,FURIA,8297,13,8,3,21,0.619,1.004,0.1646,71.38,16.36,-0.87,2.58,1.12,0.1527,75.68,5.18,0.87,2.04,https://www.hltv.org/matches/2384850/mouz-vs-furia-blast-open-london-2025
2384842,Vitality,9565,FaZe,6667,17,9,3,26,0.6538,1.108,0.1395,77.54,5.0,0.86,2.02,1.044,0.3013,74.18,19.88,-0.87,4.19,https://www.hltv.org/matches/2384842/vitality-vs-faze-blast-open-london-2025
2384849,FlyQuest,12774,G2,5995,0,0,0,0,,0.69,0.1871,54.16,9.38,-3.4,3.3,1.342,0.295,81.98,7.78,3.21,3.65,https://www.hltv.org/matches/2384849/flyquest-vs-g2-blast-open-london-2025
2384848,Liquid,5973,Spirit,7020,2,5,0,7,0.2857,0.946,0.2186,67.48,10.28,-1.23,2.17,1.174,0.2875,81.06,27.33,1.23,3.51,https://www.hltv.org/matches/2384848/liquid-vs-spirit-blast-open-london-2025
2384840,M80,12376,Natus Vincere,4608,0,2,0,2,0.0,1.05,0.1396,73.74,11.06,-0.3,1.56,1.044,0.1685,73.26,7.7,0.18,2.01,https://www.hltv.org/matches/2384840/m80-vs-natus-vincere-blast-open-london-2025
2384841,fnatic,4991,GamerLegion,9928,1,0,0,1,1.0,1.07,0.1137,76.7,2.71,0.34,1.7,0.974,0.1512,70.06,14.96,-0.35,1.67,https://www.hltv.org/matches/2384841/fnatic-vs-gamerlegion-blast-open-london-2025
2384847,Spirit,7020,FURIA,8297,10,2,1,12,0.8333,1.076,0.393,73.92,23.89,-1.11,5.76,1.152,0.2628,78.58,16.16,1.06,3.78,https://www.hltv.org/matches/2384847/spirit-vs-furia-blast-open-london-2025
2384846,MOUZ,4494,G2,5995,4,1,0,5,0.8,1.098,0.0445,73.8,2.8,1.29,0.98,0.924,0.2156,70.88,13.92,-1.34,3.17,https://www.hltv.org/matches/2384846/mouz-vs-g2-blast-open-london-2025
2384845,FlyQuest,12774,Legacy,12468,0,0,0,0,,1.046,0.1429,75.24,7.54,-0.35,2.23,1.046,0.126,77.1,10.06,-0.03,1.68,https://www.hltv.org/matches/2384845/flyquest-vs-legacy-blast-open-london-2025
2384844,Imperial,9455,Liquid,5973,1,2,0,3,0.3333,0.986,0.0671,72.58,8.15,-0.71,0.81,1.064,0.2562,77.6,15.68,0.35,2.96,https://www.hltv.org/matches/2384844/imperial-vs-liquid-blast-open-london-2025
2384839,FaZe,6667,Natus Vincere,4608,10,18,3,28,0.3571,1.172,0.3573,75.08,17.45,1.35,5.55,0.98,0.1099,72.96,8.42,-1.52,1.86,https://www.hltv.org/matches/2384839/faze-vs-natus-vincere-blast-open-london-2025
2384838,Vitality,9565,GamerLegion,9928,2,0,0,2,1.0,1.138,0.1899,76.26,8.76,1.27,2.71,0.934,0.1545,73.32,8.39,-1.41,2.39,https://www.hltv.org/matches/2384838/vitality-vs-gamerlegion-blast-open-london-2025
2384837,M80,12376,Virtus.pro,5378,1,2,0,3,0.3333,1.032,0.13,69.0,17.38,0.46,1.71,1.024,0.1093,72.34,8.96,-0.49,1.55,https://www.hltv.org/matches/2384837/m80-vs-virtuspro-blast-open-london-2025
2384814,FURIA,8297,Legacy,12468,0,1,1,1,0.0,1.116,0.1893,75.88,11.48,0.63,2.68,0.936,0.1471,64.5,9.97,-0.64,2.29,https://www.hltv.org/matches/2384814/furia-vs-legacy-blast-open-london-2025
2384813,Spirit,7020,FlyQuest,12774,4,0,0,4,1.0,1.352,0.3751,86.58,21.79,3.39,3.8,0.778,0.1224,62.28,8.4,-3.55,1.07,https://www.hltv.org/matches/2384813/spirit-vs-flyquest-blast-open-london-2025
2384812,G2,5995,Liquid,5973,0,0,0,0,,1.342,0.2413,81.66,14.28,3.09,2.7,0.86,0.1188,70.36,6.1,-3.24,1.65,https://www.hltv.org/matches/2384812/g2-vs-liquid-blast-open-london-2025
2384811,MOUZ,4494,Imperial,9455,0,2,2,2,0.0,1.132,0.202,76.74,8.82,0.63,2.67,0.98,0.1849,71.52,9.89,-0.63,2.84,https://www.hltv.org/matches/2384811/mouz-vs-imperial-blast-open-london-2025
2384810,Natus Vincere,4608,fnatic,4991,0,0,0,0,,1.272,0.0531,79.18,10.58,1.59,0.83,0.866,0.2046,67.22,10.25,-1.64,2.63,https://www.hltv.org/matches/2384810/natus-vincere-vs-fnatic-blast-open-london-2025
2384809,FaZe,6667,ECSTATIC,11419,0,0,0,0,,1.142,0.2408,77.0,15.72,1.44,3.03,0.96,0.2414,69.16,18.57,-1.5,2.75,https://www.hltv.org/matches/2384809/faze-vs-ecstatic-blast-open-london-2025
2384808,GamerLegion,9928,Virtus.pro,5378,4,0,0,4,1.0,1.186,0.2134,83.1,10.28,1.22,2.69,0.932,0.2289,65.68,11.43,-1.24,3.1,https://www.hltv.org/matches/2384808/gamerlegion-vs-virtuspro-blast-open-london-2025
2384807,Vitality,9565,M80,12376,2,0,0,2,1.0,1.07,0.2053,73.3,11.88,-0.11,2.73,1.048,0.191,70.5,13.38,0.11,2.58,https://www.hltv.org/matches/2384807/vitality-vs-m80-blast-open-london-2025
2384388,The MongolZ,6248,Aurora,11861,13,7,5,20,0.65,1.178,0.1692,78.58,11.13,1.87,2.29,0.93,0.2249,69.7,15.69,-1.86,3.38,https://www.hltv.org/matches/2384388/the-mongolz-vs-aurora-esports-world-cup-2025
2384387,Vitality,9565,Falcons,11283,10,5,4,15,0.6667,0.882,0.1455,68.54,4.54,-2.15,2.55,1.238,0.3033,78.56,21.16,2.09,3.45,https://www.hltv.org/matches/2384387/vitality-vs-falcons-esports-world-cup-2025
2384386,Aurora,11861,Falcons,11283,7,3,2,10,0.7,1.168,0.2041,74.82,10.68,1.91,1.91,0.932,0.1186,69.34,10.85,-1.91,2.05,https://www.hltv.org/matches/2384386/aurora-vs-falcons-esports-world-cup-2025
2384385,The MongolZ,6248,Vitality,9565,5,17,2,22,0.2273,1.116,0.205,78.6,10.95,0.35,2.94,1.026,0.1411,73.3,10.13,-0.35,1.84,https://www.hltv.org/matches/2384385/the-mongolz-vs-vitality-esports-world-cup-2025
2384383,Falcons,11283,MOUZ,4494,7,10,2,17,0.4118,1.046,0.1807,68.9,9.89,0.37,2.33,1.05,0.2288,74.1,2.44,-0.38,2.97,https://www.hltv.org/matches/2384383/falcons-vs-mouz-esports-world-cup-2025
2384384,HEROIC,7175,Aurora,11861,3,7,1,10,0.3,0.94,0.2128,69.14,9.77,-1.45,2.28,1.156,0.1897,76.54,10.55,1.45,1.86,https://www.hltv.org/matches/2384384/heroic-vs-aurora-esports-world-cup-2025
2384381,TYLOO,4863,Vitality,9565,0,0,0,0,,0.812,0.1584,61.76,12.05,-2.97,2.31,1.308,0.3521,80.22,18.5,2.97,4.16,https://www.hltv.org/matches/2384381/tyloo-vs-vitality-esports-world-cup-2025
2384382,The MongolZ,6248,3DMAX,4914,9,6,0,15,0.6,1.184,0.2155,78.38,8.18,0.92,2.75,0.89,0.1637,69.58,6.07,-0.99,1.99,https://www.hltv.org/matches/2384382/the-mongolz-vs-3dmax-esports-world-cup-2025
2384303,MOUZ,4494,Virtus.pro,5378,4,3,2,7,0.5714,0.99,0.1638,70.24,9.39,0.12,1.9,1.016,0.1578,68.84,10.24,-0.12,1.74,https://www.hltv.org/matches/2384303/mouz-vs-virtuspro-esports-world-cup-2025
2384304,G2,5995,Falcons,11283,2,4,0,6,0.3333,0.896,0.136,71.82,10.2,-2.26,1.54,1.192,0.1696,80.76,10.79,2.26,2.35,https://www.hltv.org/matches/2384304/g2-vs-falcons-esports-world-cup-2025
2384305,FaZe,6667,Aurora,11861,10,7,4,17,0.5882,1.082,0.2327,73.58,12.22,-0.77,2.02,1.056,0.1723,74.14,7.55,0.77,2.74,https://www.hltv.org/matches/2384305/faze-vs-aurora-esports-world-cup-2025
2384306,Spirit,7020,HEROIC,7175,2,0,1,2,1.0,1.054,0.2228,74.54,19.69,-0.55,2.51,1.008,0.191,70.5,8.89,0.54,2.27,https://www.hltv.org/matches/2384306/spirit-vs-heroic-esports-world-cup-2025
2384299,Vitality,9565,Liquid,5973,12,2,3,14,0.8571,1.104,0.2693,73.34,11.2,0.44,3.33,1.048,0.2603,72.36,15.65,-0.48,2.99,https://www.hltv.org/matches/2384299/vitality-vs-liquid-esports-world-cup-2025
2384300,TYLOO,4863,Astralis,6665,5,2,1,7,0.7143,1.036,0.1593,75.6,9.03,-0.04,2.47,1.1,0.1073,78.4,7.01,0.02,1.53,https://www.hltv.org/matches/2384300/tyloo-vs-astralis-esports-world-cup-2025
2384301,Natus Vincere,4608,3DMAX,4914,1,0,1,1,1.0,1.026,0.1387,70.84,12.48,-0.62,1.56,1.036,0.0965,71.02,9.39,0.61,1.28,https://www.hltv.org/matches/2384301/natus-vincere-vs-3dmax-esports-world-cup-2025
2384302,GamerLegion,9928,The MongolZ,6248,0,4,1,4,0.0,0.936,0.1852,70.34,11.79,-3.05,2.34,1.298,0.2419,88.12,13.6,3.03,2.79,https://www.hltv.org/matches/2384302/gamerlegion-vs-the-mongolz-esports-world-cup-2025
2384149,Legacy,12468,Vitality,9565,1,2,0,3,0.3333,0.916,0.2075,67.08,11.36,-1.31,2.71,1.168,0.1107,76.02,8.36,1.31,1.37,https://www.hltv.org/matches/2384149/legacy-vs-vitality-blast-bounty-2025-season-2
2384143,HEROIC,7175,Aurora,11861,3,5,1,8,0.375,0.806,0.1681,62.04,5.74,-3.35,2.11,1.294,0.0891,85.02,11.01,3.35,0.96,https://www.hltv.org/matches/2384143/heroic-vs-aurora-blast-bounty-2025-season-2
2384148,B8,11241,MOUZ,4494,0,0,0,0,,0.796,0.1658,62.86,16.18,-1.91,2.14,1.212,0.1847,80.96,9.9,1.86,2.51,https://www.hltv.org/matches/2384148/b8-vs-mouz-blast-bounty-2025-season-2
2384146,paiN,4773,The MongolZ,6248,3,5,3,8,0.375,0.972,0.2447,75.76,10.18,-1.25,3.58,1.174,0.1842,77.24,16.26,1.24,2.61,https://www.hltv.org/matches/2384146/pain-vs-the-mongolz-blast-bounty-2025-season-2
2384147,Liquid,5973,FURIA,8297,9,2,1,11,0.8182,1.096,0.1266,73.76,11.85,0.76,1.18,1.004,0.1662,72.28,12.96,-0.76,1.61,https://www.hltv.org/matches/2384147/liquid-vs-furia-blast-bounty-2025-season-2
2384142,G2,5995,Spirit,7020,0,0,0,0,,0.98,0.0822,70.64,8.44,-0.72,2.39,1.102,0.1323,74.88,5.61,0.72,1.81,https://www.hltv.org/matches/2384142/g2-vs-spirit-blast-bounty-2025-season-2
2384144,Virtus.pro,5378,FaZe,6667,3,5,3,8,0.375,1.052,0.21,72.56,16.71,-0.06,2.94,1.046,0.1689,69.64,16.54,0.06,1.46,https://www.hltv.org/matches/2384144/virtuspro-vs-faze-blast-bounty-2025-season-2
2384145,Astralis,6665,Natus Vincere,4608,4,7,1,11,0.3636,1.164,0.2195,76.0,12.12,1.79,2.41,0.908,0.207,65.66,11.27,-1.82,1.38,https://www.hltv.org/matches/2384145/astralis-vs-natus-vincere-blast-bounty-2025-season-2
2384128,Complexity,5005,HEROIC,7175,0,0,0,0,,1.012,0.3501,77.3,15.83,-1.02,4.18,1.17,0.1724,80.62,9.99,1.02,1.94,https://www.hltv.org/matches/2384128/complexity-vs-heroic-blast-bounty-2025-season-2
2384140,NRG,6673,Vitality,9565,0,0,0,0,,0.694,0.0898,55.88,9.29,-4.05,2.33,1.38,0.2416,82.96,8.35,3.89,3.67,https://www.hltv.org/matches/2384140/nrg-vs-vitality-blast-bounty-2025-season-2
2384134,FlyQuest,12774,Aurora,11861,0,2,0,2,0.0,0.838,0.1685,65.4,12.52,-2.18,2.27,1.214,0.1181,76.5,9.89,2.19,1.27,https://www.hltv.org/matches/2384134/flyquest-vs-aurora-blast-bounty-2025-season-2
2384136,ENCE,4869,The MongolZ,6248,2,1,0,3,0.6667,0.91,0.1185,70.64,11.66,-1.36,1.45,1.154,0.1725,74.78,10.79,1.36,1.66,https://www.hltv.org/matches/2384136/ence-vs-the-mongolz-blast-bounty-2025-season-2
2384129,fnatic,4991,Legacy,12468,0,0,0,0,,0.932,0.1134,66.34,9.07,-1.22,1.76,1.098,0.1289,75.3,10.25,1.22,1.72,https://www.hltv.org/matches/2384129/fnatic-vs-legacy-blast-bounty-2025-season-2
2384127,Ninjas in Pyjamas,4411,paiN,4773,0,0,0,0,,0.954,0.1097,71.62,10.56,-1.19,1.04,1.114,0.3208,72.7,15.9,1.06,4.3,https://www.hltv.org/matches/2384127/ninjas-in-pyjamas-vs-pain-blast-bounty-2025-season-2
2384141,OG,10503,MOUZ,4494,0,0,0,0,,0.886,0.2169,66.78,4.86,-2.18,3.73,1.234,0.222,82.02,16.4,2.18,2.72,https://www.hltv.org/matches/2384141/og-vs-mouz-blast-bounty-2025-season-2
2384137,BIG,7532,FURIA,8297,2,2,0,4,0.5,0.828,0.1332,65.72,5.36,-3.01,2.11,1.236,0.2457,85.94,4.3,3.01,3.94,https://www.hltv.org/matches/2384137/big-vs-furia-blast-bounty-2025-season-2
2384135,Rare Atom,11514,Astralis,6665,0,0,0,0,,0.702,0.0818,60.98,5.15,-4.11,1.5,1.412,0.2999,89.12,15.57,4.11,3.62,https://www.hltv.org/matches/2384135/rare-atom-vs-astralis-blast-bounty-2025-season-2
2384138,Passion UA,12426,Spirit,7020,0,0,0,0,,0.878,0.1125,67.1,11.04,-2.42,1.71,1.198,0.2559,81.44,14.13,2.31,2.65,https://www.hltv.org/matches/2384138/passion-ua-vs-spirit-blast-bounty-2025-season-2
2384133,TNL,12833,Natus Vincere,4608,0,0,0,0,,0.96,0.1646,70.7,14.83,-0.98,1.58,1.13,0.2211,77.76,11.59,0.91,2.93,https://www.hltv.org/matches/2384133/tnl-vs-natus-vincere-blast-bounty-2025-season-2
2384126,MIBR,9215,Virtus.pro,5378,5,3,0,8,0.625,0.964,0.1691,70.7,10.58,-0.85,3.05,1.132,0.1871,78.72,7.71,0.85,2.28,https://www.hltv.org/matches/2384126/mibr-vs-virtuspro-blast-bounty-2025-season-2
2384139,BetBoom,12394,FaZe,6667,0,0,0,0,,0.944,0.1953,67.44,15.88,-1.25,2.22,1.11,0.1493,77.16,12.05,1.13,2.56,https://www.hltv.org/matches/2384139/betboom-vs-faze-blast-bounty-2025-season-2
2384132,Nemiga,7969,G2,5995,0,0,0,0,,0.99,0.091,70.64,5.52,-0.28,0.92,1.112,0.1434,79.34,9.23,0.27,2.23,https://www.hltv.org/matches/2384132/nemiga-vs-g2-blast-bounty-2025-season-2
2384130,ECSTATIC,11419,Liquid,5973,0,0,0,0,,0.988,0.1192,77.14,13.16,-1.13,1.67,1.136,0.1007,76.96,7.19,0.95,1.52,https://www.hltv.org/matches/2384130/ecstatic-vs-liquid-blast-bounty-2025-season-2
2383844,Spirit,7020,MOUZ,4494,13,14,8,27,0.4815,1.154,0.2088,74.62,15.7,2.19,2.4,0.91,0.0976,68.44,5.33,-2.35,1.78,https://www.hltv.org/matches/2383844/spirit-vs-mouz-iem-cologne-2025
2383842,Vitality,9565,MOUZ,4494,24,9,1,33,0.7273,0.878,0.2978,65.34,11.22,-1.51,3.62,1.194,0.2064,82.7,15.65,1.42,2.67,https://www.hltv.org/matches/2383842/vitality-vs-mouz-iem-cologne-2025
2383843,Spirit,7020,Natus Vincere,4608,19,7,4,26,0.7308,1.06,0.2184,76.38,12.32,0.3,2.88,1.016,0.0873,72.78,12.86,-0.37,1.45,https://www.hltv.org/matches/2383843/spirit-vs-natus-vincere-iem-cologne-2025
2383840,MOUZ,4494,FURIA,8297,11,7,2,18,0.6111,1.1,0.1929,72.16,11.42,0.58,2.81,0.982,0.0898,71.94,5.03,-0.58,1.51,https://www.hltv.org/matches/2383840/mouz-vs-furia-iem-cologne-2025
