minute,value
1.0,-2
2.0,-11
3.0,-14
4.0,-3
5.0,10
6.0,12
7.0,40
8.0,11
9.0,9
10.0,17
11.0,-23
12.0,77
13.0,27
14.0,5
15.0,-39
16.0,55
17.0,23
18.0,22
19.0,22
20.0,85
21.0,47
22.0,78
23.0,57
24.0,43
25.0,34
26.0,30
27.0,16
28.0,50
29.0,31
30.0,68
31.0,40
32.0,51
33.0,28
34.0,42
35.0,14
36.0,23
37.0,36
38.0,24
39.0,5
40.0,-29
41.0,-14
42.0,-5
43.0,-21
44.0,-18
45.0,-19
45.5,-15
46.0,5
47.0,8
48.0,10
49.0,38
50.0,58
51.0,35
52.0,53
53.0,32
54.0,14
55.0,4
56.0,1
57.0,-10
58.0,-3
59.0,-29
60.0,-18
61.0,-18
62.0,-15
63.0,-13
64.0,-10
65.0,-28
66.0,-16
67.0,-9
68.0,-67
69.0,-46
70.0,-25
71.0,-30
72.0,-40
73.0,-19
74.0,-10
75.0,36
76.0,20
77.0,15
78.0,10
79.0,-9
80.0,-11
81.0,-17
82.0,-5
83.0,6
84.0,9
85.0,-45
86.0,-25
87.0,-17
88.0,56
89.0,86
90.0,53
90.5,-42
