minute,value
1.0,-2
2.0,15
3.0,24
4.0,12
5.0,6
6.0,11
7.0,12
8.0,35
9.0,23
10.0,-42
11.0,-18
12.0,-19
13.0,-19
14.0,30
15.0,27
16.0,20
17.0,65
18.0,63
19.0,29
20.0,8
21.0,15
22.0,9
23.0,9
24.0,11
25.0,28
26.0,-25
27.0,-38
28.0,-87
29.0,-57
30.0,-40
31.0,-21
32.0,-4
33.0,6
34.0,-8
35.0,-11
36.0,-15
37.0,-14
38.0,-13
39.0,19
40.0,12
41.0,-28
42.0,-11
43.0,11
44.0,-9
45.0,26
45.5,38
46.0,-7
47.0,-11
48.0,-18
49.0,-21
50.0,-27
51.0,-23
52.0,-19
53.0,14
54.0,13
55.0,10
56.0,7
57.0,32
58.0,57
59.0,26
60.0,27
61.0,32
62.0,-49
63.0,-20
64.0,-58
65.0,105
66.0,32
67.0,41
68.0,20
69.0,16
70.0,3
71.0,3
72.0,30
73.0,42
74.0,13
75.0,13
76.0,20
77.0,14
78.0,12
79.0,15
80.0,15
81.0,59
82.0,72
83.0,50
84.0,11
85.0,31
86.0,11
87.0,-4
88.0,-5
89.0,78
90.0,40
90.5,-11
