minute,value
1.0,4
2.0,-21
3.0,-25
4.0,-17
5.0,-9
6.0,-5
7.0,16
8.0,11
9.0,14
10.0,20
11.0,26
12.0,6
13.0,-32
14.0,-42
15.0,-30
16.0,-60
17.0,-53
18.0,-21
19.0,-3
20.0,14
21.0,-21
22.0,17
23.0,5
24.0,-3
25.0,17
26.0,6
27.0,44
28.0,27
29.0,51
30.0,32
31.0,-51
32.0,-21
33.0,37
34.0,13
35.0,9
36.0,12
37.0,31
38.0,12
39.0,13
40.0,71
41.0,50
42.0,68
43.0,39
44.0,21
45.0,5
45.5,36
46.0,-2
47.0,-3
48.0,-4
49.0,29
50.0,23
51.0,9
52.0,10
53.0,20
54.0,14
55.0,12
56.0,12
57.0,100
58.0,72
59.0,53
60.0,51
61.0,48
62.0,24
63.0,17
64.0,27
65.0,-20
66.0,30
67.0,38
68.0,25
69.0,5
70.0,2
71.0,-19
72.0,-16
73.0,-13
74.0,-55
75.0,-67
76.0,-43
77.0,-86
78.0,-58
79.0,-59
80.0,-34
81.0,-21
82.0,-29
83.0,-18
84.0,-10
85.0,-4
86.0,-4
87.0,-2
88.0,9
89.0,25
90.0,16
90.5,46
