name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ
Edward Nketiah,,,edward-nketiah,E. Nketiah,F,9,6808,M,EN9,858194,"{'nameTranslation': {'ar': 'إدوارد نكيتياه', 'hi': 'एडवर्ड नेकेटिया', 'bn': 'এডওয়ার্ড এনকেটিয়া'}, 'shortNameTranslation': {'ar': 'إ. نكيتياه', 'hi': 'ई. नेकेटिया', 'bn': 'ই. এনকেটিয়া'}}",False,miss,assisted,head,90,5873,473,,13.9,44.2,0,45.7,81.9
Leander Dendoncker,,,leander-dendoncker,L. Dendoncker,M,20,1731,M,,190405,"{'nameTranslation': {'ar': 'لياندير ديندونكير', 'hi': 'लिऐंडर डेन्डोन्कर', 'bn': 'লিয়েন্ডার ডেনডনকার'}, 'shortNameTranslation': {'ar': 'ل. ديندونكير', 'hi': 'एल. डेन्डोन्कर', 'bn': 'এল. ডেনডনকার'}}",True,block,regular,left-foot,90,5648,248,,20.1,63.4,0,50.8,19.0
John McGinn,,,john-mcginn,J. McGinn,M,7,3796,M,,250223,"{'nameTranslation': {'ar': 'جون ماكجين', 'hi': 'जॉन मैकगिन', 'bn': 'জন ম্যাকগিন'}, 'shortNameTranslation': {'ar': 'ج. ماكجين', 'hi': 'जे. मैकगिन', 'bn': 'জে. ম্যাকগিন'}}",True,block,fast-break,left-foot,90,5640,240,,6.2,66.1,0,49.5,19.0
Matty Cash,,,matty-cash,M. Cash,D,2,9152,M,mattycash622,833956,"{'nameTranslation': {'ar': 'ماتي كاش', 'hi': 'मैटी कैश', 'bn': 'ম্যাটি ক্যাশ'}, 'shortNameTranslation': {'ar': 'م. كاش', 'hi': 'एम. कैश', 'bn': 'এম. ক্যাশ'}}",True,miss,regular,right-foot,76,4555,1855,,27.9,42.7,0,40.2,2.8
Declan Rice,,,declan-rice,D. Rice,M,41,60954,M,DeclanRice,856714,"{'nameTranslation': {'ar': 'ديكلان رايس', 'hi': 'डेक्लान राइस', 'bn': 'ডেক্লান রাইস'}, 'shortNameTranslation': {'ar': 'د. رايس', 'hi': 'डी. राइस', 'bn': 'ডি. রাইস'}}",False,block,free-kick,right-foot,71,4218,1518,,22.2,33.6,0,49.6,19.0
Ollie Watkins,,,ollie-watkins,O. Watkins,F,11,19613,M,OllieWatkins,555386,"{'nameTranslation': {'ar': 'أولي واتكينز', 'hi': 'ओली वॉटकिंस', 'bn': 'অলি ওয়াটকিন্স'}, 'shortNameTranslation': {'ar': 'أ. واتكينز', 'hi': 'ओ. वॉटकिंस', 'bn': 'ও. ওয়াটকিন্স'}}",True,save,fast-break,right-foot,68,4051,1351,,15.1,50.5,0,49.3,1.3
Lucas Digne,,,lucas-digne,L. Digne,D,12,4445,M,LDigne,96538,"{'nameTranslation': {'ar': 'لوكاس دين', 'hi': 'लुकास डिग्ने', 'bn': 'লুকাস ডিগনে'}, 'shortNameTranslation': {'ar': 'ل. دين', 'hi': 'एल. डिग्ने', 'bn': 'এল. ডিগনে'}}",True,save,assisted,left-foot,61,3633,933,,10.4,30.7,0,52.2,3.8
Martin Ødegaard,,,martin-odegaard,M. Ødegaard,M,8,81763,M,Ødegaard,547410,"{'nameTranslation': {'ar': 'مارتن أوديغارد', 'hi': 'मार्टिन ओडेगार्ड', 'bn': 'মার্টিন ওডেগার্ড'}, 'shortNameTranslation': {'ar': 'م. أوديغارد', 'hi': 'एम. ओडेगार्ड', 'bn': 'এম. ওডেগার্ড'}}",False,miss,assisted,left-foot,58,3467,767,,13.9,51.4,0,37.1,9.7
William Saliba,,,william-saliba,W. Saliba,D,2,43547,M,WSaliba4,941168,"{'nameTranslation': {'ar': 'ويليام صاليبا', 'hi': 'विलियम सलीबा', 'bn': 'উইলিয়াম সালিবা'}, 'shortNameTranslation': {'ar': 'و. صاليبا', 'hi': 'डब्लू. सलीबा', 'bn': 'ডব্লিউ. সালিবা'}}",False,block,corner,right-foot,57,3383,683,,1.7,54.2,0,49.4,19.0
Gabriel Jesus,,,gabriel-jesus,G. Jesus,F,9,76694,M,GabrielJesus,794839,"{'nameTranslation': {'ar': 'غابرييل جيسوس', 'hi': 'गेब्रियल जीसस', 'bn': 'গ্যাব্রিয়েল জেসুস'}, 'shortNameTranslation': {'ar': 'ج. جيسوس', 'hi': 'जी. जीसस', 'bn': 'জি. জেসুস'}}",False,save,assisted,right-foot,42,2486,2486,,9.8,31.8,0,46.9,20.9
