minute,value
1.0,-2
2.0,-5
3.0,35
4.0,27
5.0,22
6.0,17
7.0,6
8.0,-5
9.0,-9
10.0,-11
11.0,-12
12.0,-12
13.0,-49
14.0,-27
15.0,-12
16.0,-68
17.0,-41
18.0,-15
19.0,18
20.0,10
21.0,11
22.0,2
23.0,-5
24.0,-4
25.0,-42
26.0,-30
27.0,-19
28.0,-47
29.0,-28
30.0,-15
31.0,-2
32.0,-17
33.0,-33
34.0,-62
35.0,-37
36.0,-35
37.0,20
38.0,-9
39.0,-30
40.0,-25
41.0,-16
42.0,-19
43.0,-66
44.0,-43
45.0,-61
45.5,-44
46.0,-6
47.0,-17
48.0,-15
49.0,-14
50.0,-13
51.0,-12
52.0,-11
53.0,-49
54.0,-52
55.0,-36
56.0,-24
57.0,-14
58.0,-10
59.0,-65
60.0,-40
61.0,-47
62.0,-29
63.0,-39
64.0,-20
65.0,-13
66.0,11
67.0,2
68.0,2
69.0,-11
70.0,-11
71.0,-9
72.0,-54
73.0,-33
74.0,-20
75.0,-13
76.0,-32
77.0,-17
78.0,-9
79.0,-14
80.0,-9
81.0,-34
82.0,-21
83.0,-32
84.0,-19
85.0,-12
86.0,-6
87.0,-9
88.0,-5
89.0,-30
90.0,-24
90.5,-51
