minute,value
1.0,-5
2.0,-18
3.0,-37
4.0,-46
5.0,-36
6.0,-26
7.0,-15
8.0,-11
9.0,-10
10.0,12
11.0,4
12.0,26
13.0,33
14.0,18
15.0,-15
16.0,-33
17.0,-51
18.0,-43
19.0,-35
20.0,-53
21.0,-33
22.0,-27
23.0,-16
24.0,26
25.0,3
26.0,3
27.0,-4
28.0,39
29.0,16
30.0,5
31.0,42
32.0,20
33.0,3
34.0,-6
35.0,-29
36.0,-26
37.0,-7
38.0,-17
39.0,-16
40.0,-16
41.0,16
42.0,-4
43.0,-4
44.0,-9
45.0,-35
45.5,-28
46.0,-1
47.0,10
48.0,-21
49.0,-24
50.0,-14
51.0,-21
52.0,-22
53.0,-20
54.0,40
55.0,42
56.0,17
57.0,2
58.0,19
59.0,7
60.0,2
61.0,45
62.0,24
63.0,6
64.0,-5
65.0,-1
66.0,-11
67.0,-10
68.0,-9
69.0,-1
70.0,-62
71.0,-49
72.0,-35
73.0,-59
74.0,-41
75.0,-26
76.0,-30
77.0,-44
78.0,-30
79.0,19
80.0,-53
81.0,-39
82.0,-30
83.0,-53
84.0,-39
85.0,-25
86.0,-20
87.0,-18
88.0,-35
89.0,-38
90.0,-44
90.5,52
