minute,value
1.0,5
2.0,4
3.0,5
4.0,41
5.0,21
6.0,8
7.0,-6
8.0,9
9.0,-4
10.0,13
11.0,5
12.0,27
13.0,11
14.0,-39
15.0,-16
16.0,-5
17.0,19
18.0,16
19.0,19
20.0,65
21.0,34
22.0,35
23.0,21
24.0,12
25.0,11
26.0,12
27.0,11
28.0,12
29.0,12
30.0,18
31.0,8
32.0,2
33.0,11
34.0,6
35.0,7
36.0,6
37.0,4
38.0,10
39.0,14
40.0,33
41.0,19
42.0,5
43.0,60
44.0,68
45.0,46
45.5,-37
46.0,-8
47.0,-11
48.0,-43
49.0,-31
50.0,-47
51.0,-55
52.0,-24
53.0,48
54.0,-28
55.0,-2
56.0,-9
57.0,-6
58.0,-29
59.0,-8
60.0,6
61.0,10
62.0,56
63.0,34
64.0,-32
65.0,-19
66.0,46
67.0,25
68.0,-32
69.0,10
70.0,19
71.0,42
72.0,40
73.0,33
74.0,21
75.0,16
76.0,-22
77.0,-6
78.0,-14
79.0,-10
80.0,19
81.0,24
82.0,22
83.0,27
84.0,15
85.0,17
86.0,7
87.0,77
88.0,35
89.0,10
90.0,-22
90.5,-27
