Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Touches,Performance_Tkl,Performance_Int,Performance_Blocks,Expected_xG,Expected_npxG,Expected_xAG,SCA_SCA,SCA_GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries_Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,Match Report,player_id
2023-08-12,Sat,Premier League,Matchweek 1,Away,W 1–0,Crystal Palace,Sheffield Utd,Y,DM,90,0,0,0,0,1,1,0,0,57,2,0,1,0.0,0.0,0.1,4,0,38,46,82.6,4,39,0,0,0,Match Report,ce4f40c7
2023-08-21,Mon,Premier League,Matchweek 2,Home,L 0–1,Crystal Palace,Arsenal,Y,DM,90,0,0,0,0,2,0,1,0,59,1,0,2,0.1,0.1,0.0,4,0,42,49,85.7,8,32,0,1,1,Match Report,ce4f40c7
2023-08-26,Sat,Premier League,Matchweek 3,Away,D 1–1,Crystal Palace,Brentford,Y,DM,90,0,0,0,0,0,0,0,0,63,2,1,4,0.0,0.0,0.0,1,0,48,50,96.0,4,38,1,1,1,Match Report,ce4f40c7
2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–2,Crystal Palace,Wolves,Y,"CM,DM",90,0,0,0,0,0,0,0,0,48,6,4,0,0.0,0.0,0.0,1,1,31,35,88.6,2,26,2,2,1,Match Report,ce4f40c7
2023-09-08,Fri,Africa Cup of Nations qualification,Group stage,Home,W 4–0,ml Mali,ss South Sudan,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,ce4f40c7
2023-09-16,Sat,Premier League,Matchweek 5,Away,L 1–3,Crystal Palace,Aston Villa,Y,"DM,CM",89,0,0,0,0,0,0,0,0,48,4,4,3,0.0,0.0,0.3,3,1,31,35,88.6,10,20,3,3,3,Match Report,ce4f40c7
2023-09-23,Sat,Premier League,Matchweek 6,Home,D 0–0,Crystal Palace,Fulham,Y,DM,90,0,0,0,0,0,0,1,0,56,1,2,0,0.0,0.0,0.0,0,0,43,50,86.0,4,33,1,3,2,Match Report,ce4f40c7
2023-09-26,Tue,EFL Cup,Third round,Away,L 0–3,Crystal Palace,Manchester Utd,Y,DM,59,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,Match Report,ce4f40c7
2023-09-30,Sat,Premier League,Matchweek 7,Away,W 1–0,Crystal Palace,Manchester Utd,Y,CM,90,0,0,0,0,0,0,0,0,48,5,5,0,0.0,0.0,0.0,2,1,21,27,77.8,3,13,0,2,1,Match Report,ce4f40c7
2023-10-21,Sat,Premier League,Matchweek 9,Away,L 0–4,Crystal Palace,Newcastle Utd,Y,CM,90,0,0,0,0,2,1,0,0,55,3,0,0,0.1,0.1,0.1,3,0,41,47,87.2,4,35,0,0,0,Match Report,ce4f40c7
2023-10-27,Fri,Premier League,Matchweek 10,Home,L 1–2,Crystal Palace,Tottenham,Y,DM,90,0,0,0,0,1,0,0,0,36,7,2,1,0.1,0.1,0.0,3,0,18,22,81.8,2,4,1,0,0,Match Report,ce4f40c7
2023-11-04,Sat,Premier League,Matchweek 11,Away,W 2–0,Crystal Palace,Burnley,Y,DM,57,0,0,0,0,0,0,0,0,28,2,1,1,0.0,0.0,0.0,0,0,17,20,85.0,2,8,0,0,0,Match Report,ce4f40c7
2023-11-11,Sat,Premier League,Matchweek 12,Home,L 2–3,Crystal Palace,Everton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,ce4f40c7
2023-11-17,Fri,WCQ,First round,Home,W 3–1,ml Mali,td Chad,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report,ce4f40c7
2023-11-20,Mon,WCQ,First round,Home,D 1–1,ml Mali,cf CAR,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,ce4f40c7
2023-11-25,Sat,Premier League,Matchweek 13,Away,L 1–2,Crystal Palace,Luton Town,Y,DM,53,0,0,0,0,0,0,0,0,47,1,1,1,0.0,0.0,0.1,2,0,37,41,90.2,6,28,1,1,1,Match Report,ce4f40c7
