Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Touches,Performance_Tkl,Performance_Int,Performance_Blocks,Expected_xG,Expected_npxG,Expected_xAG,SCA_SCA,SCA_GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries_Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,Match Report,player_id
2023-08-12,Sat,Premier League,Matchweek 1,Home,L 0–1,Everton,Fulham,Y*,CB,90,0,0,0,0,1,0,0,0,46,0,4,1,0.0,0.0,0.0,0,0,27,36,75.0,5,32,0,0,0,Match Report,15ea812b
2023-08-20,Sun,Premier League,Matchweek 2,Away,L 0–4,Everton,Aston Villa,Y*,CB,90,0,0,0,0,1,0,0,0,46,0,3,2,0.2,0.2,0.0,0,0,34,40,85.0,1,35,0,1,1,Match Report,15ea812b
2023-08-26,Sat,Premier League,Matchweek 3,Home,L 0–1,Everton,Wolves,Y*,CB,90,0,0,0,0,1,0,0,0,65,2,3,2,0.2,0.2,0.0,0,0,43,51,84.3,5,40,1,0,0,Match Report,15ea812b
2023-08-30,Wed,EFL Cup,Second round,Away,W 2–1,Everton,Doncaster,N,,16,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,15ea812b
2023-09-02,Sat,Premier League,Matchweek 4,Away,D 2–2,Everton,Sheffield Utd,Y*,CB,89,0,0,0,0,0,0,0,0,64,3,1,2,0.0,0.0,0.0,0,0,44,54,81.5,3,45,0,0,0,Match Report,15ea812b
2023-09-17,Sun,Premier League,Matchweek 5,Home,L 0–1,Everton,Arsenal,Y*,CB,90,0,0,0,0,0,0,0,0,35,1,1,3,0.0,0.0,0.0,0,0,17,26,65.4,1,14,0,0,0,Match Report,15ea812b
2023-09-23,Sat,Premier League,Matchweek 6,Away,W 3–1,Everton,Brentford,Y*,CB,90,1,1,0,0,2,1,0,0,52,0,0,1,0.3,0.3,0.3,4,1,33,43,76.7,6,23,0,0,0,Match Report,15ea812b
2023-09-27,Wed,EFL Cup,Third round,Away,W 2–1,Everton,Aston Villa,Y*,CB,90,0,0,0,0,1,0,1,0,,,2,,,,,,,,,,,,,,,Match Report,15ea812b
2023-09-30,Sat,Premier League,Matchweek 7,Home,L 1–2,Everton,Luton Town,Y*,CB,90,0,0,0,0,0,0,0,0,78,1,0,2,0.0,0.0,0.1,2,0,56,68,82.4,9,34,0,1,1,Match Report,15ea812b
2023-10-07,Sat,Premier League,Matchweek 8,Home,W 3–0,Everton,Bournemouth,Y*,CB,90,0,0,0,0,0,0,0,0,66,3,1,3,0.0,0.0,0.0,2,0,37,50,74.0,1,33,0,0,0,Match Report,15ea812b
2023-10-21,Sat,Premier League,Matchweek 9,Away,L 0–2,Everton,Liverpool,Y*,CB,90,0,0,0,0,0,0,1,0,32,1,1,5,0.0,0.0,0.0,2,0,16,23,69.6,0,5,0,0,0,Match Report,15ea812b
2023-10-29,Sun,Premier League,Matchweek 10,Away,W 1–0,Everton,West Ham,Y*,CB,90,0,0,0,0,1,0,0,0,48,0,1,1,0.0,0.0,0.0,0,0,33,42,78.6,2,19,0,1,1,Match Report,15ea812b
2023-11-01,Wed,EFL Cup,Fourth round,Home,W 3–0,Everton,Burnley,Y*,CB,90,1,0,0,0,1,1,0,0,,,3,,,,,,,,,,,,,,,Match Report,15ea812b
