Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Touches,Performance_Tkl,Performance_Int,Performance_Blocks,Expected_xG,Expected_npxG,Expected_xAG,SCA_SCA,SCA_GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries_Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,Match Report,player_id
2023-08-12,Sat,Premier League,Matchweek 1,Home,W 4–1,Brighton,Luton Town,Y,FW,77,0,0,0,0,4,1,0,0,26,0,0,1,0.3,0.3,0.0,3,0,12,14,85.7,1,16,2,1,1,Match Report,ce5143da
2023-08-19,Sat,Premier League,Matchweek 2,Away,W 4–1,Brighton,Wolves,Y,FW,56,0,0,0,0,2,1,0,0,33,0,0,2,0.2,0.2,0.1,6,2,19,22,86.4,2,22,3,0,0,Match Report,ce5143da
2023-08-26,Sat,Premier League,Matchweek 3,Home,L 1–3,Brighton,West Ham,Y,AM,59,0,0,0,0,1,0,0,0,26,1,0,1,0.0,0.0,0.1,4,0,18,21,85.7,2,20,1,1,0,Match Report,ce5143da
2023-09-16,Sat,Premier League,Matchweek 5,Away,W 3–1,Brighton,Manchester Utd,Y,FW,63,1,0,0,0,2,1,0,0,35,3,1,0,0.5,0.5,0.0,2,1,20,23,87.0,2,22,1,1,0,Match Report,ce5143da
2023-09-21,Thu,Europa Lg,Group stage,Home,L 2–3,eng Brighton,gr AEK Athens,N,FW,9,0,0,0,0,1,0,1,0,11,0,0,0,0.1,0.1,0.0,0,0,6,8,75.0,0,8,0,1,0,Match Report,ce5143da
2023-09-24,Sun,Premier League,Matchweek 6,Home,W 3–1,Brighton,Bournemouth,Y,"AM,FW",62,0,0,0,0,0,0,0,0,25,0,1,0,0.0,0.0,0.0,2,0,17,20,85.0,2,18,1,2,0,Match Report,ce5143da
2023-09-27,Wed,EFL Cup,Third round,Away,L 0–1,Brighton,Chelsea,N,,27,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,ce5143da
2023-09-30,Sat,Premier League,Matchweek 7,Away,L 1–6,Brighton,Aston Villa,Y,AM,45,0,0,0,0,0,0,1,0,19,3,0,1,0.0,0.0,0.0,1,0,10,13,76.9,1,11,0,0,0,Match Report,ce5143da
2023-10-05,Thu,Europa Lg,Group stage,Away,D 2–2,eng Brighton,fr Marseille,Y,FW,76,0,0,0,0,2,1,0,0,20,0,0,0,0.5,0.5,0.0,2,0,10,12,83.3,0,18,0,3,0,Match Report,ce5143da
2023-10-08,Sun,Premier League,Matchweek 8,Home,D 2–2,Brighton,Liverpool,N,"AM,FW",31,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,Match Report,ce5143da
