Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,player_id
2023-12-19,Tue,EFL Cup,Quarter-finals,Home,D 1 (6)–1 (7),Everton,Fulham,Y,GK,120,2,1,1,50.0,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,4806ec67
2023-12-23,Sat,Premier League,Matchweek 18,Away,L 1–2,Everton,Tottenham,Y,GK,90,6,2,4,66.7,0,1.4,0,0,0,0,12,20,60.0,32,2,50.0,35.6,7,57.1,45.4,7,1,14.3,2,24.0,Match Report,4806ec67
2023-12-27,Wed,Premier League,Matchweek 19,Home,L 1–3,Everton,Manchester City,Y,GK,90,9,3,6,77.8,0,2.1,1,1,0,0,11,23,47.8,31,0,67.7,46.7,6,33.3,31.7,17,0,0.0,2,12.4,Match Report,4806ec67
2023-12-30,Sat,Premier League,Matchweek 20,Away,L 0–3,Everton,Wolves,Y,GK,90,6,3,3,50.0,0,2.5,0,0,0,0,7,16,43.8,35,5,40.0,34.6,5,40.0,34.2,15,0,0.0,1,13.5,Match Report,4806ec67
2024-01-04,Thu,FA Cup,Third round proper,Away,D 0–0,Everton,Crystal Palace,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,4806ec67
2024-01-14,Sun,Premier League,Matchweek 21,Home,D 0–0,Everton,Aston Villa,Y,GK,90,4,0,4,100.0,1,0.5,0,0,0,0,10,17,58.8,25,5,68.0,44.9,5,0.0,18.6,13,0,0.0,3,21.0,Match Report,4806ec67
2024-01-17,Wed,FA Cup,Third round proper,Home,W 1–0,Everton,Crystal Palace,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,4806ec67
2024-01-27,Sat,FA Cup,Fourth round proper,Home,L 1–2,Everton,Luton Town,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,4806ec67
2024-01-30,Tue,Premier League,Matchweek 22,Away,D 0–0,Everton,Fulham,Y,GK,90,5,0,5,100.0,1,1.0,0,0,0,0,12,25,48.0,32,2,59.4,42.5,16,37.5,36.9,30,2,6.7,2,14.2,Match Report,4806ec67
2024-02-03,Sat,Premier League,Matchweek 23,Home,D 2–2,Everton,Tottenham,Y,GK,90,6,2,4,66.7,0,1.8,0,0,0,0,17,30,56.7,35,0,77.1,48.2,4,75.0,48.0,9,0,0.0,3,30.0,Match Report,4806ec67
2024-02-10,Sat,Premier League,Matchweek 24,Away,L 0–2,Everton,Manchester City,Y,GK,90,3,2,1,33.3,0,1.0,0,0,0,0,3,18,16.7,38,4,44.7,35.1,7,14.3,28.3,20,0,0.0,0,11.5,Match Report,4806ec67
2024-02-19,Mon,Premier League,Matchweek 25,Home,D 1–1,Everton,Crystal Palace,Y,GK,90,3,1,2,66.7,0,0.4,0,0,0,0,13,21,61.9,46,5,45.7,36.3,3,0.0,22.3,13,2,15.4,5,19.4,Match Report,4806ec67
2024-02-24,Sat,Premier League,Matchweek 26,Away,D 1–1,Everton,Brighton,Y,GK,90,7,1,6,85.7,0,1.3,0,0,0,0,9,25,36.0,51,9,41.2,35.9,8,50.0,40.3,23,0,0.0,1,27.0,Match Report,4806ec67
2024-03-02,Sat,Premier League,Matchweek 27,Home,L 1–3,Everton,West Ham,Y,GK,90,5,3,2,40.0,0,2.9,0,0,0,0,9,23,39.1,51,8,41.2,34.3,7,28.6,28.4,13,2,15.4,0,8.0,Match Report,4806ec67
2024-03-09,Sat,Premier League,Matchweek 28,Away,L 0–2,Everton,Manchester Utd,Y,GK,90,8,2,6,100.0,0,3.3,2,2,0,0,12,18,66.7,42,5,42.9,35.7,3,0.0,25.7,4,0,0.0,3,27.7,Match Report,4806ec67
2024-03-23,Sat,Friendlies (M),Friendlies (M),Home,L 0–1,eng England,br Brazil,Y,GK,90,,1,,,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,4806ec67
2024-03-26,Tue,Friendlies (M),Friendlies (M),Home,D 2–2,eng England,be Belgium,Y,GK,90,,2,,,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,4806ec67
2024-03-30,Sat,Premier League,Matchweek 30,Away,L 1–2,Everton,Bournemouth,Y,GK,90,4,2,3,50.0,0,1.3,0,0,0,0,15,34,44.1,40,2,72.5,47.4,8,62.5,45.5,22,0,0.0,4,20.5,Match Report,4806ec67
2024-04-02,Tue,Premier League,Matchweek 31,Away,D 1–1,Everton,Newcastle Utd,Y,GK,90,5,1,4,80.0,0,2.0,0,0,0,0,16,37,43.2,43,4,74.4,47.8,5,100.0,60.8,19,1,5.3,2,14.5,Match Report,4806ec67
2024-04-06,Sat,Premier League,Matchweek 32,Home,W 1–0,Everton,Burnley,Y,GK,90,1,0,1,100.0,1,0.1,0,0,0,0,12,35,34.3,39,4,74.4,48.6,6,100.0,79.2,11,0,0.0,0,13.0,Match Report,4806ec67
2024-04-15,Mon,Premier League,Matchweek 33,Away,L 0–6,Everton,Chelsea,Y,GK,90,10,6,4,50.0,0,4.2,1,1,0,0,5,14,35.7,24,4,50.0,37.1,4,50.0,38.5,6,0,0.0,1,22.5,Match Report,4806ec67
2024-04-21,Sun,Premier League,Matchweek 34,Home,W 2–0,Everton,Nott'ham Forest,Y,GK,90,3,0,3,100.0,1,0.7,0,0,0,0,4,22,18.2,38,6,50.0,43.1,3,100.0,71.7,19,4,21.1,0,8.5,Match Report,4806ec67
2024-04-24,Wed,Premier League,Matchweek 29,Home,W 2–0,Everton,Liverpool,Y,GK,90,7,0,7,100.0,1,1.3,0,0,0,0,7,27,25.9,24,2,83.3,54.6,7,100.0,74.9,32,3,9.4,0,6.8,Match Report,4806ec67
2024-04-27,Sat,Premier League,Matchweek 35,Home,W 1–0,Everton,Brentford,Y,GK,90,4,0,4,100.0,1,0.9,0,0,0,0,6,36,16.7,43,3,69.8,50.0,8,75.0,53.4,19,3,15.8,1,9.6,Match Report,4806ec67
2024-05-03,Fri,Premier League,Matchweek 36,Away,D 1–1,Everton,Luton Town,Y,GK,90,5,1,4,80.0,0,1.5,0,0,0,0,11,35,31.4,44,3,54.5,39.5,14,78.6,58.1,22,1,4.5,0,9.0,Match Report,4806ec67
2024-05-11,Sat,Premier League,Matchweek 37,Home,W 1–0,Everton,Sheffield Utd,Y,GK,90,1,0,1,100.0,1,0.0,0,0,0,0,6,14,42.9,35,3,25.7,33.1,9,55.6,49.0,11,0,0.0,4,20.1,Match Report,4806ec67
2024-05-19,Sun,Premier League,Matchweek 38,Away,L 1–2,Everton,Arsenal,Y,GK,90,5,2,3,60.0,0,2.4,0,0,0,0,5,15,33.3,21,4,42.9,38.5,10,60.0,48.0,19,0,0.0,0,4.0,Match Report,4806ec67
2024-06-03,Mon,Friendlies (M),Friendlies (M),Home,W 3–0,eng England,ba Bosnia & Herz'na,Y,GK,90,,0,,,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,4806ec67
2024-06-07,Fri,Friendlies (M),Friendlies (M),Home,L 0–1,eng England,is Iceland,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,4806ec67
2024-06-16,Sun,UEFA Euro,Group stage,Neutral,W 1–0,eng England,rs Serbia,Y,GK,90,1,0,1,100.0,1,0.0,0,0,0,0,12,28,42.9,39,3,59.0,41.0,5,100.0,72.4,14,0,0.0,0,4.0,Match Report,4806ec67
2024-06-20,Thu,UEFA Euro,Group stage,Neutral,D 1–1,eng England,dk Denmark,Y,GK,90,7,1,6,85.7,0,0.8,0,0,0,0,4,15,26.7,39,11,30.8,31.4,6,50.0,44.2,10,0,0.0,0,9.0,Match Report,4806ec67
2024-06-25,Tue,UEFA Euro,Group stage,Neutral,D 0–0,eng England,si Slovenia,Y,GK,90,1,0,1,100.0,1,0.1,0,0,0,0,4,7,57.1,30,8,16.7,25.5,5,40.0,41.2,2,0,0.0,1,23.0,Match Report,4806ec67
2024-06-30,Sun,UEFA Euro,Round of 16,Neutral,W 2–1,eng England,sk Slovakia,Y,GK,120,3,1,2,66.7,0,1.2,0,0,0,0,6,21,28.6,59,3,25.4,28.7,11,54.5,47.4,12,1,8.3,3,31.0,Match Report,4806ec67
