Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,player_id
2023-10-14,Sat,Friendlies (M),Friendlies (M),Away,W 3–1,de Germany,us United States,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,2628fd2b
2023-10-17,Tue,Friendlies (M),Friendlies (M),Neutral,D 2–2,de Germany,mx Mexico,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,2628fd2b
2023-10-23,Mon,Premier League,Matchweek 9,Away,L 0–2,Fulham,Tottenham,Y,GK,90,5,2,3,60.0,0,1.3,0,0,0,0,6,16,37.5,34,3,38.2,33.9,8,37.5,42.9,8,0,0.0,0,,Match Report,2628fd2b
2023-10-29,Sun,Premier League,Matchweek 10,Away,D 1–1,Fulham,Brighton,Y,GK,90,6,1,5,83.3,0,1.2,0,0,0,0,6,18,33.3,27,1,51.9,38.4,6,66.7,54.0,9,0,0.0,2,24.0,Match Report,2628fd2b
2023-11-04,Sat,Premier League,Matchweek 11,Home,L 0–1,Fulham,Manchester Utd,Y,GK,90,5,1,4,80.0,0,1.3,0,0,0,0,5,18,27.8,39,2,30.8,32.3,7,85.7,64.4,10,0,0.0,0,11.8,Match Report,2628fd2b
2023-11-12,Sun,Premier League,Matchweek 12,Away,L 1–3,Fulham,Aston Villa,Y,GK,90,6,3,4,50.0,0,2.1,0,0,0,0,0,1,0.0,22,5,4.5,21.2,2,0.0,28.0,5,0,0.0,1,19.5,Match Report,2628fd2b
2023-11-27,Mon,Premier League,Matchweek 13,Home,W 3–2,Fulham,Wolves,Y,GK,90,6,2,4,83.3,0,1.8,1,1,0,0,1,6,16.7,34,6,8.8,21.3,3,100.0,62.3,4,0,0.0,6,21.4,Match Report,2628fd2b
2023-12-03,Sun,Premier League,Matchweek 14,Away,L 3–4,Fulham,Liverpool,Y,GK,90,12,4,9,66.7,0,2.2,0,0,0,0,7,23,30.4,30,5,46.7,38.4,10,90.0,60.4,12,0,0.0,2,21.0,Match Report,2628fd2b
2023-12-06,Wed,Premier League,Matchweek 15,Home,W 5–0,Fulham,Nott'ham Forest,Y,GK,90,1,0,1,100.0,1,0.0,0,0,0,0,0,3,0.0,43,4,7.0,20.0,4,0.0,15.5,4,0,0.0,5,21.6,Match Report,2628fd2b
2023-12-10,Sun,Premier League,Matchweek 16,Home,W 5–0,Fulham,West Ham,Y,GK,90,5,0,5,100.0,1,1.3,0,0,0,0,2,5,40.0,47,3,10.6,23.1,2,0.0,10.0,13,0,0.0,0,5.4,Match Report,2628fd2b
2023-12-16,Sat,Premier League,Matchweek 17,Away,L 0–3,Fulham,Newcastle Utd,Y,GK,90,10,3,7,70.0,0,3.8,0,0,0,0,2,24,8.3,29,5,44.8,35.7,11,100.0,62.6,26,1,3.8,0,10.5,Match Report,2628fd2b
2023-12-19,Tue,EFL Cup,Quarter-finals,Away,D 1 (7)–1 (6),Fulham,Everton,Y,GK,120,2,1,1,50.0,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2628fd2b
2023-12-23,Sat,Premier League,Matchweek 18,Home,L 0–2,Fulham,Burnley,Y,GK,90,2,2,0,0.0,0,0.5,0,0,0,0,1,7,14.3,33,3,15.2,23.3,2,100.0,62.5,13,1,7.7,1,11.0,Match Report,2628fd2b
2023-12-26,Tue,Premier League,Matchweek 19,Away,L 0–3,Fulham,Bournemouth,Y,GK,90,4,3,1,50.0,0,1.6,1,1,0,0,4,8,50.0,28,2,21.4,25.1,2,100.0,58.5,13,1,7.7,0,3.3,Match Report,2628fd2b
2023-12-31,Sun,Premier League,Matchweek 20,Home,W 2–1,Fulham,Arsenal,Y,GK,90,3,1,2,66.7,0,1.1,0,0,0,0,7,22,31.8,26,1,50.0,38.0,10,90.0,58.6,15,0,0.0,0,,Match Report,2628fd2b
2024-01-10,Wed,EFL Cup,Semi-finals,Away,L 1–2,Fulham,Liverpool,Y,GK,90,7,2,5,71.4,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2628fd2b
2024-01-13,Sat,Premier League,Matchweek 21,Away,L 0–1,Fulham,Chelsea,Y,GK,90,3,1,2,100.0,0,1.2,1,1,0,0,5,12,41.7,37,6,29.7,29.9,1,100.0,61.0,16,2,12.5,0,5.0,Match Report,2628fd2b
2024-01-24,Wed,EFL Cup,Semi-finals,Home,D 1–1,Fulham,Liverpool,Y,GK,90,5,1,4,80.0,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2628fd2b
2024-01-30,Tue,Premier League,Matchweek 22,Home,D 0–0,Fulham,Everton,Y,GK,90,2,0,2,100.0,1,0.1,0,0,0,0,0,2,0.0,38,4,5.3,23.4,5,0.0,21.6,14,1,7.1,0,6.0,Match Report,2628fd2b
2024-02-03,Sat,Premier League,Matchweek 23,Away,D 2–2,Fulham,Burnley,Y,GK,90,4,2,2,50.0,0,1.3,0,0,0,0,3,12,25.0,36,4,25.0,27.2,5,60.0,47.0,9,0,0.0,2,19.8,Match Report,2628fd2b
2024-02-10,Sat,Premier League,Matchweek 24,Home,W 3–1,Fulham,Bournemouth,Y,GK,90,4,1,3,75.0,0,1.0,0,0,0,0,13,31,41.9,44,2,50.0,40.6,9,100.0,63.4,26,0,0.0,2,21.0,Match Report,2628fd2b
2024-02-17,Sat,Premier League,Matchweek 25,Home,L 1–2,Fulham,Aston Villa,Y,GK,90,3,2,1,33.3,0,1.7,0,0,0,0,2,5,40.0,36,2,8.3,23.1,4,50.0,35.3,6,0,0.0,1,16.0,Match Report,2628fd2b
2024-02-24,Sat,Premier League,Matchweek 26,Away,W 2–1,Fulham,Manchester Utd,Y,GK,90,8,1,7,87.5,0,2.3,0,0,0,0,1,8,12.5,27,2,14.8,26.3,4,100.0,62.0,13,0,0.0,1,13.0,Match Report,2628fd2b
2024-03-02,Sat,Premier League,Matchweek 27,Home,W 3–0,Fulham,Brighton,Y,GK,90,5,0,5,100.0,1,0.3,0,0,0,0,4,21,19.0,38,4,44.7,39.3,4,100.0,65.5,19,2,10.5,0,5.4,Match Report,2628fd2b
2024-03-09,Sat,Premier League,Matchweek 28,Away,L 1–2,Fulham,Wolves,Y,GK,90,3,2,2,33.3,0,0.9,0,0,0,0,1,3,33.3,26,5,11.5,24.8,5,0.0,21.2,14,1,7.1,0,5.3,Match Report,2628fd2b
2024-03-16,Sat,Premier League,Matchweek 29,Home,W 3–0,Fulham,Tottenham,Y*,GK,90,5,0,5,100.0,1,0.9,0,0,0,0,7,21,33.3,45,4,35.6,35.9,8,62.5,49.3,8,0,0.0,0,10.0,Match Report,2628fd2b
2024-03-23,Sat,Friendlies (M),Friendlies (M),Away,W 2–0,de Germany,fr France,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,2628fd2b
2024-03-26,Tue,Friendlies (M),Friendlies (M),Home,W 2–1,de Germany,nl Netherlands,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,2628fd2b
2024-03-30,Sat,Premier League,Matchweek 30,Away,D 3–3,Fulham,Sheffield Utd,Y*,GK,90,4,3,1,25.0,0,1.4,0,0,0,0,1,3,33.3,22,4,13.6,26.8,6,0.0,22.0,8,1,12.5,0,7.3,Match Report,2628fd2b
2024-04-02,Tue,Premier League,Matchweek 31,Away,L 1–3,Fulham,Nott'ham Forest,Y*,GK,90,4,3,1,25.0,0,1.4,0,0,0,0,3,5,60.0,25,2,20.0,24.4,8,0.0,12.5,5,0,0.0,3,19.3,Match Report,2628fd2b
2024-04-06,Sat,Premier League,Matchweek 32,Home,L 0–1,Fulham,Newcastle Utd,Y,GK,90,5,1,4,80.0,0,0.7,0,0,0,0,5,13,38.5,39,5,23.1,26.1,5,80.0,62.0,5,0,0.0,2,25.3,Match Report,2628fd2b
2024-04-14,Sun,Premier League,Matchweek 33,Away,W 2–0,Fulham,West Ham,Y*,GK,90,4,0,4,100.0,1,0.2,0,0,0,0,3,9,33.3,36,5,13.9,23.9,9,44.4,37.8,29,2,6.9,0,6.3,Match Report,2628fd2b
2024-04-21,Sun,Premier League,Matchweek 34,Home,L 1–3,Fulham,Liverpool,Y,GK,90,7,3,4,57.1,0,2.1,0,0,0,0,1,9,11.1,39,11,23.1,25.5,3,0.0,8.0,12,0,0.0,2,20.0,Match Report,2628fd2b
2024-04-27,Sat,Premier League,Matchweek 35,Home,D 1–1,Fulham,Crystal Palace,Y,GK,90,4,1,3,75.0,0,1.0,0,0,0,0,5,18,27.8,60,7,25.0,29.0,8,37.5,36.4,17,2,11.8,1,11.2,Match Report,2628fd2b
2024-05-04,Sat,Premier League,Matchweek 36,Away,D 0–0,Fulham,Brentford,Y*,GK,90,2,0,2,100.0,1,0.6,0,0,0,0,7,12,58.3,27,4,25.9,29.6,7,71.4,53.3,22,0,0.0,0,4.0,Match Report,2628fd2b
2024-05-11,Sat,Premier League,Matchweek 37,Home,L 0–4,Fulham,Manchester City,Y,GK,90,9,4,5,66.7,0,3.2,1,1,0,0,1,9,11.1,41,5,17.1,25.0,9,22.2,23.6,7,1,14.3,0,8.0,Match Report,2628fd2b
2024-05-19,Sun,Premier League,Matchweek 38,Away,W 4–2,Fulham,Luton Town,Y,GK,90,6,2,4,83.3,0,2.7,1,1,0,0,4,12,33.3,40,5,20.0,27.9,5,80.0,59.6,13,0,0.0,2,13.6,Match Report,2628fd2b
