name,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,firstName,lastName
Rasmus Højlund,rasmus-hojlund,R. Højlund,F,19,71511,M,RHøjlund,1086417,"{'nameTranslation': {'ar': 'راسموس هويجلوند', 'hi': 'रस्मस होजलंड', 'bn': 'রাসমাস হলান্ড'}, 'shortNameTranslation': {'ar': 'راسموس هوجلوند', 'hi': 'रासमस होजलंड', 'bn': 'রাসমাস হলান্ড'}}",65.025,57.0125,24,home,,
Christian Eriksen,christian-eriksen,C. Eriksen,M,24,22138,M,chriseriksen8,105734,"{'nameTranslation': {'ar': 'كريستيان إريكسن', 'hi': 'क्रिस्टियन एरिक्सन', 'bn': 'ক্রিশ্চিয়ান এরিকসেন'}, 'shortNameTranslation': {'ar': 'ك. إريكسن', 'hi': 'सी. एरिक्सन', 'bn': 'সি. এরিকসেন'}}",50.57,62.84,10,home,,
Omari Forson,forson-omari,O. Forson,M,20,1079,M,,1153434,"{'nameTranslation': {'ar': 'فورسون، أوماري', 'hi': 'फ़ोरसन, ओमारी', 'bn': 'ফোরসন, ওমারি'}, 'shortNameTranslation': {'ar': 'ف. أوماري', 'hi': 'ओ. फ़ोरसन', 'bn': 'ও. ফোরসন'}}",62.05,41.7125,8,home,,
Antony,antony,Antony,M,7,222476,M,Antony,958380,"{'nameTranslation': {'ar': 'أنتوني', 'hi': 'एंटोनी', 'bn': 'অ্যান্টনি'}, 'shortNameTranslation': {'ar': 'أنتوني', 'hi': 'एंटोनी', 'bn': 'অ্যান্টনি'}}",59.532,63.0,25,home,,
Willy Kambwala,kambwala-willy,W. Kambwala,D,5,2092,M,,1136721,"{'nameTranslation': {'ar': 'كامبوالا، ويلي', 'hi': 'कम्बवाला, विली', 'bn': 'কাম্বওয়ালা, উইলি'}, 'shortNameTranslation': {'ar': 'و. كامبوالا', 'hi': 'डब्लू. कम्बवाला', 'bn': 'ডব্লিউ. কাম্বওয়ালা'}}",37.255,38.54,20,home,Willy Kambwala,
Scott McTominay,scott-mctominay,S. McTominay,M,8,24760,M,ScottMcTominay,879346,"{'nameTranslation': {'ar': 'سكوت مكتوميناي', 'hi': 'स्कॉट मैकटोमिने', 'bn': 'স্কট ম্যাকটোমিনে'}, 'shortNameTranslation': {'ar': 'س. مكتوميناي', 'hi': 'एस. मैकटोमिने', 'bn': 'এস. ম্যাকটোমিনে'}}",52.165384615385,60.601923076923,52,home,,
Casemiro,casemiro,Casemiro,M,18,88452,M,Casemiro,122951,"{'nameTranslation': {'ar': 'كاسيميرو', 'hi': 'कैसेमिरो', 'bn': 'ক্যাসেমিরো'}, 'shortNameTranslation': {'ar': 'كاسيميرو', 'hi': 'कैसेमिरो', 'bn': 'ক্যাসেমিরো'}}",39.668224299065,45.61214953271,107,home,,
Amad Diallo,diallo-amad,A. Diallo,F,16,85678,M,AmadDiallo19,971037,"{'nameTranslation': {'ar': 'ديالو، أماد', 'hi': 'डायलो, अमाद', 'bn': 'ডায়ালো, আমাদ'}, 'shortNameTranslation': {'ar': 'أ. ديالو', 'hi': 'ए. अमाद', 'bn': 'এ. ডায়ালো'}}",57.452941176471,24.105882352941,51,home,,
André Onana,andre-onana,A. Onana,G,24,55570,M,AndréOnana24,787498,"{'nameTranslation': {'ar': 'أندريه أونانا', 'hi': 'आंद्रे ओनाना', 'bn': 'আন্দ্রে ওনানা'}, 'shortNameTranslation': {'ar': 'أ. أونانا', 'hi': 'ए. ओनाना', 'bn': 'এ. ওনানা'}}",13.884615384615,51.325,52,home,,
Ethan Wheatley,wheatley-ethan,E. Wheatley,F,19,4462,M,,1426625,"{'nameTranslation': {'ar': 'ويتلي، إيثان', 'hi': 'व्हीटली, एथन', 'bn': 'হুইটলি, ইথান'}, 'shortNameTranslation': {'ar': 'إ. ويتلي', 'hi': 'ई. व्हीटली', 'bn': 'ই. হুইটলি'}}",81.7,58.3,1,home,,
Alejandro Garnacho,alejandro-garnacho,A. Garnacho,F,49,145162,M,AleGarnacho,1135873,"{'nameTranslation': {'ar': 'أليخاندرو غارناتشو', 'hi': 'एलेजांद्रो गार्नाचो', 'bn': 'আলেজান্দ্রো গার্নাচো'}, 'shortNameTranslation': {'ar': 'أ. غارناتشو', 'hi': 'ए. गार्नाचो', 'bn': 'এ. গার্নাচো'}}",72.567142857143,80.445714285714,70,home,,
Diogo Dalot,diogo-dalot,D. Dalot,M,2,22683,M,DDalot,843200,"{'nameTranslation': {'ar': 'ديوغو دالوت', 'hi': 'डिओगो डालोत', 'bn': 'ডিওগো ডালট'}, 'shortNameTranslation': {'ar': 'د. دالوت', 'hi': 'डी. डालोत', 'bn': 'ডি. ডালট'}}",50.183908045977,80.354022988506,87,home,,
Aaron Wan-Bissaka,aaron-wan-bissaka,A. Wan-Bissaka,D,29,18042,M,awbissaka,863653,"{'nameTranslation': {'ar': 'آرون وان بيساكا', 'hi': 'एरोन वान-बिसाका', 'bn': 'হারুন ওয়ান-বিসাকা'}, 'shortNameTranslation': {'ar': 'آ. وان-بيساكا', 'hi': 'ए. वान-बिसाका', 'bn': 'এ. ওয়ান-বিসাকা'}}",53.534,23.59,50,home,,
Sofyan Amrabat,sofyan-amrabat,S. Amrabat,M,34,29520,M,sofyanamrabat,359272,"{'nameTranslation': {'ar': 'سفيان أمرابط', 'hi': 'सोफ़यान अमराबात', 'bn': 'সোফিয়ান আমরাবাত'}, 'shortNameTranslation': {'ar': 'س. أمرابط', 'hi': 'एस. अमराबात', 'bn': 'এস. আমরাবত'}}",46.065306122449,55.211224489796,98,home,,
Jonny Evans,jonny-evans,J. Evans,D,,4632,M,6jevans,30144,"{'nameTranslation': {'ar': 'جوني إيفانز', 'hi': 'जॉनी इवांस', 'bn': 'জনি ইভান্স'}, 'shortNameTranslation': {'ar': 'ج. إيفانز', 'hi': 'जे. इवांस', 'bn': 'জে. ইভান্স'}}",36.367441860465,76.198837209302,86,home,,
Kobbie Mainoo,kobbie-mainoo,K. Mainoo,M,37,54282,M,KobbieM,1142175,"{'nameTranslation': {'ar': 'كوبي ماينو', 'hi': 'कोबी मैनू', 'bn': 'কোবি মাইনু'}, 'shortNameTranslation': {'ar': 'ك. ماينو', 'hi': 'के. मैनू', 'bn': 'কে. মাইনু'}}",54.829268292683,59.231707317073,82,home,Kobbie,Mainoo
Jorginho,jorginho,Jorginho,M,21,32651,M,jorginhofrello,132874,"{'nameTranslation': {'ar': 'جورجينيو', 'hi': 'जोर्गिनहो', 'bn': 'জর্গিনহো'}, 'shortNameTranslation': {'ar': 'جورجينيو', 'hi': 'जोर्गिनहो', 'bn': 'জর্গিনহো'}}",22.333333333333,28.2,3,away,,
Gabriel Jesus,gabriel-jesus,G. Jesus,F,9,76694,M,GabrielJesus,794839,"{'nameTranslation': {'ar': 'غابرييل جيسوس', 'hi': 'गेब्रियल जीसस', 'bn': 'গ্যাব্রিয়েল জেসুস'}, 'shortNameTranslation': {'ar': 'ج. جيسوس', 'hi': 'जी. जीसस', 'bn': 'জি. জেসুস'}}",62.822222222222,22.066666666667,9,away,,
