minute,value
1.0,-3
2.0,-4
3.0,-5
4.0,-93
5.0,-59
6.0,-23
7.0,24
8.0,52
9.0,39
10.0,-44
11.0,-7
12.0,-4
13.0,-5
14.0,-6
15.0,10
16.0,65
17.0,28
18.0,6
19.0,-11
20.0,-16
21.0,-79
22.0,-51
23.0,-34
24.0,-61
25.0,-34
26.0,-14
27.0,-7
28.0,-17
29.0,-24
30.0,-9
31.0,20
32.0,12
33.0,25
34.0,52
35.0,33
36.0,20
37.0,25
38.0,16
39.0,9
40.0,31
41.0,21
42.0,14
43.0,10
44.0,8
45.0,17
45.5,18
46.0,-4
47.0,-2
48.0,-2
49.0,-2
50.0,-1
51.0,-1
52.0,-1
53.0,-1
54.0,20
55.0,1
56.0,-5
57.0,-18
58.0,-15
59.0,-14
60.0,-52
61.0,35
62.0,8
63.0,16
64.0,17
65.0,9
66.0,8
67.0,10
68.0,31
69.0,8
70.0,4
71.0,1
72.0,-11
73.0,-10
74.0,31
75.0,21
76.0,12
77.0,22
78.0,12
79.0,6
80.0,-50
81.0,-25
82.0,17
83.0,5
84.0,-76
85.0,-37
86.0,-19
87.0,-10
88.0,-3
89.0,8
90.0,8
90.5,46
