name,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ,firstName,lastName,sofascoreId
Sander Berge,sander-berge,S. Berge,M,16,2074,M,793167,"{'nameTranslation': {'ar': 'ساندر بيرج', 'hi': 'सैंडर बर्ज', 'bn': 'স্যান্ডার বার্জে'}, 'shortNameTranslation': {'ar': 'س. بيرج', 'hi': 'एस. बर्ज', 'bn': 'এস. বার্জে'}}",False,save,assisted,left-foot,90,6033,633,,13.4,69.5,0,46.1,13.9,,,
Sander Berge,sander-berge,S. Berge,M,16,2074,M,793167,"{'nameTranslation': {'ar': 'ساندر بيرج', 'hi': 'सैंडर बर्ज', 'bn': 'স্যান্ডার বার্জে'}, 'shortNameTranslation': {'ar': 'س. بيرج', 'hi': 'एस. बर्ज', 'bn': 'এস. বার্জে'}}",False,miss,corner,right-foot,90,5823,423,,2.3,45.9,0,47.6,56.9,,,
Miloš Kerkez,milos-kerkez,M. Kerkez,D,6,24997,M,1097425,"{'nameTranslation': {'ar': 'ميلوش كيركيز', 'hi': 'मिलोस केर्केज़', 'bn': 'মিলোস কেরকেজ'}, 'shortNameTranslation': {'ar': 'م. كيركيز', 'hi': 'एम. केर्केज़', 'bn': 'এম. কেরকেজ'}}",True,block,regular,left-foot,87,5187,2487,,27.9,36.1,0,52.3,19.0,Milos,Kerkez,miloskerkez
Philip Billing,philip-billing,P. Billing,M,8,1832,M,548660,"{'nameTranslation': {'ar': 'فيليب بيلينغ', 'hi': 'फिलिप बिलिंग', 'bn': 'ফিলিপ বিলিং'}, 'shortNameTranslation': {'ar': 'ف. بيلينغ', 'hi': 'पी. बिलिंग', 'bn': 'পি. বিলিং'}}",True,goal,regular,left-foot,76,4515,1815,regular,38.0,26.8,0,47.1,15.8,,,
Alex Scott,alex-scott,A. Scott,M,8,2151,M,1104986,"{'nameTranslation': {'ar': 'أليكس سكوت', 'hi': 'एलेक्स स्कॉट', 'bn': 'অ্যালেক্স স্কট'}, 'shortNameTranslation': {'ar': 'أ. سكوت', 'hi': 'ए. स्कॉट', 'bn': 'এ. স্কট'}}",True,miss,free-kick,right-foot,68,4049,1349,,26.5,27.9,0,57.0,47.2,Alex Scott,,
Dominic Solanke,dominic-solanke,D. Solanke,F,19,10997,M,361420,"{'nameTranslation': {'ar': 'دومينيك سولانكي', 'hi': 'डोमिनिक सोलंके', 'bn': 'ডমিনিক সোলাঙ্কে'}, 'shortNameTranslation': {'ar': 'د. سولانكي', 'hi': 'डी. सोलंके', 'bn': 'ডি. সোলাঙ্কে'}}",True,save,assisted,right-foot,66,3944,1244,,9.2,41.9,0,48.3,2.5,,,Dom_Solanke
Marcus Tavernier,marcus-tavernier,M. Tavernier,M,16,1676,M,895576,"{'nameTranslation': {'ar': 'ماركوس تافيرنييه', 'hi': 'मार्कस टैवर्नियर', 'bn': 'মার্কাস ট্যাভার্নিয়ার'}, 'shortNameTranslation': {'ar': 'م. تافيرنييه', 'hi': 'एम. टैवर्नियर', 'bn': 'এম. ট্যাভার্নিয়ার'}}",True,save,set-piece,left-foot,48,2835,135,,13.4,66.0,0,50.6,1.9,,,
Philip Billing,philip-billing,P. Billing,M,8,1832,M,548660,"{'nameTranslation': {'ar': 'فيليب بيلينغ', 'hi': 'फिलिप बिलिंग', 'bn': 'ফিলিপ বিলিং'}, 'shortNameTranslation': {'ar': 'ف. بيلينغ', 'hi': 'पी. बिलिंग', 'bn': 'পি. বিলিং'}}",True,miss,regular,left-foot,45,2836,136,,19.9,43.4,0,52.8,70.8,,,
Dominic Solanke,dominic-solanke,D. Solanke,F,19,10997,M,361420,"{'nameTranslation': {'ar': 'دومينيك سولانكي', 'hi': 'डोमिनिक सोलंके', 'bn': 'ডমিনিক সোলাঙ্কে'}, 'shortNameTranslation': {'ar': 'د. سولانكي', 'hi': 'डी. सोलंके', 'bn': 'ডি. সোলাঙ্কে'}}",True,block,assisted,left-foot,45,2834,134,,14.1,55.5,0,49.6,19.0,,,Dom_Solanke
Antoine Semenyo,antoine-semenyo,A. Semenyo,M,24,33799,M,934354,"{'nameTranslation': {'ar': 'أنطوان سيمينيو', 'hi': 'एंटोनी सेमेन्यो', 'bn': 'অ্যান্টোইন সেমেনিও'}, 'shortNameTranslation': {'ar': 'أ. سيمينيو', 'hi': 'ए. सेमेन्यो', 'bn': 'এ. সেমেনিও'}}",True,block,assisted,left-foot,43,2574,2574,,14.8,66.4,0,47.5,19.0,,,antoinesemenyo42
