margin_pct,max_odds,bets,pnl,roi,hit_rate,avg_odds
5.0,6.0,52,32100.0,61.73076923076923,36.53846153846153,4.663461538461539
5.0,8.0,116,3700.0,3.189655172413793,20.689655172413794,6.102586206896552
5.0,12.0,245,-49200.0,-20.081632653061224,12.653061224489795,8.267755102040816
5.0,99.0,645,-221000.0,-34.26356589147287,6.511627906976744,21.042945736434106
10.0,6.0,43,26400.0,61.395348837209305,34.883720930232556,4.834883720930232
10.0,8.0,98,-8300.0,-8.46938775510204,18.367346938775512,6.189795918367347
10.0,12.0,208,-53800.0,-25.865384615384617,11.538461538461538,8.330769230769231
10.0,99.0,584,-219300.0,-37.5513698630137,5.821917808219178,21.87071917808219
15.0,6.0,32,26100.0,81.5625,37.5,4.859375
15.0,8.0,80,-21900.0,-27.375,15.0,6.32375
15.0,12.0,177,-65700.0,-37.11864406779661,9.6045197740113,8.462146892655369
15.0,99.0,534,-212200.0,-39.737827715355806,5.056179775280898,22.737265917602997
20.0,6.0,20,22700.0,113.5,45.0,4.8
20.0,8.0,59,-16300.0,-27.627118644067792,15.254237288135593,6.433898305084746
20.0,12.0,143,-47100.0,-32.93706293706294,9.79020979020979,8.684615384615386
20.0,99.0,469,-162600.0,-34.66950959488273,5.11727078891258,23.689978678038383
