race_id,date,distance,track_quality,temperature,horse_id,driver_id,h_win_rate,h_top_3_rate,h_avg_percentile,h_avg_speed,h_best_speed,h_speed_ratio,h_points_l5,h_top3_l3,h_total_prize,h_days_since,h_win_rate_l5,h_top_3_rate_l5,h_avg_percentile_l5,h_avg_speed_l5,d_win_rate,d_top_3_rate,hd_pair_runs,win,market_odds,horse_name,prob,prob_norm,fair_odds,is_value,pnl
18785,2025-12-31,1800.0,0,0.0,6340,33,0.1538461538461538,0.3846153846153846,0.5481252081252082,12.533498369669882,13.089005235602093,0.899006891762971,13,0.3333333333333333,4500500.0,365,0.4,0.6,0.5777777777777777,11.76710591312789,0.1041469418670706,0.3380041658776747,0,1,9.2,Cunami,0.10914140691359837,0.08664908336746792,11.540802985290972,False,0.0
18785,2025-12-31,1800.0,0,0.0,6308,860,0.2166666666666666,0.6166666666666667,0.6045171957671958,12.824482985426634,13.333333333333334,0.8735735460509194,15,0.6666666666666666,6202000.0,365,0.6,0.6,0.6,11.647647280678926,0.1586516853932584,0.4206741573033707,0,0,4.8,Csábító R.,0.11523327976465225,0.091485517251382,10.93069187390853,False,0.0
18785,2025-12-31,1800.0,0,0.0,6700,1509,0.2,0.64,0.6739047619047619,12.669516822476703,13.192612137203168,0.9425648764038486,21,1.0,2354000.0,365,0.6,1.0,0.9555555555555556,12.434892828546817,0.1570996978851963,0.459214501510574,0,0,2.3,Escobar,0.1350959986448288,0.10725484287053488,9.323588317658341,False,0.0
18785,2025-12-31,1800.0,0,0.0,7173,110,0.1904761904761904,0.2857142857142857,0.4294028722600151,12.90290501022765,13.26259946949602,0.9768228973907672,2,0.3333333333333333,8785970.0,365,0.0,0.2,0.3333333333333333,12.955210840726355,0.1639956092206366,0.4125137211855104,0,0,3.0,Jula Netprice,0.10914140691359837,0.08664908336746792,11.540802985290972,False,0.0
18785,2025-12-31,1800.0,0,0.0,7136,1791,0.1153846153846153,0.5,0.4851273726273726,12.568926702332622,12.953367875647668,0.9433342602007097,8,0.3333333333333333,1775000.0,365,0.0,0.6,0.4549999999999999,12.219355702081732,0.1692307692307692,0.3794871794871794,0,0,8.7,First Home,0.1202613040804863,0.09547734501351869,10.473688809197716,False,0.0
18785,2025-12-31,1800.0,0,0.0,6310,719,0.3,0.575,0.6093055555555555,12.529670085714876,13.03780964797914,0.9201989774646764,9,0.3333333333333333,3673000.0,365,0.2,0.4,0.6888888888888889,11.997379106449497,0.1578947368421052,0.4078947368421052,0,0,22.3,Compact Boy,0.16411874194939932,0.13029645627158976,7.674805812950134,False,0.0
18785,2025-12-31,1800.0,0,0.0,6617,841,0.2115384615384615,0.4807692307692308,0.5894834332334332,12.69678758828465,13.123359580052494,0.920633098085466,11,0.3333333333333333,4171000.0,365,0.4,0.4,0.6,12.081799187473306,0.1228070175438596,0.2631578947368421,0,0,8.2,Diófás,0.17500925064086914,0.13894260279110773,7.1972165477815535,False,0.0
18785,2025-12-31,1800.0,0,0.0,5905,28,0.1666666666666666,0.4705882352941176,0.627349828820417,12.710871985982411,13.26259946949602,0.9015243416546748,8,0.3333333333333333,9155500.0,365,0.0,0.6,0.6666666666666666,11.95655625536704,0.1417090811679614,0.3964639699973212,0,0,31.9,Adamo Fling,0.1350959986448288,0.10725484287053488,9.323588317658341,False,0.0
18785,2025-12-31,1800.0,0,0.0,6704,23,0.0416666666666666,0.375,0.4970568783068783,12.602816024599472,13.03780964797914,0.9279059752321728,11,1.0,3561000.0,365,0.2,0.6,0.7555555555555555,12.097861476299515,0.0822324076570504,0.3176058236721488,0,0,33.0,Emerald,0.1011361653606097,0.08029359591025785,12.454293379981078,False,0.0
18785,2025-12-31,1800.0,0,0.0,6018,620,0.1285714285714285,0.4857142857142857,0.55921768707483,12.61399894876185,13.386880856760374,0.8885489510480103,13,0.3333333333333333,5298000.0,365,0.4,0.6,0.7777777777777778,11.89489894307912,0.1333333333333333,0.44,0,0,20.3,Bonus RG,0.09534592181444168,0.07569663028613831,13.210627688708643,False,0.0
18782,2025-12-31,1900.0,0,0.0,6021,1747,0.1176470588235294,0.4901960784313725,0.6134864046628753,12.517812774432986,13.03780964797914,0.8910351652697485,6,0.3333333333333333,7139000.0,365,0.2,0.2,0.4222222222222222,11.617146874442614,0.2,0.7,0,1,3.6,Anna,0.1432025134563446,0.14007487785251205,7.139038886422748,False,0.0
18782,2025-12-31,1900.0,0,0.0,5288,2220,0.1578947368421052,0.3834586466165413,0.5438686000716076,12.470360076878432,12.987012987012989,0.8527131782945737,1,0.0,8259500.0,365,0.0,0.0,0.1333333333333333,11.07419712070875,0.0,0.3333333333333333,0,0,16.4,Usain,0.09690623730421066,0.0947897423439564,10.54966471341778,False,0.0
18782,2025-12-31,1900.0,0,0.0,5960,2219,0.1690140845070422,0.4507042253521127,0.6213381297888341,12.64251063876324,13.245033112582782,0.9143254789563224,16,0.6666666666666666,7787400.0,365,0.4,0.8,0.8666666666666666,12.110271244454603,0.8,0.8,0,0,7.9,Ann Bella M,0.13792361319065094,0.13491127218620472,7.412279076427348,False,0.0
18782,2025-12-31,1900.0,0,0.0,6435,2223,0.0925925925925925,0.4259259259259259,0.5120597509486399,12.548401141610226,12.9366106080207,0.9401278145315196,7,0.3333333333333333,3342000.0,365,0.2,0.4,0.4444444444444445,12.162067458363774,0.1052631578947368,0.4736842105263157,0,0,2.5,Ducks,0.14191511273384094,0.13881559479525685,7.2038015719698425,False,0.0
18782,2025-12-31,1900.0,0,0.0,6438,2105,0.1304347826086956,0.3043478260869565,0.5378780036388732,12.473113473527611,12.9366106080207,0.9340275413560296,15,0.6666666666666666,3284000.0,365,0.4,0.6,0.8444444444444444,12.083150599689905,0.0833333333333333,0.3333333333333333,0,0,4.0,Danny DeVito,0.11700738469759624,0.11445186766469795,8.737297349569111,False,0.0
18782,2025-12-31,1900.0,0,0.0,5247,219,0.1271186440677966,0.423728813559322,0.5879778413676718,12.463458684417088,12.953367875647668,0.9297124856905264,17,1.0,7239000.0,365,0.4,1.0,0.888888888888889,12.042907845732206,0.0857142857142857,0.3714285714285714,0,0,16.9,Universal Boy,0.11700738469759624,0.11445186766469795,8.737297349569111,False,0.0
18782,2025-12-31,1900.0,0,0.0,6153,2222,0.1612903225806451,0.3225806451612903,0.5104908532327888,12.434850850950678,12.9366106080207,0.9349530889517428,6,0.3333333333333333,3101000.0,365,0.0,0.2,0.5777777777777778,12.095124048534837,0.1666666666666666,0.5,0,0,18.6,Bing Crosby AT,0.16733117401599884,0.16367655284454097,6.109610586372711,False,0.0
18782,2025-12-31,1900.0,0,0.0,6679,228,0.1587301587301587,0.2222222222222222,0.4716312787741359,12.590201259992291,13.477088948787062,0.9862385321100916,0,0.0,7806200.0,365,0.0,0.0,0.1111111111111111,13.29162442196889,0.2083333333333333,0.2916666666666667,0,0,3.9,Inforgettable,0.10103489210208257,0.09882822464813326,10.118566872574986,False,0.0
18779,2025-12-31,1900.0,0,0.0,6864,148,0.1636363636363636,0.6727272727272727,0.6805411255411256,12.906482430643482,13.280212483399737,0.9705219939011022,7,0.3333333333333333,6143600.0,365,0.2,0.4,0.3555555555555555,12.88873829881942,0.1293964394268345,0.4042553191489361,0,1,7.4,In Love Danover,0.11700738469759624,0.08502470521446343,11.761287469067184,False,0.0
18779,2025-12-31,1900.0,0,0.0,7171,110,0.0625,0.40625,0.5482638888888889,12.748400364866724,13.297872340425531,0.9778093513101728,3,0.3333333333333333,5828660.0,365,0.0,0.2,0.5555555555555556,13.00278392699698,0.1639956092206366,0.4125137211855104,0,0,9.3,Peter Piper,0.1560122271378835,0.1133680037079144,8.820830986637445,False,0.0
18779,2025-12-31,1900.0,0,0.0,7001,1509,0.2068965517241379,0.5862068965517241,0.648535851122058,12.675661003208054,13.404825737265416,0.9011585266531648,12,0.3333333333333333,6259000.0,365,0.2,0.6,0.7555555555555555,12.079873011436527,0.1570996978851963,0.459214501510574,0,0,8.2,Fárosz,0.1350959986448288,0.09816899582976572,10.18651552404686,False,0.0
18779,2025-12-31,1900.0,0,0.0,6898,32,0.2045454545454545,0.5681818181818182,0.6828479601206874,12.619801290878168,13.368983957219251,0.8944282060126223,12,0.6666666666666666,5356000.0,365,0.4,0.6,0.6222222222222222,11.957596337067145,0.0641727493917275,0.2822384428223844,0,0,2.3,Euzébió,0.15432241062323251,0.11214007992006066,8.917418292486081,False,0.0
18779,2025-12-31,1900.0,0,0.0,7363,841,0.0,0.4166666666666667,0.569973544973545,13.066347003314206,13.333333333333334,0.9834583626960004,3,0.3333333333333333,385000.0,365,0.0,0.2,0.4888888888888889,13.112778169280004,0.1228070175438596,0.2631578947368421,0,0,12.0,Flying Dancer,0.11816780020793279,0.08586793392987871,11.645790858513235,False,0.0
18779,2025-12-31,1900.0,0,0.0,6965,39,0.28,0.72,0.7284603174603174,12.670360968954345,13.192612137203168,0.9230247574799576,13,0.6666666666666666,4570571.0,365,0.4,0.6,0.7488888888888889,12.177107618469098,0.1684885035808518,0.4364869958537504,0,0,3.1,Felhők felett,0.11700738469759624,0.08502470521446343,11.761287469067184,False,0.0
18779,2025-12-31,1900.0,0,0.0,7471,2271,0.0,0.4,0.4633333333333332,12.862055814685489,13.280212483399737,0.975066647498116,7,0.3333333333333333,5410761.0,365,0.0,0.4,0.4888888888888889,12.94909226425121,0.208955223880597,0.4676616915422885,0,0,16.4,Doktor Adri,0.07937342921892802,0.057677576835362565,17.33776026781507,False,0.0
18779,2025-12-31,1900.0,0,0.0,7336,1401,0.3,0.4,0.5842063492063492,13.015284726465207,13.513513513513514,0.9673509906078795,10,0.6666666666666666,6615724.0,365,0.4,0.4,0.4888888888888889,13.072310683890263,0.2370283018867924,0.5589622641509434,0,0,11.7,Extra George,0.13792361319065094,0.10022371309261209,9.977678626573597,False,0.0
18779,2025-12-31,1900.0,0,0.0,7375,2125,0.0,0.15,0.4435119047619048,12.9344651178141,13.531799729364003,0.9637249818443702,6,0.6666666666666666,7341501.0,365,0.0,0.4,0.4222222222222222,13.04093344850298,0.0223463687150838,0.1452513966480447,0,0,25.2,Lola Dragon,0.1011361653606097,0.07349170882274855,13.606977113729338,False,0.0
18779,2025-12-31,1900.0,0,0.0,6901,635,0.3548387096774194,0.4838709677419355,0.6185483870967742,12.76490221805439,13.280212483399737,0.9371695852129114,22,1.0,5660000.0,365,0.8,1.0,0.9555555555555556,12.445811224607056,0.2023411371237458,0.451505016722408,0,0,10.4,Eastwood,0.26011107365290326,0.18901257743273042,5.290653212513861,False,0.0
18784,2025-12-31,1900.0,0,-1.0,6066,2219,0.1470588235294117,0.5441176470588235,0.6737161531279179,12.670198057051769,13.157894736842104,0.905425041149228,11,0.3333333333333333,6870080.0,365,0.2,0.6,0.7555555555555555,11.913487383542472,0.8,0.8,0,1,3.8,Berill Lady,0.13982926309108734,0.17943850492678987,5.572939879364219,False,0.0
18784,2025-12-31,1900.0,0,-1.0,5570,2397,0.1666666666666666,0.4473684210526316,0.6353272701956912,12.642495556784969,13.280212483399737,0.8866357367157448,5,0.6666666666666666,10124000.0,365,0.0,0.4,0.6444444444444445,11.774710978960757,0.0,0.0,0,0,1.8,Villeneuve,0.09714466581741969,0.12466270085779702,8.021645553313512,False,0.0
18784,2025-12-31,1900.0,0,-1.0,6328,1912,0.057471264367816,0.3103448275862069,0.5129409862168484,12.448359064491932,13.10615989515072,0.8991880580411022,14,0.6666666666666666,3625000.0,365,0.4,0.6,0.711111111111111,11.784902464496753,0.0769230769230769,0.4615384615384615,0,0,12.7,Credit Card,0.07937342921892802,0.10185743066298576,9.817644068685434,False,0.0
18784,2025-12-31,1900.0,0,-1.0,5228,1724,0.2201834862385321,0.5045871559633027,0.6243357559871321,12.691981223651664,13.26259946949602,0.8396436525612474,3,0.3333333333333333,12135000.0,365,0.0,0.2,0.1777777777777777,11.1358574610245,0.0769230769230769,0.3076923076923077,0,0,6.8,Uptown Boy M,0.09534592181444168,0.12235442913051094,8.172977530166374,False,0.0
18784,2025-12-31,1900.0,0,-1.0,6657,1532,0.1282051282051282,0.4102564102564102,0.4515771265771266,12.36645495813926,12.9366106080207,0.8816851131642012,8,0.3333333333333333,2137000.0,365,0.2,0.4,0.4,11.406016987893937,0.0,0.2857142857142857,0,0,8.4,Dreamer,0.08453502009312312,0.10848113824060487,9.218192362455287,False,0.0
18784,2025-12-31,1900.0,0,-1.0,6342,2223,0.1212121212121212,0.4545454545454545,0.5690536315536315,12.672203419165823,13.14060446780552,0.9009068043951408,10,0.6666666666666666,4899000.0,365,0.2,0.6,0.6222222222222222,11.838459978911182,0.1052631578947368,0.4736842105263157,0,0,9.0,Carlos Fox,0.1350959986448288,0.17336445521155613,5.7681950938541755,False,0.0
18784,2025-12-31,1900.0,0,-1.0,5325,2446,0.1532846715328467,0.364963503649635,0.5482131007678454,12.468425317049991,13.157894736842104,0.8681584936097093,3,0.3333333333333333,9036000.0,365,0.0,0.2,0.3333333333333333,11.423138073811964,0.25,0.25,0,0,4.8,Ultimate Force,0.14793577790260315,0.1898413409697554,5.267556554814449,False,0.0
18780,2025-12-31,1960.0,0,-1.0,7428,615,0.1818181818181818,0.5454545454545454,0.6641414141414141,13.459846302206,14.104372355430185,0.9639459595258156,8,0.3333333333333333,35459689.0,365,0.2,0.4,0.6,13.595852743664537,0.1118811881188118,0.3594059405940594,0,1,4.7,Pure Muscle,0.09714466581741969,0.09113393436277671,10.972861064236529,False,0.0
18780,2025-12-31,1960.0,0,-1.0,6514,27,0.3333333333333333,0.6222222222222222,0.6698292448292448,12.800453786709456,13.26259946949602,0.926566895671848,13,0.6666666666666666,7507000.0,365,0.4,0.6,0.5777777777777777,12.288685618990028,0.0618503118503118,0.2312889812889813,0,0,4.1,El Valle Sagrado,0.17028071482976279,0.15974476167027582,6.25998617760042,False,0.0
18780,2025-12-31,1960.0,0,-1.0,6355,1401,0.5588235294117647,0.8823529411764706,0.8819094304388422,13.018471115515164,13.513513513513514,0.9362816059453142,25,1.0,8009560.0,365,1.0,1.0,1.0,12.652454134396136,0.2370283018867924,0.5589622641509434,0,0,7.7,Coach Degli Dei,0.16496091584364572,0.15475412005815528,6.461863500785689,True,-1000.0
18780,2025-12-31,1960.0,0,-1.0,5906,28,0.1698113207547169,0.5943396226415094,0.6761642707397425,12.733701179790817,13.386880856760374,0.8710076069205591,6,0.6666666666666666,12530440.0,365,0.0,0.4,0.6,11.660075059177498,0.1417090811679614,0.3964639699973212,0,0,11.7,Anybody,0.11700738469759624,0.10976766688386487,9.110150815704305,False,0.0
18780,2025-12-31,1960.0,0,-1.0,6261,860,0.1724137931034483,0.4482758620689655,0.607799671592775,12.719281928327812,13.495276653171391,0.8810105190222186,14,1.0,6554200.0,365,0.2,0.8,0.7333333333333333,11.889480688558956,0.1586516853932584,0.4206741573033707,0,0,13.7,Be Happy,0.18113032480080923,0.16992306260572226,5.885016340132304,False,0.0
18780,2025-12-31,1960.0,0,-1.0,6783,110,0.6388888888888888,0.8333333333333334,0.8246252204585538,13.07152915738488,13.831258644536652,0.9091387834294948,21,1.0,33885000.0,365,0.6,1.0,0.9555555555555556,12.574533657392736,0.1639956092206366,0.4125137211855104,0,0,1.4,Enjoy,0.214432030916214,0.20116425813357353,4.971062003151662,False,0.0
18780,2025-12-31,1960.0,0,-1.0,7253,2036,0.1176470588235294,0.2352941176470588,0.3630952380952381,13.00852107465168,13.605442176870747,0.9697449577630278,4,0.6666666666666666,14107689.0,365,0.0,0.4,0.4666666666666667,13.19380894915684,0.0526315789473684,0.1052631578947368,0,0,25.4,Baria TRGF Risaia,0.12099888424078624,0.1135121962856316,8.809626037749217,False,0.0
18781,2025-12-31,1800.0,0,-1.0,6927,110,0.0666666666666666,0.3333333333333333,0.472012987012987,12.323022596755369,12.78772378516624,0.9137354954875132,10,0.6666666666666666,1120000.0,365,0.2,0.6,0.3868686868686868,11.68459712899633,0.1639956092206366,0.4125137211855104,0,1,3.2,Fast Track,0.11700738469759624,0.20182972554039783,4.9546715545616795,False,0.0
18781,2025-12-31,1800.0,0,-1.0,4968,898,0.1557377049180328,0.4016393442622951,0.551951008918222,12.404005597763494,12.903225806451612,0.8881702197554802,10,0.3333333333333333,7858000.0,365,0.2,0.6,0.5777777777777777,11.460260900070711,0.099067599067599,0.3146853146853147,0,0,8.3,Titus Livius,0.11700738469759624,0.20182972554039783,4.9546715545616795,False,0.0
18781,2025-12-31,1800.0,0,-1.0,5700,1064,0.064516129032258,0.2903225806451613,0.5325745938649165,12.34333549441066,12.903225806451612,0.8988963773743933,9,0.3333333333333333,5074000.0,365,0.2,0.4,0.6888888888888889,11.59866293386314,0.0981432360742705,0.2785145888594164,0,0,6.3,Vezér,0.06938350449005763,0.11968179362739811,8.355489750707374,False,0.0
18781,2025-12-31,1800.0,0,-1.0,6343,1023,0.0793650793650793,0.3809523809523809,0.590107996060377,12.500497991807617,12.9366106080207,0.9242660594569756,16,1.0,3114000.0,365,0.4,0.8,0.8666666666666666,11.9568701094046,0.072463768115942,0.2318840579710145,0,0,6.6,Chicago,0.07937342921892802,0.13691372964073734,7.303869397349759,False,0.0
18781,2025-12-31,1800.0,0,-1.0,6999,1854,0.0425531914893617,0.1276595744680851,0.2404516287495011,12.093395609263435,12.626262626262626,0.8934081203650447,5,0.3333333333333333,862000.0,365,0.2,0.2,0.2222222222222222,11.280405560164706,0.0376914016489988,0.1531213191990577,0,0,5.4,First Lady KJ,0.05121825635433197,0.08834798461113648,11.318877328119012,False,0.0
18781,2025-12-31,1800.0,0,-1.0,6674,2125,0.0277777777777777,0.1388888888888889,0.3883347362514029,12.361233957454957,12.919896640826872,0.9117367662189972,7,0.3333333333333333,1222323.0,365,0.2,0.4,0.5555555555555556,11.779544783191175,0.0223463687150838,0.1452513966480447,0,0,2.9,Démon Jewel GG,0.06457102795441945,0.11138060117815424,8.978224120019709,False,0.0
18781,2025-12-31,1800.0,0,-1.0,7194,33,0.0,0.25,0.4157986111111111,12.10946847725942,12.57861635220126,0.9428990693560804,6,0.0,400000.0,365,0.0,0.2,0.2416666666666667,11.86036565227774,0.1041469418670706,0.3380041658776747,0,0,3.4,Gyémánt Lady,0.08117217322190602,0.14001643986177814,7.1420184728820635,False,0.0
18777,2025-12-31,1800.0,0,-1.0,7188,451,0.2666666666666666,0.4,0.4501683501683501,12.145374910227003,12.755102040816324,0.9098861522297104,5,0.3333333333333333,1010000.0,365,0.2,0.2,0.3416666666666667,11.605690717215692,0.0855614973262032,0.213903743315508,0,1,4.0,Győcike,0.08054352054993312,0.06229159269511963,16.053530769303112,False,0.0
18777,2025-12-31,1800.0,0,-1.0,6918,1509,0.2666666666666666,0.6666666666666666,0.5511111111111112,12.492080839614149,12.87001287001287,0.9229214548684572,15,0.6666666666666666,1032000.0,365,0.6,0.6,0.5,11.878011002168046,0.1570996978851963,0.459214501510574,0,0,4.8,Front of the Line,0.13792361319065094,0.10666881056664206,9.37481157507839,False,0.0
18777,2025-12-31,1800.0,0,-1.0,7054,1401,0.2666666666666666,0.6,0.5908297258297258,12.48131400763206,12.755102040816324,0.9663721455204526,11,0.6666666666666666,1100000.0,365,0.2,0.6,0.6580952380952381,12.326175325515976,0.2370283018867924,0.5589622641509434,0,0,9.1,Fánia BD,0.14191511273384094,0.10975579834777592,9.11113594956839,False,0.0
18777,2025-12-31,1800.0,0,-1.0,7190,33,0.0909090909090909,0.5454545454545454,0.5659353272989637,12.268335208292978,12.69035532994924,0.9349462146186192,10,1.0,928000.0,365,0.0,0.6,0.425,11.86479967790126,0.1041469418670706,0.3380041658776747,0,0,6.2,Gucci,0.11700738469759624,0.09049239839702898,11.050651963191106,False,0.0
18777,2025-12-31,1800.0,0,-1.0,7330,2271,0.1363636363636363,0.3181818181818182,0.3844926538108356,12.565296406862538,13.020833333333334,0.9709228824273072,0,0.0,1150000.0,365,0.0,0.0,0.0444444444444444,12.642225031605564,0.208955223880597,0.4676616915422885,0,0,3.3,Emilia Adri,0.10144671301047008,0.07845792292117709,12.745685365704263,False,0.0
18777,2025-12-31,1800.0,0,-1.0,7370,138,0.0476190476190476,0.238095238095238,0.553296571153714,12.62091073754197,12.97016861219196,0.974231280111626,7,0.3333333333333333,1318669.0,365,0.0,0.2,0.7111111111111111,12.635943970319405,0.1286654697785757,0.3774187113504887,0,0,28.2,Another Star,0.1129327043890953,0.08734107940318626,11.449366172631928,False,0.0
18777,2025-12-31,1800.0,0,-1.0,6057,175,0.1428571428571428,0.3928571428571428,0.6203682230467945,12.303611542238482,12.722646310432571,0.912287265227958,20,1.0,1065000.0,365,0.6,1.0,0.8444444444444444,11.606708209007104,0.0851688693098384,0.2701908957415565,0,0,12.4,Bitangjó,0.06457102795441945,0.049938618845798886,20.02458263989665,False,0.0
18777,2025-12-31,1800.0,0,-1.0,7106,1076,0.0,0.3888888888888889,0.6316237774571108,12.426536321542414,12.82051282051282,0.9484344906746414,5,0.0,1102000.0,365,0.0,0.2,0.5276190476190477,12.159416547110787,0.1130742049469964,0.3727915194346289,0,0,11.7,Gentleman Jack,0.13792361319065094,0.10666881056664206,9.37481157507839,False,0.0
18777,2025-12-31,1800.0,0,-1.0,6966,2125,0.0357142857142857,0.2857142857142857,0.4417272211915069,12.294848861936003,12.642225031605564,0.94691787691567,3,0.3333333333333333,823632.0,365,0.0,0.2,0.2888888888888889,11.971148886418082,0.0223463687150838,0.1452513966480447,0,0,25.9,Eagle GG,0.12099888424078624,0.09357938617816283,10.686114120220148,False,0.0
18777,2025-12-31,1800.0,0,-1.0,7191,32,0.1333333333333333,0.3333333333333333,0.5064285714285715,12.017178863954609,12.56281407035176,0.922516817765201,6,0.3333333333333333,706000.0,365,0.2,0.2,0.35,11.589407258356797,0.0641727493917275,0.2822384428223844,0,0,9.4,Glitter Lady,0.09534592181444168,0.07373962903848824,13.561229057418394,False,0.0
18777,2025-12-31,1800.0,0,-1.0,7079,23,0.1111111111111111,0.4444444444444444,0.4223364598364598,12.116366002149942,12.658227848101266,0.8333333333333334,3,0.3333333333333333,775000.0,365,0.0,0.2,0.2,10.548523206751057,0.0822324076570504,0.3176058236721488,0,0,20.3,Griff Grand Laser,0.06539200494686763,0.05057355464294898,19.77318001592006,False,0.0
18777,2025-12-31,1800.0,0,-1.0,7187,110,0.1,0.35,0.4034217171717172,12.467011674750564,12.919896640826872,0.9523565897484242,13,1.0,1254000.0,365,0.2,1.0,0.6977777777777778,12.30434870476,0.1639956092206366,0.4125137211855104,0,0,18.2,Genesis,0.11700738469759624,0.09049239839702898,11.050651963191106,False,0.0
18778,2025-12-31,1800.0,0,-2.0,7185,110,0.5833333333333334,0.8333333333333334,0.6944444444444445,12.741747054948648,13.26259946949602,0.93281531585819,11,0.6666666666666666,2190000.0,365,0.2,0.6,0.3333333333333333,12.371555913238597,0.1639956092206366,0.4125137211855104,0,1,1.5,Győztes Szív,0.19692995150883993,0.16577196110428497,6.032383241041066,False,0.0
18778,2025-12-31,1800.0,0,-2.0,6987,719,0.1428571428571428,0.5714285714285714,0.5897443826015254,12.744810672474529,13.10615989515072,0.9576527545245676,12,1.0,3227000.0,365,0.4,0.6,0.5955555555555556,12.551150124830508,0.1578947368421052,0.4078947368421052,0,0,12.9,Fabrice,0.13982926309108734,0.11770566632844598,8.495767716140353,False,0.0
