strategy,bets,staked_ft,pnl_ft,roi_pct,hit_rate_pct,avg_odds
"5. Walk-Forward Odds-Specific Calibration (Honest: edge 5%, MaxOdds <= 6)",7,7000,4500,64.29,42.86,4.3
