margin_pct,max_odds,bets,pnl,roi,hit_rate,avg_odds
5.0,6.0,28,800.0,2.857142857142857,32.142857142857146,3.3249999999999997
5.0,8.0,40,-4300.0,-10.75,25.0,4.44
5.0,12.0,63,-7900.0,-12.53968253968254,19.047619047619047,6.355555555555556
5.0,99.0,84,-28900.0,-34.404761904761905,14.285714285714285,10.274999999999999
10.0,6.0,25,3800.0,15.2,36.0,3.4959999999999996
10.0,8.0,37,-1300.0,-3.5135135135135136,27.027027027027028,4.645945945945946
10.0,12.0,58,-12800.0,-22.06896551724138,18.96551724137931,6.486206896551724
10.0,99.0,75,-29800.0,-39.733333333333334,14.666666666666666,10.036
15.0,6.0,21,1500.0,7.142857142857142,33.33333333333333,3.4380952380952374
15.0,8.0,32,-2600.0,-8.125,25.0,4.684375
15.0,12.0,53,-14100.0,-26.60377358490566,16.9811320754717,6.683018867924529
15.0,99.0,70,-31100.0,-44.42857142857143,12.857142857142856,10.438571428571427
20.0,6.0,19,3500.0,18.421052631578945,36.84210526315789,3.5578947368421048
20.0,8.0,29,400.0,1.3793103448275863,27.586206896551722,4.775862068965517
20.0,12.0,49,-10100.0,-20.612244897959183,18.367346938775512,6.76326530612245
20.0,99.0,66,-27100.0,-41.060606060606055,13.636363636363635,10.725757575757575
