strategy,bet_num,bankroll
A. Flat (1000 Ft) | Edge 10%,64,107012.60000000002
A. Flat (1000 Ft) | Edge 10%,65,105942.60000000002
A. Flat (1000 Ft) | Edge 10%,66,104883.60000000002
A. Flat (1000 Ft) | Edge 10%,67,103834.60000000002
A. Flat (1000 Ft) | Edge 10%,68,102796.60000000002
A. Flat (1000 Ft) | Edge 10%,69,101768.60000000002
A. Flat (1000 Ft) | Edge 10%,70,100750.60000000002
B. Full Kelly | Edge 10%,1,97381.0
B. Full Kelly | Edge 10%,2,87457.0
B. Full Kelly | Edge 10%,3,77837.0
B. Full Kelly | Edge 10%,4,90269.0
B. Full Kelly | Edge 10%,5,81943.0
B. Full Kelly | Edge 10%,6,94713.1
B. Full Kelly | Edge 10%,7,90847.1
B. Full Kelly | Edge 10%,8,107979.0
B. Full Kelly | Edge 10%,9,97627.0
B. Full Kelly | Edge 10%,10,145218.2
B. Full Kelly | Edge 10%,11,209288.2
B. Full Kelly | Edge 10%,12,186018.2
B. Full Kelly | Edge 10%,13,183054.2
B. Full Kelly | Edge 10%,14,175248.2
B. Full Kelly | Edge 10%,15,171584.2
B. Full Kelly | Edge 10%,16,167452.2
B. Full Kelly | Edge 10%,17,164045.2
B. Full Kelly | Edge 10%,18,155909.2
B. Full Kelly | Edge 10%,19,151558.2
B. Full Kelly | Edge 10%,20,144908.2
B. Full Kelly | Edge 10%,21,168531.80000000002
B. Full Kelly | Edge 10%,22,165078.80000000002
B. Full Kelly | Edge 10%,23,159571.80000000002
B. Full Kelly | Edge 10%,24,151296.80000000002
B. Full Kelly | Edge 10%,25,147120.80000000002
B. Full Kelly | Edge 10%,26,215009.60000000003
B. Full Kelly | Edge 10%,27,191477.60000000003
B. Full Kelly | Edge 10%,28,172741.60000000003
B. Full Kelly | Edge 10%,29,154997.60000000003
B. Full Kelly | Edge 10%,30,135220.60000000003
B. Full Kelly | Edge 10%,31,132638.60000000003
B. Full Kelly | Edge 10%,32,179333.20000000004
B. Full Kelly | Edge 10%,33,165579.20000000004
B. Full Kelly | Edge 10%,34,161720.20000000004
B. Full Kelly | Edge 10%,35,156890.20000000004
B. Full Kelly | Edge 10%,36,151156.20000000004
B. Full Kelly | Edge 10%,37,190445.70000000004
B. Full Kelly | Edge 10%,38,184681.70000000004
B. Full Kelly | Edge 10%,39,165239.70000000004
B. Full Kelly | Edge 10%,40,141222.70000000004
B. Full Kelly | Edge 10%,41,135699.70000000004
B. Full Kelly | Edge 10%,42,130978.70000000004
B. Full Kelly | Edge 10%,43,127007.70000000004
B. Full Kelly | Edge 10%,44,121897.70000000004
B. Full Kelly | Edge 10%,45,117998.70000000004
B. Full Kelly | Edge 10%,46,115866.70000000004
B. Full Kelly | Edge 10%,47,112864.70000000004
B. Full Kelly | Edge 10%,48,131185.10000000003
B. Full Kelly | Edge 10%,49,124140.10000000003
B. Full Kelly | Edge 10%,50,121730.10000000003
B. Full Kelly | Edge 10%,51,165653.70000000004
B. Full Kelly | Edge 10%,52,152360.70000000004
B. Full Kelly | Edge 10%,53,148270.70000000004
B. Full Kelly | Edge 10%,54,142641.70000000004
B. Full Kelly | Edge 10%,55,136582.70000000004
B. Full Kelly | Edge 10%,56,123262.70000000004
B. Full Kelly | Edge 10%,57,114733.70000000004
B. Full Kelly | Edge 10%,58,112719.70000000004
B. Full Kelly | Edge 10%,59,101097.70000000004
B. Full Kelly | Edge 10%,60,98423.70000000004
B. Full Kelly | Edge 10%,61,174875.70000000004
B. Full Kelly | Edge 10%,62,170523.70000000004
B. Full Kelly | Edge 10%,63,166280.70000000004
B. Full Kelly | Edge 10%,64,162010.70000000004
B. Full Kelly | Edge 10%,65,153779.70000000004
B. Full Kelly | Edge 10%,66,150486.70000000004
B. Full Kelly | Edge 10%,67,134627.70000000004
B. Full Kelly | Edge 10%,68,119799.70000000004
B. Full Kelly | Edge 10%,69,116890.70000000004
B. Full Kelly | Edge 10%,70,113547.70000000004
C. Half Kelly | Edge 10%,1,98691.0
C. Half Kelly | Edge 10%,2,93662.0
C. Half Kelly | Edge 10%,3,88511.0
C. Half Kelly | Edge 10%,4,95579.6
C. Half Kelly | Edge 10%,5,91171.6
C. Half Kelly | Edge 10%,6,98278.0
C. Half Kelly | Edge 10%,7,96272.0
C. Half Kelly | Edge 10%,8,105350.5
C. Half Kelly | Edge 10%,9,100300.5
C. Half Kelly | Edge 10%,10,124747.1
C. Half Kelly | Edge 10%,11,152267.1
C. Half Kelly | Edge 10%,12,143802.1
C. Half Kelly | Edge 10%,13,142656.1
C. Half Kelly | Edge 10%,14,139614.1
C. Half Kelly | Edge 10%,15,138155.1
C. Half Kelly | Edge 10%,16,136492.1
C. Half Kelly | Edge 10%,17,135103.1
C. Half Kelly | Edge 10%,18,131753.1
C. Half Kelly | Edge 10%,19,129914.1
C. Half Kelly | Edge 10%,20,127064.1
C. Half Kelly | Edge 10%,21,137422.5
C. Half Kelly | Edge 10%,22,136014.5
C. Half Kelly | Edge 10%,23,133745.5
C. Half Kelly | Edge 10%,24,130277.5
C. Half Kelly | Edge 10%,25,128479.5
C. Half Kelly | Edge 10%,26,158120.1
C. Half Kelly | Edge 10%,27,149467.1
C. Half Kelly | Edge 10%,28,142154.1
C. Half Kelly | Edge 10%,29,134853.1
C. Half Kelly | Edge 10%,30,126250.1
C. Half Kelly | Edge 10%,31,125045.1
C. Half Kelly | Edge 10%,32,147056.1
C. Half Kelly | Edge 10%,33,141417.1
C. Half Kelly | Edge 10%,34,139769.1
C. Half Kelly | Edge 10%,35,137682.1
C. Half Kelly | Edge 10%,36,135166.1
C. Half Kelly | Edge 10%,37,152734.1
C. Half Kelly | Edge 10%,38,150423.1
C. Half Kelly | Edge 10%,39,142505.1
C. Half Kelly | Edge 10%,40,132149.1
C. Half Kelly | Edge 10%,41,129565.1
C. Half Kelly | Edge 10%,42,127311.1
C. Half Kelly | Edge 10%,43,125381.1
C. Half Kelly | Edge 10%,44,122859.1
C. Half Kelly | Edge 10%,45,120894.1
C. Half Kelly | Edge 10%,46,119802.1
C. Half Kelly | Edge 10%,47,118250.1
C. Half Kelly | Edge 10%,48,127847.70000000001
C. Half Kelly | Edge 10%,49,124414.70000000001
C. Half Kelly | Edge 10%,50,123207.70000000001
C. Half Kelly | Edge 10%,51,145436.80000000002
C. Half Kelly | Edge 10%,52,139601.80000000002
C. Half Kelly | Edge 10%,53,137727.80000000002
C. Half Kelly | Edge 10%,54,135112.80000000002
C. Half Kelly | Edge 10%,55,132242.80000000002
C. Half Kelly | Edge 10%,56,125793.80000000002
C. Half Kelly | Edge 10%,57,121441.80000000002
C. Half Kelly | Edge 10%,58,120375.80000000002
C. Half Kelly | Edge 10%,59,114169.80000000002
C. Half Kelly | Edge 10%,60,112659.80000000002
C. Half Kelly | Edge 10%,61,156412.7
C. Half Kelly | Edge 10%,62,154466.7
C. Half Kelly | Edge 10%,63,152544.7
C. Half Kelly | Edge 10%,64,150585.7
C. Half Kelly | Edge 10%,65,146760.7
C. Half Kelly | Edge 10%,66,145189.7
C. Half Kelly | Edge 10%,67,137538.7
C. Half Kelly | Edge 10%,68,129964.70000000001
C. Half Kelly | Edge 10%,69,128386.70000000001
C. Half Kelly | Edge 10%,70,126550.70000000001
D. Quarter Kelly | Edge 10%,1,99345.0
D. Quarter Kelly | Edge 10%,2,96814.0
D. Quarter Kelly | Edge 10%,3,94152.0
D. Quarter Kelly | Edge 10%,4,97911.0
D. Quarter Kelly | Edge 10%,5,95653.0
D. Quarter Kelly | Edge 10%,6,99382.6
D. Quarter Kelly | Edge 10%,7,98368.6
D. Quarter Kelly | Edge 10%,8,103005.0
D. Quarter Kelly | Edge 10%,9,100536.0
D. Quarter Kelly | Edge 10%,10,112787.2
D. Quarter Kelly | Edge 10%,11,125227.09999999999
D. Quarter Kelly | Edge 10%,12,121746.09999999999
D. Quarter Kelly | Edge 10%,13,121261.09999999999
D. Quarter Kelly | Edge 10%,14,119968.09999999999
D. Quarter Kelly | Edge 10%,15,119341.09999999999
D. Quarter Kelly | Edge 10%,16,118623.09999999999
D. Quarter Kelly | Edge 10%,17,118020.09999999999
D. Quarter Kelly | Edge 10%,18,116557.09999999999
D. Quarter Kelly | Edge 10%,19,115744.09999999999
D. Quarter Kelly | Edge 10%,20,114474.09999999999
D. Quarter Kelly | Edge 10%,21,119138.49999999999
D. Quarter Kelly | Edge 10%,22,118528.49999999999
D. Quarter Kelly | Edge 10%,23,117539.49999999999
D. Quarter Kelly | Edge 10%,24,116015.49999999999
D. Quarter Kelly | Edge 10%,25,115214.49999999999
D. Quarter Kelly | Edge 10%,26,128503.9
D. Quarter Kelly | Edge 10%,27,124987.9
D. Quarter Kelly | Edge 10%,28,121930.9
D. Quarter Kelly | Edge 10%,29,118799.9
D. Quarter Kelly | Edge 10%,30,115009.9
D. Quarter Kelly | Edge 10%,31,114460.9
D. Quarter Kelly | Edge 10%,32,124534.9
D. Quarter Kelly | Edge 10%,33,122146.9
D. Quarter Kelly | Edge 10%,34,121434.9
D. Quarter Kelly | Edge 10%,35,120527.9
D. Quarter Kelly | Edge 10%,36,119426.9
D. Quarter Kelly | Edge 10%,37,127189.4
D. Quarter Kelly | Edge 10%,38,126227.4
D. Quarter Kelly | Edge 10%,39,122905.4
D. Quarter Kelly | Edge 10%,40,118439.4
D. Quarter Kelly | Edge 10%,41,117281.4
D. Quarter Kelly | Edge 10%,42,116261.4
D. Quarter Kelly | Edge 10%,43,115380.4
D. Quarter Kelly | Edge 10%,44,114220.4
D. Quarter Kelly | Edge 10%,45,113307.4
D. Quarter Kelly | Edge 10%,46,112795.4
D. Quarter Kelly | Edge 10%,47,112064.4
D. Quarter Kelly | Edge 10%,48,116611.2
D. Quarter Kelly | Edge 10%,49,115045.2
D. Quarter Kelly | Edge 10%,50,114487.2
D. Quarter Kelly | Edge 10%,51,124814.7
D. Quarter Kelly | Edge 10%,52,122310.7
D. Quarter Kelly | Edge 10%,53,121489.7
D. Quarter Kelly | Edge 10%,54,120336.7
D. Quarter Kelly | Edge 10%,55,119058.7
D. Quarter Kelly | Edge 10%,56,116155.7
D. Quarter Kelly | Edge 10%,57,114146.7
D. Quarter Kelly | Edge 10%,58,113645.7
D. Quarter Kelly | Edge 10%,59,110716.7
D. Quarter Kelly | Edge 10%,60,109984.7
D. Quarter Kelly | Edge 10%,61,131340.2
D. Quarter Kelly | Edge 10%,62,130523.20000000001
D. Quarter Kelly | Edge 10%,63,129711.20000000001
D. Quarter Kelly | Edge 10%,64,128878.20000000001
D. Quarter Kelly | Edge 10%,65,127241.20000000001
D. Quarter Kelly | Edge 10%,66,126560.20000000001
D. Quarter Kelly | Edge 10%,67,123226.20000000001
D. Quarter Kelly | Edge 10%,68,119833.20000000001
D. Quarter Kelly | Edge 10%,69,119105.20000000001
D. Quarter Kelly | Edge 10%,70,118253.20000000001
E. Prop. Edge (50%) | Edge 10%,1,91359.0
E. Prop. Edge (50%) | Edge 10%,2,73087.0
E. Prop. Edge (50%) | Edge 10%,3,58470.0
E. Prop. Edge (50%) | Edge 10%,4,78079.8
E. Prop. Edge (50%) | Edge 10%,5,62463.8
E. Prop. Edge (50%) | Edge 10%,6,93132.2
E. Prop. Edge (50%) | Edge 10%,7,80206.2
E. Prop. Edge (50%) | Edge 10%,8,130871.6
E. Prop. Edge (50%) | Edge 10%,9,109541.6
E. Prop. Edge (50%) | Edge 10%,10,245371.2
E. Prop. Edge (50%) | Edge 10%,11,456389.4
E. Prop. Edge (50%) | Edge 10%,12,365111.4
E. Prop. Edge (50%) | Edge 10%,13,346494.4
E. Prop. Edge (50%) | Edge 10%,14,325809.4
E. Prop. Edge (50%) | Edge 10%,15,308781.4
E. Prop. Edge (50%) | Edge 10%,16,286101.4
E. Prop. Edge (50%) | Edge 10%,17,266309.4
E. Prop. Edge (50%) | Edge 10%,18,220082.40000000002
E. Prop. Edge (50%) | Edge 10%,19,200427.40000000002
E. Prop. Edge (50%) | Edge 10%,20,175804.40000000002
E. Prop. Edge (50%) | Edge 10%,21,250315.2
E. Prop. Edge (50%) | Edge 10%,22,236982.2
E. Prop. Edge (50%) | Edge 10%,23,212475.2
E. Prop. Edge (50%) | Edge 10%,24,191539.2
E. Prop. Edge (50%) | Edge 10%,25,178322.2
E. Prop. Edge (50%) | Edge 10%,26,370907.80000000005
E. Prop. Edge (50%) | Edge 10%,27,296725.80000000005
E. Prop. Edge (50%) | Edge 10%,28,237380.80000000005
E. Prop. Edge (50%) | Edge 10%,29,189904.80000000005
E. Prop. Edge (50%) | Edge 10%,30,151923.80000000005
E. Prop. Edge (50%) | Edge 10%,31,143512.80000000005
E. Prop. Edge (50%) | Edge 10%,32,259708.80000000005
E. Prop. Edge (50%) | Edge 10%,33,207766.80000000005
E. Prop. Edge (50%) | Edge 10%,34,191543.80000000005
E. Prop. Edge (50%) | Edge 10%,35,174954.80000000005
E. Prop. Edge (50%) | Edge 10%,36,156409.80000000005
E. Prop. Edge (50%) | Edge 10%,37,247885.80000000005
E. Prop. Edge (50%) | Edge 10%,38,232879.80000000005
E. Prop. Edge (50%) | Edge 10%,39,186303.80000000005
E. Prop. Edge (50%) | Edge 10%,40,149042.80000000005
E. Prop. Edge (50%) | Edge 10%,41,129225.80000000005
E. Prop. Edge (50%) | Edge 10%,42,113940.80000000005
E. Prop. Edge (50%) | Edge 10%,43,103922.80000000005
E. Prop. Edge (50%) | Edge 10%,44,91588.80000000005
E. Prop. Edge (50%) | Edge 10%,45,83093.80000000005
E. Prop. Edge (50%) | Edge 10%,46,77838.80000000005
E. Prop. Edge (50%) | Edge 10%,47,72090.80000000005
E. Prop. Edge (50%) | Edge 10%,48,93154.40000000005
E. Prop. Edge (50%) | Edge 10%,49,77396.40000000005
E. Prop. Edge (50%) | Edge 10%,50,72964.40000000005
E. Prop. Edge (50%) | Edge 10%,51,108507.20000000006
E. Prop. Edge (50%) | Edge 10%,52,92398.20000000006
E. Prop. Edge (50%) | Edge 10%,53,86817.20000000006
E. Prop. Edge (50%) | Edge 10%,54,76104.20000000006
E. Prop. Edge (50%) | Edge 10%,55,65113.200000000055
E. Prop. Edge (50%) | Edge 10%,56,52090.200000000055
E. Prop. Edge (50%) | Edge 10%,57,42719.200000000055
E. Prop. Edge (50%) | Edge 10%,58,40095.200000000055
E. Prop. Edge (50%) | Edge 10%,59,33894.200000000055
E. Prop. Edge (50%) | Edge 10%,60,30981.200000000055
E. Prop. Edge (50%) | Edge 10%,61,73733.60000000006
E. Prop. Edge (50%) | Edge 10%,62,67495.60000000006
E. Prop. Edge (50%) | Edge 10%,63,61785.600000000064
E. Prop. Edge (50%) | Edge 10%,64,58374.600000000064
E. Prop. Edge (50%) | Edge 10%,65,50812.600000000064
E. Prop. Edge (50%) | Edge 10%,66,47167.600000000064
E. Prop. Edge (50%) | Edge 10%,67,37733.600000000064
E. Prop. Edge (50%) | Edge 10%,68,30186.600000000064
E. Prop. Edge (50%) | Edge 10%,69,28427.600000000064
E. Prop. Edge (50%) | Edge 10%,70,25704.600000000064
A. Flat (1000 Ft) | Edge 15%,1,99000.0
A. Flat (1000 Ft) | Edge 15%,2,98010.0
A. Flat (1000 Ft) | Edge 15%,3,97030.0
A. Flat (1000 Ft) | Edge 15%,4,101104.0
A. Flat (1000 Ft) | Edge 15%,5,100093.0
A. Flat (1000 Ft) | Edge 15%,6,106399.3
A. Flat (1000 Ft) | Edge 15%,7,105335.3
A. Flat (1000 Ft) | Edge 15%,8,112390.40000000001
A. Flat (1000 Ft) | Edge 15%,9,111266.40000000001
A. Flat (1000 Ft) | Edge 15%,10,118167.00000000001
A. Flat (1000 Ft) | Edge 15%,11,123249.60000000002
A. Flat (1000 Ft) | Edge 15%,12,122017.60000000002
A. Flat (1000 Ft) | Edge 15%,13,120797.60000000002
A. Flat (1000 Ft) | Edge 15%,14,119589.60000000002
A. Flat (1000 Ft) | Edge 15%,15,118393.60000000002
A. Flat (1000 Ft) | Edge 15%,16,124550.40000000002
A. Flat (1000 Ft) | Edge 15%,17,123304.40000000002
A. Flat (1000 Ft) | Edge 15%,18,122071.40000000002
A. Flat (1000 Ft) | Edge 15%,19,128664.80000000002
A. Flat (1000 Ft) | Edge 15%,20,127377.80000000002
A. Flat (1000 Ft) | Edge 15%,21,126103.80000000002
A. Flat (1000 Ft) | Edge 15%,22,124842.80000000002
A. Flat (1000 Ft) | Edge 15%,23,123594.80000000002
A. Flat (1000 Ft) | Edge 15%,24,129280.40000000002
A. Flat (1000 Ft) | Edge 15%,25,127987.40000000002
A. Flat (1000 Ft) | Edge 15%,26,126707.40000000002
A. Flat (1000 Ft) | Edge 15%,27,125440.40000000002
A. Flat (1000 Ft) | Edge 15%,28,124186.40000000002
A. Flat (1000 Ft) | Edge 15%,29,129775.40000000002
A. Flat (1000 Ft) | Edge 15%,30,128477.40000000002
A. Flat (1000 Ft) | Edge 15%,31,127192.40000000002
A. Flat (1000 Ft) | Edge 15%,32,125920.40000000002
A. Flat (1000 Ft) | Edge 15%,33,124661.40000000002
A. Flat (1000 Ft) | Edge 15%,34,123414.40000000002
A. Flat (1000 Ft) | Edge 15%,35,122180.40000000002
A. Flat (1000 Ft) | Edge 15%,36,120958.40000000002
A. Flat (1000 Ft) | Edge 15%,37,125314.40000000002
A. Flat (1000 Ft) | Edge 15%,38,124061.40000000002
A. Flat (1000 Ft) | Edge 15%,39,127412.10000000002
A. Flat (1000 Ft) | Edge 15%,40,126138.10000000002
A. Flat (1000 Ft) | Edge 15%,41,124877.10000000002
A. Flat (1000 Ft) | Edge 15%,42,123628.10000000002
A. Flat (1000 Ft) | Edge 15%,43,122392.10000000002
A. Flat (1000 Ft) | Edge 15%,44,121168.10000000002
A. Flat (1000 Ft) | Edge 15%,45,119956.10000000002
A. Flat (1000 Ft) | Edge 15%,46,118756.10000000002
A. Flat (1000 Ft) | Edge 15%,47,126953.30000000002
A. Flat (1000 Ft) | Edge 15%,48,125683.30000000002
A. Flat (1000 Ft) | Edge 15%,49,124426.30000000002
A. Flat (1000 Ft) | Edge 15%,50,123182.30000000002
A. Flat (1000 Ft) | Edge 15%,51,121950.30000000002
A. Flat (1000 Ft) | Edge 15%,52,120730.30000000002
A. Flat (1000 Ft) | Edge 15%,53,119523.30000000002
B. Full Kelly | Edge 15%,1,97381.0
B. Full Kelly | Edge 15%,2,87457.0
B. Full Kelly | Edge 15%,3,77837.0
B. Full Kelly | Edge 15%,4,90269.0
B. Full Kelly | Edge 15%,5,81943.0
B. Full Kelly | Edge 15%,6,94713.1
B. Full Kelly | Edge 15%,7,90847.1
B. Full Kelly | Edge 15%,8,107979.0
B. Full Kelly | Edge 15%,9,97627.0
B. Full Kelly | Edge 15%,10,145218.2
B. Full Kelly | Edge 15%,11,209288.2
B. Full Kelly | Edge 15%,12,186018.2
B. Full Kelly | Edge 15%,13,176792.2
B. Full Kelly | Edge 15%,14,171858.2
B. Full Kelly | Edge 15%,15,164318.2
B. Full Kelly | Edge 15%,16,191103.40000000002
B. Full Kelly | Edge 15%,17,184728.40000000002
B. Full Kelly | Edge 15%,18,175148.40000000002
B. Full Kelly | Edge 15%,19,255970.2
B. Full Kelly | Edge 15%,20,227956.2
B. Full Kelly | Edge 15%,21,205651.2
B. Full Kelly | Edge 15%,22,184527.2
B. Full Kelly | Edge 15%,23,160983.2
B. Full Kelly | Edge 15%,24,217655.2
B. Full Kelly | Edge 15%,25,200962.2
B. Full Kelly | Edge 15%,26,196278.2
B. Full Kelly | Edge 15%,27,190416.2
B. Full Kelly | Edge 15%,28,183456.2
B. Full Kelly | Edge 15%,29,231142.7
B. Full Kelly | Edge 15%,30,206809.7
B. Full Kelly | Edge 15%,31,176749.7
B. Full Kelly | Edge 15%,32,169837.7
B. Full Kelly | Edge 15%,33,163928.7
B. Full Kelly | Edge 15%,34,158958.7
B. Full Kelly | Edge 15%,35,152563.7
B. Full Kelly | Edge 15%,36,147684.7
B. Full Kelly | Edge 15%,37,171657.1
B. Full Kelly | Edge 15%,38,162439.1
B. Full Kelly | Edge 15%,39,221050.7
B. Full Kelly | Edge 15%,40,203311.7
B. Full Kelly | Edge 15%,41,195592.7
B. Full Kelly | Edge 15%,42,187284.7
B. Full Kelly | Edge 15%,43,169019.7
B. Full Kelly | Edge 15%,44,157324.7
B. Full Kelly | Edge 15%,45,141103.7
B. Full Kelly | Edge 15%,46,137371.7
B. Full Kelly | Edge 15%,47,244073.30000000002
B. Full Kelly | Edge 15%,48,237999.30000000002
B. Full Kelly | Edge 15%,49,232077.30000000002
B. Full Kelly | Edge 15%,50,220287.30000000002
B. Full Kelly | Edge 15%,51,197072.30000000002
B. Full Kelly | Edge 15%,52,175366.30000000002
B. Full Kelly | Edge 15%,53,170351.30000000002
C. Half Kelly | Edge 15%,1,98691.0
C. Half Kelly | Edge 15%,2,93662.0
C. Half Kelly | Edge 15%,3,88511.0
C. Half Kelly | Edge 15%,4,95579.6
C. Half Kelly | Edge 15%,5,91171.6
C. Half Kelly | Edge 15%,6,98278.0
C. Half Kelly | Edge 15%,7,96272.0
C. Half Kelly | Edge 15%,8,105350.5
C. Half Kelly | Edge 15%,9,100300.5
C. Half Kelly | Edge 15%,10,124747.1
C. Half Kelly | Edge 15%,11,152267.1
C. Half Kelly | Edge 15%,12,143802.1
C. Half Kelly | Edge 15%,13,140236.1
C. Half Kelly | Edge 15%,14,138279.1
C. Half Kelly | Edge 15%,15,135245.1
C. Half Kelly | Edge 15%,16,146269.1
C. Half Kelly | Edge 15%,17,143829.1
C. Half Kelly | Edge 15%,18,140100.1
C. Half Kelly | Edge 15%,19,172424.5
C. Half Kelly | Edge 15%,20,162989.5
C. Half Kelly | Edge 15%,21,155015.5
C. Half Kelly | Edge 15%,22,147053.5
C. Half Kelly | Edge 15%,23,137671.5
C. Half Kelly | Edge 15%,24,161904.3
C. Half Kelly | Edge 15%,25,155695.3
C. Half Kelly | Edge 15%,26,153880.3
C. Half Kelly | Edge 15%,27,151582.3
C. Half Kelly | Edge 15%,28,148812.3
C. Half Kelly | Edge 15%,29,168153.3
C. Half Kelly | Edge 15%,30,159302.3
C. Half Kelly | Edge 15%,31,147725.3
C. Half Kelly | Edge 15%,32,144837.3
C. Half Kelly | Edge 15%,33,142318.3
C. Half Kelly | Edge 15%,34,140161.3
C. Half Kelly | Edge 15%,35,137342.3
C. Half Kelly | Edge 15%,36,135146.3
C. Half Kelly | Edge 15%,37,146115.5
C. Half Kelly | Edge 15%,38,142192.5
C. Half Kelly | Edge 15%,39,167845.2
C. Half Kelly | Edge 15%,40,161111.2
C. Half Kelly | Edge 15%,41,158053.2
C. Half Kelly | Edge 15%,42,154696.2
C. Half Kelly | Edge 15%,43,147153.2
C. Half Kelly | Edge 15%,44,142062.2
C. Half Kelly | Edge 15%,45,134738.2
C. Half Kelly | Edge 15%,46,132956.2
C. Half Kelly | Edge 15%,47,184588.90000000002
C. Half Kelly | Edge 15%,48,182291.90000000002
C. Half Kelly | Edge 15%,49,180023.90000000002
C. Half Kelly | Edge 15%,50,175450.90000000002
C. Half Kelly | Edge 15%,51,166205.90000000002
C. Half Kelly | Edge 15%,52,157052.90000000002
C. Half Kelly | Edge 15%,53,154806.90000000002
D. Quarter Kelly | Edge 15%,1,99345.0
D. Quarter Kelly | Edge 15%,2,96814.0
D. Quarter Kelly | Edge 15%,3,94152.0
D. Quarter Kelly | Edge 15%,4,97911.0
D. Quarter Kelly | Edge 15%,5,95653.0
D. Quarter Kelly | Edge 15%,6,99382.6
D. Quarter Kelly | Edge 15%,7,98368.6
D. Quarter Kelly | Edge 15%,8,103005.0
D. Quarter Kelly | Edge 15%,9,100536.0
D. Quarter Kelly | Edge 15%,10,112787.2
D. Quarter Kelly | Edge 15%,11,125227.09999999999
D. Quarter Kelly | Edge 15%,12,121746.09999999999
D. Quarter Kelly | Edge 15%,13,120236.09999999999
D. Quarter Kelly | Edge 15%,14,119397.09999999999
D. Quarter Kelly | Edge 15%,15,118087.09999999999
D. Quarter Kelly | Edge 15%,16,122897.09999999999
D. Quarter Kelly | Edge 15%,17,121872.09999999999
D. Quarter Kelly | Edge 15%,18,120292.09999999999
D. Quarter Kelly | Edge 15%,19,134170.1
D. Quarter Kelly | Edge 15%,20,130499.1
D. Quarter Kelly | Edge 15%,21,127307.1
D. Quarter Kelly | Edge 15%,22,124038.1
D. Quarter Kelly | Edge 15%,23,120081.1
D. Quarter Kelly | Edge 15%,24,130647.3
D. Quarter Kelly | Edge 15%,25,128142.3
D. Quarter Kelly | Edge 15%,26,127395.3
D. Quarter Kelly | Edge 15%,27,126444.3
D. Quarter Kelly | Edge 15%,28,125289.3
D. Quarter Kelly | Edge 15%,29,133429.8
D. Quarter Kelly | Edge 15%,30,129917.79999999999
D. Quarter Kelly | Edge 15%,31,125196.79999999999
D. Quarter Kelly | Edge 15%,32,123972.79999999999
D. Quarter Kelly | Edge 15%,33,122894.79999999999
D. Quarter Kelly | Edge 15%,34,121963.79999999999
D. Quarter Kelly | Edge 15%,35,120736.79999999999
D. Quarter Kelly | Edge 15%,36,119771.79999999999
D. Quarter Kelly | Edge 15%,37,124631.79999999999
D. Quarter Kelly | Edge 15%,38,122958.79999999999
D. Quarter Kelly | Edge 15%,39,134050.4
D. Quarter Kelly | Edge 15%,40,131361.4
D. Quarter Kelly | Edge 15%,41,130114.4
D. Quarter Kelly | Edge 15%,42,128732.4
D. Quarter Kelly | Edge 15%,43,125593.4
D. Quarter Kelly | Edge 15%,44,123420.4
D. Quarter Kelly | Edge 15%,45,120239.4
D. Quarter Kelly | Edge 15%,46,119444.4
D. Quarter Kelly | Edge 15%,47,142635.3
D. Quarter Kelly | Edge 15%,48,141748.3
D. Quarter Kelly | Edge 15%,49,140866.3
D. Quarter Kelly | Edge 15%,50,139077.3
D. Quarter Kelly | Edge 15%,51,135413.3
D. Quarter Kelly | Edge 15%,52,131684.3
D. Quarter Kelly | Edge 15%,53,130743.29999999999
E. Prop. Edge (50%) | Edge 15%,1,91359.0
E. Prop. Edge (50%) | Edge 15%,2,73087.0
E. Prop. Edge (50%) | Edge 15%,3,58470.0
E. Prop. Edge (50%) | Edge 15%,4,78079.8
E. Prop. Edge (50%) | Edge 15%,5,62463.8
E. Prop. Edge (50%) | Edge 15%,6,93132.2
E. Prop. Edge (50%) | Edge 15%,7,80206.2
E. Prop. Edge (50%) | Edge 15%,8,130871.6
E. Prop. Edge (50%) | Edge 15%,9,109541.6
E. Prop. Edge (50%) | Edge 15%,10,245371.2
E. Prop. Edge (50%) | Edge 15%,11,456389.4
E. Prop. Edge (50%) | Edge 15%,12,365111.4
E. Prop. Edge (50%) | Edge 15%,13,301733.4
E. Prop. Edge (50%) | Edge 15%,14,274786.4
E. Prop. Edge (50%) | Edge 15%,15,241028.40000000002
E. Prop. Edge (50%) | Edge 15%,16,343182.4
E. Prop. Edge (50%) | Edge 15%,17,307692.4
E. Prop. Edge (50%) | Edge 15%,18,277374.4
E. Prop. Edge (50%) | Edge 15%,19,576939.4
E. Prop. Edge (50%) | Edge 15%,20,461551.4
E. Prop. Edge (50%) | Edge 15%,21,369241.4
E. Prop. Edge (50%) | Edge 15%,22,295393.4
E. Prop. Edge (50%) | Edge 15%,23,236314.40000000002
E. Prop. Edge (50%) | Edge 15%,24,427651.4
E. Prop. Edge (50%) | Edge 15%,25,342121.4
E. Prop. Edge (50%) | Edge 15%,26,315407.4
E. Prop. Edge (50%) | Edge 15%,27,288090.4
E. Prop. Edge (50%) | Edge 15%,28,257553.40000000002
E. Prop. Edge (50%) | Edge 15%,29,408181.9
E. Prop. Edge (50%) | Edge 15%,30,326545.9
E. Prop. Edge (50%) | Edge 15%,31,261236.90000000002
E. Prop. Edge (50%) | Edge 15%,32,226502.90000000002
