strategy,bets,staked_ft,pnl_ft,roi_pct,hit_rate_pct,avg_odds
"5. Walk-Forward Bayesian Shrinkage (Honest: edge 20%, MaxOdds <= 99)",481,481000,-75600,-15.72,4.37,25.84
