margin_pct,max_odds,bets,pnl,roi,hit_rate,avg_odds
5.0,6.0,29,14700.0,50.689655172413794,31.03448275862069,5.0827586206896544
5.0,8.0,102,-16100.0,-15.784313725490195,14.705882352941178,6.561764705882354
5.0,12.0,316,-105700.0,-33.449367088607595,8.544303797468354,8.86867088607595
5.0,99.0,992,-360800.0,-36.37096774193548,4.637096774193548,21.614314516129035
10.0,6.0,19,5200.0,27.368421052631582,26.31578947368421,5.121052631578947
10.0,8.0,79,-25900.0,-32.78481012658228,11.39240506329114,6.697468354430379
10.0,12.0,276,-118900.0,-43.07971014492754,6.884057971014493,9.05144927536232
10.0,99.0,944,-379300.0,-40.18008474576271,3.919491525423729,22.242478813559323
15.0,6.0,14,800.0,5.714285714285714,21.428571428571427,5.1071428571428585
15.0,8.0,64,-27600.0,-43.125,9.375,6.760937500000001
15.0,12.0,238,-124800.0,-52.43697478991597,5.46218487394958,9.14579831932773
15.0,99.0,888,-367200.0,-41.351351351351354,3.4909909909909906,22.933445945945945
20.0,6.0,10,-800.0,-8.0,20.0,5.0600000000000005
20.0,8.0,53,-22200.0,-41.88679245283019,9.433962264150944,6.80754716981132
20.0,12.0,209,-101400.0,-48.516746411483254,5.741626794258373,9.263636363636364
20.0,99.0,851,-335800.0,-39.45945945945946,3.525264394829612,23.48495887191539
