minute,value
1.0,4
2.0,7
3.0,19
4.0,16
5.0,-42
6.0,-13
7.0,-1
8.0,16
9.0,81
10.0,59
11.0,43
12.0,50
13.0,32
14.0,17
15.0,55
16.0,36
17.0,23
18.0,-29
19.0,-27
20.0,-5
21.0,28
22.0,15
23.0,12
24.0,7
25.0,12
26.0,18
27.0,13
28.0,-45
29.0,-18
30.0,-46
31.0,-24
32.0,-6
33.0,3
34.0,6
35.0,-8
36.0,5
37.0,6
38.0,19
39.0,13
40.0,11
41.0,-45
42.0,-18
43.0,-6
44.0,6
45.0,16
45.5,7
46.0,10
47.0,12
48.0,20
49.0,18
50.0,100
51.0,64
52.0,41
53.0,25
54.0,18
55.0,17
56.0,19
57.0,15
58.0,83
59.0,53
60.0,28
61.0,16
62.0,56
63.0,24
64.0,25
65.0,25
66.0,6
67.0,-17
68.0,-8
69.0,-12
70.0,-6
71.0,-1
72.0,3
73.0,4
74.0,-41
75.0,-15
76.0,12
77.0,10
78.0,-34
79.0,-8
80.0,13
81.0,11
82.0,13
83.0,17
84.0,18
85.0,6
86.0,12
87.0,49
88.0,37
89.0,24
90.0,28
90.5,-2
