minute,value
1.0,63
2.0,38
3.0,87
4.0,49
5.0,23
6.0,2
7.0,1
8.0,-22
9.0,-61
10.0,-33
11.0,-16
12.0,-14
13.0,-39
14.0,-22
15.0,-15
16.0,14
17.0,14
18.0,12
19.0,-16
20.0,8
21.0,-9
22.0,-9
23.0,73
24.0,37
25.0,17
26.0,7
27.0,34
28.0,7
29.0,-6
30.0,-7
31.0,-10
32.0,-14
33.0,10
34.0,5
35.0,7
36.0,8
37.0,74
38.0,87
39.0,36
40.0,1
41.0,2
42.0,42
43.0,19
44.0,6
45.0,47
45.5,-19
46.0,2
47.0,5
48.0,54
49.0,62
50.0,33
51.0,15
52.0,-29
53.0,-50
54.0,-30
55.0,-5
56.0,23
57.0,36
58.0,37
59.0,22
60.0,46
61.0,15
62.0,12
63.0,11
64.0,33
65.0,16
66.0,-14
67.0,-4
68.0,-11
69.0,-5
70.0,-5
71.0,-3
72.0,-3
73.0,-2
74.0,6
75.0,-13
76.0,-9
77.0,-6
78.0,-100
79.0,-100
80.0,-77
81.0,-47
82.0,35
83.0,5
84.0,18
85.0,14
86.0,7
87.0,-2
88.0,-2
89.0,11
90.0,7
90.5,1
