minute,value
1.0,-6
2.0,-5
3.0,-7
4.0,-21
5.0,-6
6.0,-13
7.0,-14
8.0,-14
9.0,-14
10.0,-71
11.0,-43
12.0,32
13.0,-6
14.0,-12
15.0,-6
16.0,6
17.0,-12
18.0,-19
19.0,-15
20.0,-26
21.0,-20
22.0,-16
23.0,-13
24.0,31
25.0,41
26.0,22
27.0,51
28.0,26
29.0,11
30.0,-12
31.0,-77
32.0,-48
33.0,-29
34.0,-4
35.0,-49
36.0,-25
37.0,-10
38.0,-12
39.0,-41
40.0,-34
41.0,-65
42.0,-45
43.0,-60
44.0,-45
45.0,-34
45.5,0
46.0,-2
47.0,-2
48.0,69
49.0,34
50.0,47
51.0,-29
52.0,-7
53.0,-15
54.0,69
55.0,25
56.0,17
57.0,9
58.0,2
59.0,-7
60.0,-26
61.0,-9
62.0,-8
63.0,-38
64.0,36
65.0,23
66.0,78
67.0,55
68.0,39
69.0,33
70.0,34
71.0,10
72.0,-6
73.0,15
74.0,-12
75.0,-11
76.0,-16
77.0,-9
78.0,56
79.0,31
80.0,31
81.0,-26
82.0,-38
83.0,-57
84.0,-100
85.0,-90
86.0,-92
87.0,-53
88.0,-30
89.0,-40
90.0,-43
90.5,3
