minute,value
1.0,6
2.0,13
3.0,13
4.0,29
5.0,20
6.0,33
7.0,19
8.0,32
9.0,25
10.0,31
11.0,19
12.0,24
13.0,88
14.0,66
15.0,46
16.0,36
17.0,40
18.0,47
19.0,34
20.0,32
21.0,100
22.0,92
23.0,56
24.0,28
25.0,32
26.0,13
27.0,14
28.0,17
29.0,-17
30.0,-4
31.0,19
32.0,17
33.0,16
34.0,18
35.0,18
36.0,22
37.0,25
38.0,19
39.0,19
40.0,22
41.0,17
42.0,14
43.0,9
44.0,9
45.0,27
45.5,18
46.0,8
47.0,21
48.0,20
49.0,20
50.0,49
51.0,24
52.0,21
53.0,-31
54.0,-6
55.0,-1
56.0,35
57.0,27
58.0,25
59.0,32
60.0,21
61.0,-35
62.0,-3
63.0,4
64.0,-2
65.0,-3
66.0,23
67.0,12
68.0,7
69.0,-24
70.0,-10
71.0,-11
72.0,-14
73.0,10
74.0,16
75.0,20
76.0,20
77.0,19
78.0,60
79.0,42
80.0,31
81.0,35
82.0,62
83.0,15
84.0,18
85.0,17
86.0,-40
87.0,-22
88.0,16
89.0,5
90.0,16
90.5,-57
