minute,value
1.0,-2
2.0,11
3.0,5
4.0,-12
5.0,-10
6.0,-11
7.0,-12
8.0,-12
9.0,-1
10.0,-21
11.0,-10
12.0,24
13.0,25
14.0,-23
15.0,-48
16.0,-33
17.0,-37
18.0,-6
19.0,-6
20.0,5
21.0,4
22.0,-37
23.0,-28
24.0,-19
25.0,-14
26.0,16
27.0,2
28.0,-6
29.0,-27
30.0,-31
31.0,-27
32.0,-35
33.0,-28
34.0,-19
35.0,-25
36.0,-26
37.0,-16
38.0,-41
39.0,-29
40.0,-10
41.0,-11
42.0,-37
43.0,-26
44.0,-50
45.0,-31
45.5,61
46.0,-9
47.0,-5
48.0,-2
49.0,-32
50.0,48
51.0,12
52.0,1
53.0,-7
54.0,-7
55.0,48
56.0,17
57.0,4
58.0,16
59.0,2
60.0,-27
61.0,-14
62.0,-39
63.0,-12
64.0,-7
65.0,-15
66.0,-36
67.0,-22
68.0,-18
69.0,-43
70.0,-27
71.0,-29
72.0,-11
73.0,-2
74.0,5
75.0,1
76.0,28
77.0,-36
78.0,-10
79.0,-29
80.0,-25
81.0,-19
82.0,-15
83.0,-15
84.0,-13
85.0,-41
86.0,-43
87.0,-21
88.0,-18
89.0,-48
90.0,-54
90.5,28
