name,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,isHome,shotType,situation,bodyPart,time,timeSeconds,periodTimeSeconds,goalType,playerX,playerY,goalMouthX,goalMouthY,goalMouthZ,sofascoreId,firstName,lastName
Michael Keane,michael-keane,M. Keane,D,5,1521,M,110846,"{'nameTranslation': {'ar': 'مايكل كين', 'hi': 'माइकल कीन', 'bn': 'মাইকেল কিন'}, 'shortNameTranslation': {'ar': 'م. كين', 'hi': 'एम. कीन', 'bn': 'এম. কিন'}}",True,save,set-piece,head,90,5765,365,,14.7,54.9,0,51.9,15.2,,,
Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,1300,M,96535,"{'nameTranslation': {'ar': 'عبدالله دوكوري', 'hi': 'अब्दुलाये डौकोरे', 'bn': 'আবদুলায়ে ডকোরে'}, 'shortNameTranslation': {'ar': 'ع. دوكوري', 'hi': 'ए. डौकोरे', 'bn': 'এ. ডকোরে'}}",True,miss,set-piece,head,90,5693,293,,10.1,58.2,0,41.5,19.4,,,
James Tarkowski,james-tarkowski,J. Tarkowski,D,6,2332,M,145188,"{'nameTranslation': {'ar': 'جيمس تاركوفسكي', 'hi': 'जेम्स टार्कोव्स्की', 'bn': 'জেমস তারকোভস্কি'}, 'shortNameTranslation': {'ar': 'ج. تاركوفسكي', 'hi': 'जे. टार्कोव्स्की', 'bn': 'জে. তারকোভস্কি'}}",True,miss,corner,head,90,5380,2680,,8.5,41.7,0,43.0,5.6,,,
Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,17031,M,106337,"{'nameTranslation': {'ar': 'إدريسا غاي', 'hi': 'इद्रिसा गुये', 'bn': 'ইদ্রিসা গুইয়ে'}, 'shortNameTranslation': {'ar': 'إ. غاي', 'hi': 'आई. गुये', 'bn': 'আই. গুইয়ে'}}",True,block,corner,left-foot,90,5344,2644,,18.1,46.0,0,50.1,19.0,iganagueye,,
Aleksandar Mitrović,aleksandar-mitrovic,A. Mitrović,F,9,25600,M,192144,"{'nameTranslation': {'ar': 'ألكسندر ميتروفيتش', 'hi': 'एलेक्जेंडर मित्रोविक', 'bn': 'আলেকসান্ডার মিত্রোভিচ'}, 'shortNameTranslation': {'ar': 'أ. ميتروفيتش', 'hi': 'ए. मित्रोविक', 'bn': 'এ. মিত্রোভিচ'}}",False,block,regular,left-foot,88,5273,2573,,10.3,50.5,0,51.2,19.0,AleksMitrović,,
Aleksandar Mitrović,aleksandar-mitrovic,A. Mitrović,F,9,25600,M,192144,"{'nameTranslation': {'ar': 'ألكسندر ميتروفيتش', 'hi': 'एलेक्जेंडर मित्रोविक', 'bn': 'আলেকসান্ডার মিত্রোভিচ'}, 'shortNameTranslation': {'ar': 'أ. ميتروفيتش', 'hi': 'ए. मित्रोविक', 'bn': 'এ. মিত্রোভিচ'}}",False,save,assisted,right-foot,87,5213,2513,,7.3,35.6,0,52.6,2.5,AleksMitrović,,
Michael Keane,michael-keane,M. Keane,D,5,1521,M,110846,"{'nameTranslation': {'ar': 'مايكل كين', 'hi': 'माइकल कीन', 'bn': 'মাইকেল কিন'}, 'shortNameTranslation': {'ar': 'م. كين', 'hi': 'एम. कीन', 'bn': 'এম. কিন'}}",True,save,corner,head,85,5078,2378,,9.1,56.9,0,50.7,19.0,,,
Alex Iwobi,alex-iwobi,A. Iwobi,M,17,7053,M,352770,"{'nameTranslation': {'ar': 'أليكس إيووبي', 'hi': 'एलेक्स इवोबी', 'bn': 'অ্যালেক্স ইওবি'}, 'shortNameTranslation': {'ar': 'أ. إيووبي', 'hi': 'ए. इवोबी', 'bn': 'এ. ইওবি'}}",True,save,assisted,right-foot,85,5050,2350,,3.6,57.2,0,45.8,12.7,alexanderiwobi,,
Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,1202,M,151499,"{'nameTranslation': {'ar': 'بوبي ديكوردوفا-ريد', 'hi': 'बॉबी डेकोर्डोवा-रीड', 'bn': 'ববি ডেকোরডোভা-রিড'}, 'shortNameTranslation': {'ar': 'ب. ريد', 'hi': 'बी. डेकोर्डोवा-रीड', 'bn': 'বি. রিড'}}",False,miss,assisted,right-foot,77,4605,1905,,4.8,42.9,0,49.6,69.4,,,
Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,1202,M,151499,"{'nameTranslation': {'ar': 'بوبي ديكوردوفا-ريد', 'hi': 'बॉबी डेकोर्डोवा-रीड', 'bn': 'ববি ডেকোরডোভা-রিড'}, 'shortNameTranslation': {'ar': 'ب. ريد', 'hi': 'बी. डेकोर्डोवा-रीड', 'bn': 'বি. রিড'}}",False,goal,regular,left-foot,73,4339,1639,regular,2.5,46.8,0,52.3,1.9,,,
Harry Wilson,harry-wilson,H. Wilson,M,8,4052,M,355528,"{'nameTranslation': {'ar': 'هاري ويلسون', 'hi': 'हैरी विल्सन', 'bn': 'হ্যারি উইলসন'}, 'shortNameTranslation': {'ar': 'ه. ويلسون', 'hi': 'एच. विल्सन', 'bn': 'এইচ. উইলসন'}}",False,miss,assisted,left-foot,69,4126,1426,,17.1,34.7,0,54.3,62.5,,,
Nathan Patterson,patterson-nathan,N. Patterson,D,2,576,M,1020141,"{'nameTranslation': {'ar': 'باترسون، ناثان', 'hi': 'पैटरसन, नाथन', 'bn': 'প্যাটারসন, নাথান'}, 'shortNameTranslation': {'ar': 'ن. باترسون', 'hi': 'एन. पैटरसन', 'bn': 'এন. প্যাটারসন'}}",True,post,regular,right-foot,67,4018,1318,,6.1,62.3,0,51.7,38.6,,Nathan,Patterson
Alex Iwobi,alex-iwobi,A. Iwobi,M,17,7053,M,352770,"{'nameTranslation': {'ar': 'أليكس إيووبي', 'hi': 'एलेक्स इवोबी', 'bn': 'অ্যালেক্স ইওবি'}, 'shortNameTranslation': {'ar': 'أ. إيووبي', 'hi': 'ए. इवोबी', 'bn': 'এ. ইওবি'}}",True,save,regular,right-foot,67,4016,1316,,19.4,34.0,0,48.4,12.7,alexanderiwobi,,
Nathan Patterson,patterson-nathan,N. Patterson,D,2,576,M,1020141,"{'nameTranslation': {'ar': 'باترسون، ناثان', 'hi': 'पैटरसन, नाथन', 'bn': 'প্যাটারসন, নাথান'}, 'shortNameTranslation': {'ar': 'ن. باترسون', 'hi': 'एन. पैटरसन', 'bn': 'এন. প্যাটারসন'}}",True,block,corner,right-foot,60,3559,859,,29.7,57.8,0,49.1,19.0,,Nathan,Patterson
Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,1202,M,151499,"{'nameTranslation': {'ar': 'بوبي ديكوردوفا-ريد', 'hi': 'बॉबी डेकोर्डोवा-रीड', 'bn': 'ববি ডেকোরডোভা-রিড'}, 'shortNameTranslation': {'ar': 'ب. ريد', 'hi': 'बी. डेकोर्डोवा-रीड', 'bn': 'বি. রিড'}}",False,miss,assisted,right-foot,57,3398,698,,11.4,40.2,0,41.0,62.5,,,
Raúl Jiménez,raul-jimenez,R. Jiménez,F,7,16724,M,192442,"{'nameTranslation': {'ar': 'راؤول خيمينيز', 'hi': 'राउल जिमेनेज़', 'bn': 'রাউল জিমেনেজ'}, 'shortNameTranslation': {'ar': 'ر. خيمينيز', 'hi': 'आर. जिमेनेज़', 'bn': 'আর. জিমেনেজ'}}",False,post,assisted,right-foot,57,3393,693,,11.2,54.6,0,55.4,6.3,RJimenez9,,
Saša Lukić,sasa-lukic,S. Lukić,M,20,2089,M,371222,"{'nameTranslation': {'ar': 'ساسا لوكيتش', 'hi': 'साशा लुकीच', 'bn': 'সাসা লুকিচ'}, 'shortNameTranslation': {'ar': 'س. لوكيتش', 'hi': 'एस. लुकीच', 'bn': 'এস. লুকিচ'}}",False,miss,corner,right-foot,53,3127,427,,19.1,45.8,0,59.0,1.4,,,
Neal Maupay,neal-maupay,N. Maupay,F,9,2064,M,268903,"{'nameTranslation': {'ar': 'نيل موباي', 'hi': 'नील मौपे', 'bn': 'নিল মাউপে'}, 'shortNameTranslation': {'ar': 'ن. موباي', 'hi': 'एन. मौपे', 'bn': 'এন. মাউপে'}}",True,save,fast-break,right-foot,45,2678,2678,,15.7,52.4,0,48.8,1.3,,,
Nathan Patterson,patterson-nathan,N. Patterson,D,2,576,M,1020141,"{'nameTranslation': {'ar': 'باترسون، ناثان', 'hi': 'पैटरसन, नाथन', 'bn': 'প্যাটারসন, নাথান'}, 'shortNameTranslation': {'ar': 'ن. باترسون', 'hi': 'एन. पैटरसन', 'bn': 'এন. প্যাটারসন'}}",True,miss,assisted,left-foot,43,2565,2565,,12.7,67.8,0,58.5,83.3,,Nathan,Patterson
Neal Maupay,neal-maupay,N. Maupay,F,9,2064,M,268903,"{'nameTranslation': {'ar': 'نيل موباي', 'hi': 'नील मौपे', 'bn': 'নিল মাউপে'}, 'shortNameTranslation': {'ar': 'ن. موباي', 'hi': 'एन. मौपे', 'bn': 'এন. মাউপে'}}",True,save,assisted,right-foot,42,2479,2479,,9.5,47.8,0,53.1,3.8,,,
Amadou Onana,amadou-onana,A. Onana,M,24,6827,M,923973,"{'nameTranslation': {'ar': 'أمادو أونانا', 'hi': 'अमादौ ओनाना', 'bn': 'আমাদৌ ওনানা'}, 'shortNameTranslation': {'ar': 'أ. أونانا', 'hi': 'ए. ओनाना', 'bn': 'এ. ওনানা'}}",True,save,assisted,right-foot,41,2444,2444,,14.9,70.0,0,48.9,24.7,its_onana,,
Neal Maupay,neal-maupay,N. Maupay,F,9,2064,M,268903,"{'nameTranslation': {'ar': 'نيل موباي', 'hi': 'नील मौपे', 'bn': 'নিল মাউপে'}, 'shortNameTranslation': {'ar': 'ن. موباي', 'hi': 'एन. मौपे', 'bn': 'এন. মাউপে'}}",True,save,assisted,left-foot,34,2010,2010,,3.8,50.5,0,51.3,13.3,,,
