minute,value
1.0,4
2.0,3
3.0,-8
4.0,4
5.0,52
6.0,90
7.0,57
8.0,35
9.0,22
10.0,38
11.0,13
12.0,-8
13.0,-32
14.0,-64
15.0,-72
16.0,-47
17.0,-60
18.0,-58
19.0,-32
20.0,-38
21.0,-41
22.0,-23
23.0,-24
24.0,51
25.0,17
26.0,13
27.0,20
28.0,15
29.0,9
30.0,27
31.0,13
32.0,-9
33.0,-4
34.0,-62
35.0,-76
36.0,-39
37.0,32
38.0,15
39.0,9
40.0,5
41.0,4
42.0,6
43.0,8
44.0,92
45.0,59
45.5,30
46.0,3
47.0,-8
48.0,-9
49.0,-5
50.0,-7
51.0,-3
52.0,35
53.0,15
54.0,10
55.0,8
56.0,9
57.0,9
58.0,55
59.0,25
60.0,7
61.0,-79
62.0,-23
63.0,-19
64.0,-9
65.0,21
66.0,10
67.0,2
68.0,29
69.0,16
70.0,6
71.0,4
72.0,1
73.0,-39
74.0,-25
75.0,-19
76.0,-48
77.0,-5
78.0,5
79.0,9
80.0,6
81.0,-28
82.0,-18
83.0,-86
84.0,-44
85.0,-41
86.0,-30
87.0,-39
88.0,-10
89.0,-2
90.0,27
90.5,3
