minute,value
1.0,7
2.0,21
3.0,14
4.0,13
5.0,11
6.0,-8
7.0,18
8.0,7
9.0,-17
10.0,-12
11.0,-11
12.0,-5
13.0,-2
14.0,-33
15.0,-22
16.0,-16
17.0,-15
18.0,-12
19.0,-14
20.0,-11
21.0,-38
22.0,-64
23.0,-91
24.0,-54
25.0,-37
26.0,-27
27.0,-19
28.0,-7
29.0,-4
30.0,23
31.0,-23
32.0,-13
33.0,-38
34.0,-5
35.0,39
36.0,29
37.0,13
38.0,6
39.0,-8
40.0,-13
41.0,12
42.0,12
43.0,11
44.0,9
45.0,10
45.5,11
46.0,9
47.0,16
48.0,-10
49.0,-11
50.0,-3
51.0,4
52.0,12
53.0,25
54.0,8
55.0,2
56.0,-18
57.0,-42
58.0,-34
59.0,-36
60.0,-25
61.0,-36
62.0,-22
63.0,-16
64.0,15
65.0,-21
66.0,-12
67.0,-10
68.0,12
69.0,-5
70.0,-3
71.0,-4
72.0,43
73.0,16
74.0,2
75.0,-50
76.0,-41
77.0,-38
78.0,-33
79.0,-28
80.0,-17
81.0,-13
82.0,-45
83.0,-31
84.0,-25
85.0,-43
86.0,-48
87.0,-64
88.0,-44
89.0,-39
90.0,-31
90.5,-47
